cagr,mdd,sharpe,sortino,calmar
0.3810816894421716,-0.4469519976755454,0.9815171023016203,1.1699554953057647,0.8526233050172183
0.7303213125366179,-0.4262470346406345,1.4901568052560545,1.8270721297264414,1.7133757027831196
0.7033688698160652,-0.34446129166878914,1.4874414171930233,1.7301480732123378,2.0419387804316123
0.6105218631393869,-0.31914564590382655,1.3777071257580837,1.5292335962682033,1.912988226458103
1.5743891485228447,-0.2422032511005664,2.43137020844903,3.026004981875012,6.500280823518487
0.19461812606010342,-0.4980025537509716,0.6338901876149293,0.6869899603618035,0.39079744590511295
0.766548993199593,-0.31131272143608035,1.611402788154723,1.9771192739240422,2.462311818365518
0.8399629066697127,-0.3539376258524134,1.658815945464483,1.9754012335132165,2.3731947250501264
0.4735989937301832,-0.29434775883670694,1.145828789486272,1.315517186853102,1.6089777466011492
0.5734234043849049,-0.3898338230932862,1.3048512673829702,1.534987113945021,1.4709431824946761
0.7983756826264405,-0.39195830642173524,1.5936288681444029,1.912273644107588,2.0368893056890918
0.5079856894710675,-0.3200733603343181,1.1740262746283228,1.3233689086694214,1.5870914372269973
0.44449077455925834,-0.5304449685535562,1.09499349635265,1.3090237771150912,0.8379583197316736
0.5346656741237534,-0.3705920224939796,1.2670709983429047,1.5112130756843087,1.4427339005454152
0.6305964518804166,-0.4505962830366047,1.3714922440672006,1.5669563526838404,1.3994710467444964
0.28821173642417786,-0.5667991784908387,0.7923652511932991,0.8844567677883829,0.5084900390850448
0.8854912150814578,-0.3198305021238609,1.6860965643890276,2.136336865179533,2.768626535622088
0.6848698633107764,-0.314880599048014,1.4418174126831331,1.762742972109658,2.175014482890847
0.5365405395505407,-0.3721472608313975,1.2422806973400753,1.3278833128814276,1.441742546624902
0.44141352677299106,-0.48808514169509065,1.0619963246899595,1.1223687178169965,0.9043781280454228
0.5171484471536067,-0.37457808799476355,1.1676536726049658,1.332114315748599,1.3806158548196665
0.43108590509263633,-0.46497493053712646,1.0163383413721465,1.1357515576431219,0.9271164460300205
0.5884205572014576,-0.4295610819048197,1.3042402139429048,1.6698040546980482,1.3698181282908617
0.503563228000186,-0.4838254308672285,1.1405198028234436,1.3649380530140394,1.0407952866338148
0.4869361342037448,-0.4373402233862227,1.1306698802212427,1.263335547220411,1.1134034972441196
0.9710489596062994,-0.3386005020480036,1.9108660505589024,2.419372619551733,2.86783083230229
1.2086148255520142,-0.2733970071689772,2.148252617068761,2.79170459376412,4.420731733924986
0.5544183537512148,-0.35973467829706374,1.2837620363977302,1.4622693828021898,1.5411868446371582
0.5666500955444147,-0.4185304917581454,1.3128802578588339,1.5810338821813488,1.353903972836136
0.5498690308024505,-0.4707374877774426,1.2303586019667947,1.3406240775063232,1.1681012136905062
0.33864813809020355,-0.49971328587256003,0.9104434854995526,1.1006431489020199,0.6776848798384114
0.6855995219479192,-0.3202403160206154,1.4467061676147936,1.6047365608989488,2.140890723776902
1.3084187895075337,-0.39154580521957316,2.0792529783614375,2.414103887753416,3.3416749000127624
0.8566528773447319,-0.35182887161684606,1.634640062949169,1.9489120715582637,2.434856677361194
0.6906402682952175,-0.45890704147825756,1.4841526519550006,1.777050108868417,1.5049676859838272
0.5728992802933766,-0.43869714111260294,1.2241652237636784,1.320620748993792,1.3059106764188535
0.619724276452106,-0.417307510406945,1.4040971425745274,1.8002345907488606,1.4850542130137332
1.031558080441656,-0.3884684329501442,1.9494064985268986,2.55526173386739,2.655448919253744
0.6123118500063507,-0.4896455250923838,1.3445038734058965,1.5291679201108086,1.2505206698066378
0.5463315065930763,-0.5066870223156021,1.214126958190753,1.3322149748630998,1.0782425492097578
0.38960363968360245,-0.4439620780997072,0.9875385515573532,1.1432799459968708,0.877560627140103
0.9254062817111126,-0.3430977739240424,1.820591681718876,2.222604333043512,2.6972086444256154
0.31377884869418704,-0.36170188807651793,0.8287486682890075,0.9302807958148913,0.8675068033590336
0.572140861544969,-0.36381052071036646,1.3109336205105349,1.6037747576556725,1.5726341844865355
0.4311494159375693,-0.334729138343811,1.057673870624008,1.320411575223159,1.2880546285000198
0.8616369236516286,-0.24997238354245,1.7071271925387617,2.1336250342285554,3.4469284624207557
0.5970109303008337,-0.35936343404826254,1.2498210830502947,1.5532433430592374,1.6613012725737006
0.44104122647924804,-0.6741309058239698,1.070245510736623,1.340389858760394,0.6542367701421087
0.3574524674243753,-0.4195202734562551,0.9478988550617875,1.1383149494045368,0.8520505206565379
0.7805238763044229,-0.2411143347425666,1.6814074101999186,2.115079877448774,3.2371525199352997
0.39538152412087757,-0.41686035276692435,1.017205690654119,1.2462994866470705,0.9484747625830081
0.7178304647938321,-0.3839880883724843,1.474695548417901,1.6793888415403273,1.869408157519477
1.20190585286986,-0.23392667013904533,2.057747628541241,2.5087525289730337,5.137959909211937
0.76642541061849,-0.3454413273143203,1.5490388330710345,1.884547579371969,2.2186847664614033
0.44269808751655737,-0.3486059694609571,1.0640185672492675,1.2550890205646548,1.269909658176804
0.7073538210732189,-0.35998800661354957,1.4593582054883474,1.833894718140701,1.9649371870118153
0.4620183122656045,-0.30378250321892764,1.0955444828832892,1.349087355332664,1.520885197040597
0.7235097017933709,-0.45941401478540056,1.5472670120330816,1.8432017857592116,1.5748533534209521
0.6132707580083145,-0.6147147536201513,1.3647046454061214,1.6405206520033315,0.9976509501303933
0.44218995900030245,-0.40744316305708406,1.0800884029726954,1.3504240850360778,1.0852801055305725
0.6299965107083516,-0.45912803474782093,1.3564382754518631,1.6942669706327502,1.3721586638776726
0.743810334249424,-0.3403557500869955,1.460193871768604,1.5781265281877461,2.1853908272720672
0.6340796592186273,-0.4682732207446979,1.3518539269975425,1.5761203751733859,1.3540805476987268
0.8935783032220594,-0.4299287287371183,1.7925498395163801,2.2752999183021854,2.07843357164541
0.5131575044335026,-0.4326633406102649,1.1778022714403682,1.3074450797422197,1.1860434112807015
0.4123516393989266,-0.45248328619281386,1.005130094213248,1.1383437199607627,0.9113080018235498
0.9671575659428091,-0.37260519015858673,1.8501534910961064,2.2015834515474904,2.5956631616730066
0.6287176279945035,-0.5003030763476753,1.395163699574806,1.7396985597548345,1.2566735199477148
0.6140046849304428,-0.33747138385453557,1.3384424814023688,1.50292867056707,1.8194274071993755
0.39892567836832815,-0.5193778172547765,1.0176103081413612,1.2668958902571688,0.7680837823934988
0.9229116874419669,-0.2991895438945933,1.7525435359218324,2.1289642962315143,3.0847056866636877
0.5414006172619756,-0.5265631244538882,1.20193537959273,1.3781148536586754,1.0281779944683285
0.3159561163448905,-0.5795303320818528,0.8540518807193992,1.0243186132550046,0.5451934072369915
0.7187163884881029,-0.5488373121065075,1.4716413077593422,1.6552102367034924,1.30952537780199
0.677226753986949,-0.40304594902519764,1.4661859154797567,1.7750608662746294,1.680271829117454
0.649856327058999,-0.3516491063539854,1.424883667005151,1.634915357441151,1.8480249638536694
0.6014334091616889,-0.4435570096706505,1.265406403675616,1.4831364380953698,1.3559325995282199
0.634935759403878,-0.34725232590670774,1.4196967462958885,1.534574846219947,1.8284564624470185
0.5724810171910766,-0.4739042390618068,1.3172191020335473,1.652581016772297,1.208009910028286
0.8977885314635736,-0.29956896304197056,1.656270837370571,1.9451490004173029,2.9969344031737712
1.4959052553456234,-0.28963047931075836,2.3556567401732984,2.878960699828837,5.164875115718036
