date,walk_forward,YB_RSI_70_60_50,YB_Consensus_80_60_40,YB_HybridAND_80_60_40,YB_MDD_AND_60_40_20,GB_intraday_opt,bench
2021-11-08,260097.31047373297,278319.639130329,332622.0337661093,332622.0337661094,255012.2238787099,223510.4234885304,527800.8298755187
2021-11-09,258979.39619645439,277473.8667528197,332029.42244502634,332029.4224450264,253916.16561714874,229184.39697403111,525975.1037344398
2021-11-10,264435.2545888178,283319.34383253515,339024.20866185776,339024.2086618579,259265.35811464064,216862.6512224054,480082.9875518672
2021-11-11,264435.2545888178,283319.34383253515,339024.20866185776,339024.2086618579,259265.35811464064,227427.99950651856,511535.2697095435
2021-11-12,264737.33446778025,283696.93815934565,339540.5916082348,339540.5916082349,259561.5321180662,227427.99950651856,525643.153526971
2021-11-15,266425.295875721,285806.8590640502,342426.03531338024,342426.03531338036,261216.49268523397,227427.99950651856,524481.3278008299
2021-11-16,273380.68420688243,294511.79065457446,354345.35422277567,354345.3542227757,268035.8982494012,237617.5548369945,548879.6680497925
2021-11-17,273120.5840749833,294186.26550097176,353899.6254909101,353899.62549091014,267780.88325925794,236841.2867624444,535435.6846473028
2021-11-18,273120.5840749833,294186.26550097176,353899.6254909101,353899.62549091014,267780.88325925794,234638.47870735443,564232.3651452282
2021-11-19,272633.5627430433,293574.24955971265,353058.2063423514,353058.20634235145,267303.3835392178,233646.00473207515,569460.5809128631
2021-11-22,262729.7510567262,280967.9997282668,335555.7960804175,335555.79608041764,257593.19838427083,217073.99043883607,542406.6390041494
2021-11-23,258689.16102120437,275877.5553741907,328554.20627540996,328554.20627541,253631.6047450908,215528.97848825733,536763.4854771785
2021-11-24,261476.64851546907,279311.9380061425,333182.5221350776,333182.5221350777,256364.5948850189,224036.08576753503,555186.7219917013
2021-11-26,256888.11634294863,273618.600844045,325454.8324530694,325454.83245306945,251865.77176561716,200154.3605664492,508049.7925311203
2021-11-29,265101.6773032209,283825.1722425423,339329.31936575484,339329.31936575484,259918.75179308234,208902.21671916737,567966.8049792531
2021-11-30,254114.99641559788,270452.0535241147,321421.31143242796,321421.3114324279,249146.86829649608,208902.21671916737,535518.6721991701
2021-12-01,247103.24562877062,262358.28973948874,311037.8107582264,311037.8107582262,242272.2022025816,208902.21671916737,524066.3900414937
2021-12-02,244716.12957703596,260382.91681991384,308033.06127034297,308033.0612703429,240945.47831412236,208931.0546786324,525311.203319502
2021-12-03,236767.47203553288,252867.21127191524,298027.7979485887,298027.79794858844,234855.5266940592,203677.91044441145,522821.5767634855
2021-12-06,231583.86371552935,247042.51551909847,291503.0022925081,291503.0022925079,229846.722578092,201308.25990372937,519419.0871369295
2021-12-07,242546.88263644776,254210.04187635003,305302.5515286451,305302.55152864486,236515.3416971319,208648.7378047658,597427.3858921161
2021-12-08,242546.88263644776,254210.04187635003,305302.5515286451,305302.55152864486,236515.3416971319,206321.05976797108,586473.0290456432
2021-12-09,229185.9043505748,243707.44910137373,288484.6039332928,288484.60393329256,226743.79884011296,197055.83834174968,545643.1535269709
2021-12-10,239247.1220553438,251616.21671648903,301149.0232956943,301149.0232956941,234102.0639231345,204560.98678909696,560746.8879668049
2021-12-13,241934.31301398724,254442.33565493216,304531.48794418154,304531.4879441813,236731.46629240736,204560.98678909696,515601.65975103737
2021-12-14,245195.1688077264,257650.7965630171,308636.0453112937,308636.0453112935,239510.99748554142,204560.98678909696,510290.45643153525
2021-12-15,262597.26637861476,273647.66891009925,330540.6962084406,330540.6962084403,252254.47402092293,222455.18595283196,566307.0539419086
2021-12-16,272295.53161308524,283610.8131936686,342748.25414239883,342748.25414239854,261304.52258141985,224774.1234117144,490041.4937759336
2021-12-17,276205.57407112775,287370.66827001993,347669.96629161254,347669.96629161225,264480.58310466027,224774.1234117144,488796.68049792526
2021-12-20,272834.03592193354,284053.5366215639,343426.08903235284,343426.08903235244,262057.5944013037,225243.85011415876,477510.3734439834
2021-12-21,279651.87075334747,289386.43334243255,352007.944825781,352007.9448257806,266977.5334468905,238915.09262664168,526970.9543568465
2021-12-22,286899.7529046909,295011.566725449,361131.11676652625,361131.1167665257,272167.0795446872,236042.8104404491,543817.427385892
2021-12-23,288846.6595198021,296516.1046806206,363581.75868251565,363581.7586825152,273555.11224411096,236962.30209877007,559419.0871369294
2021-12-27,302674.1028800372,307153.6450432576,380986.8627725371,380986.86277253646,283368.925058888,248518.90274127584,605726.141078838
2021-12-28,303256.1013490937,307322.4196248381,381719.44533825514,381719.44533825456,283524.63042827405,250984.72858359618,584730.2904564315
2021-12-29,301307.59470384964,305630.04823323933,379266.78940634936,379266.7894063487,282223.7145965743,248405.5944241129,588132.7800829876
2021-12-30,299883.9204992192,304367.62968846544,377474.75908835646,377474.75908835576,281225.43286146066,236747.9282924548,566721.9917012448
2021-12-31,293594.5943498093,298782.1889016069,369558.1563271131,369558.1563271124,276801.9250942795,232253.24488637486,563900.4149377593
2022-01-03,303617.6165696703,307689.8584409138,382174.4976483849,382174.49764838425,283861.60944681097,243844.67340820827,597925.3112033195
2022-01-04,294221.7455586242,298801.0663085487,370347.57428278506,370347.5742827843,276243.8114987314,246275.0221478343,589377.5933609958
2022-01-05,268048.8817244895,275997.69036345324,337402.8420210629,337402.8420210622,258666.26926185354,246275.0221478343,530705.3941908714
2022-01-06,269705.46650988114,277523.0818526777,339488.04532817646,339488.04532817577,259927.1828741734,246275.0221478343,543651.4522821577
2022-01-07,271365.610831235,279332.7249041054,341577.72915220994,341577.72915220924,261717.1523540637,246275.0221478343,494605.80912863073
2022-01-10,273101.49477649183,278518.3155468451,343762.7491857961,343762.7491857954,260954.10213176758,246275.0221478343,497344.39834024897
2022-01-11,284272.92592723074,287462.6236441677,357824.63444885844,357824.6344488576,269334.3549138657,253615.07443092522,525477.1784232365
2022-01-12,281962.05059655686,285743.5986823137,354915.85191968107,354915.8519196802,267723.73690268764,258198.56678253016,535269.7095435684
2022-01-13,265048.0594642425,274731.77773250267,333625.59828666045,333625.59828665963,257406.3549267422,236253.4237776527,499502.0746887966
2022-01-14,276873.24222221074,284438.7241893646,348510.3843909273,348510.38439092645,266501.1517702392,232349.04272109544,534937.7593360995
2022-01-18,270239.9807152862,279250.1278834683,340160.85773031757,340160.8577303167,261639.76415315934,232349.04272109544,463568.4647302904
2022-01-19,275626.5025614244,284816.2432687634,346941.0679957109,346941.06799571,266854.8633464732,232349.04272109544,421327.8008298755
2022-01-20,246485.1672714874,263528.05266965966,310259.81312959467,310259.81312959397,246909.1708957205,232349.04272109544,381327.8008298755
2022-01-21,236135.79606274472,253534.20638000913,297232.6845085178,297232.6845085171,239999.17280331271,232349.04272109544,361991.7012448132
2022-01-24,227710.31752388133,244487.94126332633,286627.2293164984,286627.2293164977,234348.6527491589,232349.04272109544,377095.43568464724
2022-01-25,227710.31752388133,244487.94126332633,286627.2293164984,286627.2293164977,234348.6527491589,232349.04272109544,332946.0580912863
2022-01-26,227710.31752388133,244487.94126332633,286627.2293164984,286627.2293164977,234348.6527491589,232349.04272109544,348796.6804979253
2022-01-27,237477.3148912366,254974.56788892308,298921.3028771001,298921.3028770994,244400.38294449463,232349.04272109544,301410.7883817427
2022-01-28,232444.77415732498,251137.16261227062,292586.6614666062,292586.6614666055,236219.15106782416,232349.04272109544,318340.2489626556
2022-01-31,243908.02556134432,267031.3984509389,307015.8714585862,307015.8714585855,241277.267330419,232349.04272109544,370788.38174273854
2022-02-01,239772.8739615662,262877.6780233182,301810.8062742921,301810.8062742915,236486.60386006895,232349.04272109544,380580.9128630705
2022-02-02,234231.4051438703,256802.22656975625,294835.5586402302,294835.5586402295,231021.08509874553,232201.61492640362,408962.65560165973
2022-02-03,234231.4051438703,256802.22656975625,294835.5586402302,294835.5586402295,231021.08509874553,226698.8558880459,353941.9087136929
2022-02-04,236183.67318889807,258585.8856984862,297292.94918236387,297292.94918236317,232304.75891378868,226698.8558880459,359751.0373443983
2022-02-07,233552.10919242958,256186.6292477957,293980.5042071918,293980.5042071911,230581.66914718042,224605.86971845062,360165.9751037344
2022-02-08,241230.47873409663,263224.1341105553,303645.5462278082,303645.5462278075,235662.4099195871,228299.12781463686,386058.0912863071
2022-02-09,250042.66522860448,271245.2493891483,314737.76473861927,314737.76473861845,241413.2826471735,231152.8863400476,424481.3278008299
2022-02-10,244450.7640402423,266170.41829406045,307699.0360518359,307699.0360518351,237785.73961978985,231152.8863400476,384564.3153526971
2022-02-11,223598.00080640457,248878.30789188156,281450.90722613607,281450.9072261354,227173.8208917179,231152.8863400476,327053.94190871366
2022-02-14,222449.59123842398,246823.30691972337,280005.36248240125,278852.3394221641,225529.08061907272,231152.8863400476,328215.7676348547
2022-02-15,227606.15030244412,253990.01422869047,286496.1102596598,288588.4610880518,230757.02470470575,236201.9705212252,382240.6639004149
2022-02-16,231454.88397520644,257569.07656586217,291340.6508188959,293468.38250618725,233358.36721391097,232927.28153846922,382074.6887966805
2022-02-17,229230.85923788848,255654.3676477392,288541.1902792041,290648.4768247657,232134.0472196645,232927.28153846922,338672.1991701245
2022-02-18,226610.41261968802,252731.86137891494,285242.7391509727,287325.9363050786,229480.41288339623,232927.28153846922,328132.78008298756
2022-02-22,229191.03055104593,255464.39476790858,288491.056467609,290267.02383347315,232093.7141061259,231948.90234626384,320414.9377593361
2022-02-23,224354.03249549182,247374.1905811211,282402.55171319726,277979.57518412906,227195.45591016376,225262.7559443761,297676.3485477178
2022-02-24,218156.53300547574,237257.5941666057,274601.53449610336,262812.60835908045,220919.46565282124,218316.0666533688,330954.35684647306
2022-02-25,220577.04353002104,240548.14714590932,277648.3188171919,267186.5824667025,223370.63172299415,218316.0666533688,346639.0041493776
2022-02-28,219388.48756208929,238693.62600696879,276152.2403448577,264721.96795383585,221988.8936482125,218085.3757078725,340331.9502074688
2022-03-01,222201.85646788936,241830.90505099497,279693.52974835644,268116.6791421918,224977.67440559692,217664.19710681326,303402.489626556
2022-03-02,225916.33232167587,247180.65335703755,284369.07512509235,275497.13699320005,228738.55270114524,217664.19710681326,333112.0331950207
2022-03-03,228628.7609894862,250298.808162034,287783.30739276984,279138.388244695,231484.86591101368,217664.19710681326,311203.3195020746
2022-03-04,228628.7609894862,243377.84010115598,281401.86921013397,272948.64643818705,228887.20738681627,217664.19710681326,288298.755186722
2022-03-07,228628.7609894862,227608.56078318928,268751.9728405951,260678.74893771723,227668.28182880112,217664.19710681326,244896.26556016598
2022-03-08,228628.7609894862,231219.04309265138,271910.58430896536,263742.4767208187,228501.06000676553,217664.19710681326,258257.2614107884
2022-03-09,228628.7609894862,236836.9058858502,277212.65747451445,268885.2772925242,230743.16149841895,217664.19710681326,290290.4564315352
2022-03-10,228628.7609894862,236836.9058858502,277212.65747451445,268885.2772925242,230743.16149841895,217664.19710681326,271452.28215767635
2022-03-11,228628.7609894862,241850.56222252426,283081.03762225725,274577.37316454924,235627.81792248294,217664.19710681326,253941.90871369294
2022-03-14,228628.7609894862,231282.16770869927,273743.23478650657,265520.0749601028,232903.27688197882,217664.19710681326,230871.3692946058
2022-03-15,228628.7609894862,243363.2899339004,284764.7086718449,276210.46727057645,236781.7479152217,217664.19710681326,261493.77593360996
2022-03-16,228628.7609894862,256764.61083094976,297311.2155434837,288380.08106082433,241999.2906734463,217664.19710681326,301991.7012448133
2022-03-17,228628.7609894862,258798.24179301792,299185.15543871926,290197.7283968097,242753.70838439386,217664.19710681326,306970.9543568465
2022-03-18,232118.3416785509,265055.9612495136,304973.97595587035,295812.6545842761,245103.33295934604,220986.42470249024,325394.19087136927
2022-03-21,231120.3714893712,262820.52555101394,302310.57107452204,293229.2575396104,243786.75122223966,220036.31510549897,322987.5518672199
2022-03-22,230769.08442149535,263010.5988498295,302572.7171964562,293483.5288753047,243927.9119567199,219701.8750409494,328879.6680497925
2022-03-23,215891.18184361552,252777.18025406447,288462.82844678796,279797.49670208036,236325.8136180771,205537.48598844296,303900.4149377593
2022-03-24,220613.3003135492,269293.6264038204,305401.329920095,301823.45105212415,248630.3381228144,210033.1413948449,350207.46887966804
2022-03-25,220613.3003135492,269060.64392192895,305187.9560848973,301513.0048226836,248456.62830692835,210033.1413948449,348132.78008298756
2022-03-28,223818.39531557434,271946.7610493358,309116.32631829573,305394.0711934628,250588.7124941125,213084.52665034626,354854.77178423235
2022-03-29,231199.40981465526,275691.559938829,314216.232502204,310432.56634756457,253353.6386742176,220111.56291570075,379336.09958506224
2022-03-30,227525.30788762524,275540.7668880831,313688.07798307954,309910.771653846,253502.52982665857,216613.66334009857,342821.57676348544
2022-03-31,227525.30788762524,276198.9702826544,314437.40651292604,310651.0770693407,254108.08895153433,216613.66334009857,319751.0373443983
2022-04-01,227525.30788762524,276604.1531216726,314898.68499247305,311106.8010179933,254480.86455165155,216613.66334009857,300663.9004149377
2022-04-04,227525.30788762524,279617.8845337282,318329.6532113752,314496.45489032555,256144.68148968395,216613.66334009857,315352.6970954357
2022-04-05,227525.30788762524,282760.78200438037,321907.6699164939,318031.38654983696,259680.51149958774,216613.66334009857,272033.1950207469
2022-04-06,227525.30788762524,286313.1818343831,325951.8826385758,322026.90048039926,262942.9476775011,216613.66334009857,252697.09543568463
2022-04-07,227525.30788762524,285053.8277566515,324996.0788577527,321082.6061062901,262557.42779417284,216613.66334009857,253112.03319502075
2022-04-08,227525.30788762524,281470.4022035022,322276.38965154666,318395.6663093642,261460.45131583867,216613.66334009857,234439.83402489623
2022-04-11,227525.30788762524,276321.54452908796,317560.14169325464,313736.20952202653,259547.322772625,216613.66334009857,219585.0622406639
2022-04-12,227525.30788762524,284317.2034053691,324884.0011267455,320971.87797047774,262518.2192675944,216613.66334009857,217427.38589211617
2022-04-13,230601.01533075285,288866.2410267875,329042.4819390805,325080.28402066877,264198.3219718312,219541.866197195,232863.07053941907
2022-04-14,233295.57767373667,294930.5357964517,335669.12798387656,331627.13464509835,269063.3688006221,222107.2028871261,212448.132780083
2022-04-18,233295.57767373667,303424.22541543905,343573.6050929636,339436.4292033998,272573.9344854359,222107.2028871261,224149.377593361
2022-04-19,233295.57767373667,311742.33672238514,351109.4497398763,346881.5302241475,275563.88020184805,222107.2028871261,238838.17427385892
2022-04-20,233295.57767373667,304299.5333540572,344361.7728017292,340215.10611196037,272787.80968591565,222107.2028871261,236099.58506224063
2022-04-21,223771.23844149892,291373.38705629174,333270.45560029085,329257.34611465264,269526.4711283476,213039.63132270126,217095.4356846473
2022-04-22,223512.011621021,279713.6149095744,322720.83829805243,318834.7630830915,265495.18785893265,212792.8364859376,202572.6141078838
2022-04-25,223512.011621021,284932.0102132015,327572.69970407663,323628.2003152823,267519.2663018279,212792.8364859376,213360.9958506224
2022-04-26,223512.011621021,285526.4361357498,328915.5790267816,324954.90922246606,269711.4781406799,212792.8364859376,185477.17842323653
2022-04-27,223512.011621021,287052.6448547103,330778.77716113935,326795.6714703509,271411.6097121141,212792.8364859376,181659.7510373444
2022-04-28,228735.54173278235,295718.2256663995,338764.7123869059,334685.4432592821,274685.85169306607,217765.85686587167,212697.09543568463
2022-04-29,224926.6785052604,295718.2256663995,338764.7123869059,334685.4432592821,274685.85169306607,214139.65886383486,184398.34024896263
2022-05-02,224926.6785052604,307230.13327896583,349314.83133911435,345108.52190014505,278963.1100731254,214139.65886383486,203402.489626556
2022-05-03,224926.6785052604,309002.2186306342,350923.18205174146,346697.5054969879,279602.4566160549,214139.65886383486,208381.74273858918
2022-05-04,229735.30086579052,308095.5262445332,345899.0915648685,341733.91309763154,269250.17348741845,218717.66961263472,232697.09543568463
2022-05-05,225784.42465052012,307832.90488869033,346927.2984998306,342749.73877606593,272176.297647416,214956.26927287263,199004.14937759333
2022-05-06,225784.42465052012,305908.8319539732,345192.55626855575,341035.88561667386,271495.8154254595,214956.26927287263,193360.99585062242
2022-05-09,217016.77544225488,296154.7438304161,336398.2801835906,332347.5066857554,268046.110666501,206609.0984393702,163070.53941908712
2022-05-10,222363.69217985196,296154.7438304161,336398.2801835906,332347.5066857554,268046.110666501,211699.58807702156,175269.70954356846
2022-05-11,222363.69217985196,284262.3512821069,325655.5377382254,321734.12404677214,263893.6036907331,211699.58807702156,158755.1867219917
2022-05-12,222363.69217985196,285543.64578301634,327257.40784821124,323316.7050777978,265336.38040044124,211699.58807702156,161576.76348547716
2022-05-13,226963.4472420006,289594.27527675376,330984.2045995089,326998.6252336987,266857.7727187695,216078.74837232943,187136.92946058093
2022-05-16,225038.7019562356,283524.529407731,325434.3987363654,321515.6479122953,264620.492493491,214246.30990112398,177344.39834024897
2022-05-17,225038.7019562356,294650.1805933217,335607.0164230794,331565.7710068656,268721.35601034795,214246.30990112398,204315.35269709543
2022-05-18,225038.7019562356,294650.1805933217,335607.0164230794,331565.7710068656,268721.35601034795,214246.30990112398,172697.09543568463
2022-05-19,225038.7019562356,291877.3549489536,333080.41422736674,329069.5931439063,267709.8277423055,214246.30990112398,169958.5062240664
2022-05-20,225038.7019562356,299464.2384366008,339993.5919518443,335899.52514817135,270477.5268688938,214246.30990112398,168796.68049792532
2022-05-23,225038.7019562356,302196.0363875685,342474.8065441045,338350.8619470394,271464.47603857203,214246.30990112398,171203.31950207468
2022-05-24,225038.7019562356,295452.0735353846,335616.73891524755,331575.37642467296,267279.29244694783,214246.30990112398,158340.24896265558
2022-05-25,225038.7019562356,307021.77276998345,346646.17090701143,342471.996409241,272697.2866580525,214246.30990112398,167800.82987551866
2022-05-26,225038.7019562356,324506.06758224673,362452.6567753002,358088.1468988405,278925.6330565129,214246.30990112398,187136.92946058093
2022-05-27,225038.7019562356,337430.0254706197,374026.10451739613,369522.2318137344,283398.9840627544,214246.30990112398,209875.51867219913
2022-05-31,225038.7019562356,332337.9181608782,369506.5458595773,365057.09587300854,281683.6267515792,214246.30990112398,206224.06639004147
2022-06-01,225038.7019562356,336400.6288617226,373306.73900603823,368811.5286140479,283496.4421324888,214246.30990112398,196431.53526970957
2022-06-02,230867.28130532795,354806.5002041852,389822.50394176913,385128.4173163402,290101.09885485156,219795.36260474197,217925.3112033195
2022-06-03,226996.5562029396,348857.80786863255,384541.45094338554,379910.95664522663,288095.83136391203,215325.98762282927,198257.26141078837
2022-06-06,226996.5562029396,348857.80786863255,384541.45094338554,379910.95664522663,288095.83136391203,215325.98762282927,198257.26141078837
2022-06-07,232771.74977674067,357733.36705716955,392368.1822506674,387643.44158556237,291027.6982111681,218108.31704413635,203983.40248962655
2022-06-08,230738.56002600063,354608.6759548516,389289.86090024636,384602.1881492143,289269.8281628548,216900.7057269762,190124.4813278008
2022-06-09,224385.2604562271,344844.65927672014,381513.8539120583,376919.8167260165,287865.3350667039,216900.7057269762,174605.80912863067
2022-06-10,218829.7752307067,336306.7570730896,374015.51788904594,369511.7726653272,285079.4387581433,216900.7057269762,155601.6597510373
2022-06-13,218829.7752307067,336306.7570730896,374015.51788904594,369511.7726653272,285079.4387581433,216900.7057269762,128630.70539419085
2022-06-14,218829.7752307067,336306.7570730896,374015.51788904594,369511.7726653272,285079.4387581433,216900.7057269762,130954.356846473
2022-06-15,218943.84134797918,336482.05865602725,374171.48385987524,369665.8605563374,285138.87839273433,216953.1209030922,138008.2987551867
2022-06-16,214132.1501130924,329087.25018658675,367592.3163320886,363165.9167316115,282631.5153334379,211224.44301655213,112199.1701244813
2022-06-17,210035.22158043509,322790.91895229474,360130.738147886,355794.1878865437,276235.5292621046,211224.44301655213,113526.97095435685
2022-06-21,214119.16537019215,329067.2946902581,364037.3171080636,359653.72538589564,274465.77198271995,211000.07402860475,122904.5643153527
2022-06-22,214119.16537019215,329067.2946902581,364037.3171080636,359653.72538589564,274465.77198271995,207666.28096950773,118423.2365145228
2022-06-23,212487.67890626338,326559.95801126154,361263.5254477051,356913.3346149239,272374.47300428717,207666.28096950773,116099.58506224066
2022-06-24,208195.39047664584,319963.3895110877,353965.9387908992,349703.6225768925,266872.4608169584,211308.00520580748,131452.28215767635
2022-06-27,206050.88456904725,316667.623080088,350319.9308505317,346101.5184053839,264123.55476535426,213206.90436816742,131037.34439834022
2022-06-28,195412.16287628617,300317.5903291813,336349.049651089,332298.8689676294,259797.7405177752,206348.44458022332,120663.90041493776
2022-06-29,190420.90781296627,292646.82065307087,329236.1665378216,325271.6363469646,256505.4217469358,204180.951918915,112448.13278008299
2022-06-30,192283.94463002254,295510.013605636,332848.25426554366,328840.2287594569,259928.68620689903,204180.951918915,108547.71784232365
2022-07-01,187908.87549875947,288786.2242586222,326796.68774101126,322861.5327777959,257571.32121882975,204180.951918915,96265.5601659751
2022-07-05,187908.87549875947,288786.2242586222,326796.68774101126,322861.5327777959,257571.32121882975,204180.951918915,98589.21161825726
2022-07-06,187819.6012891673,288649.02391700255,326672.48066066776,322738.82134941884,257522.3730761635,203342.51465637915,100414.9377593361
2022-07-07,190927.40484621056,293425.2264917551,330996.36331238714,327010.6375362212,259226.3502111477,209901.1944365488,113775.9336099585
2022-07-08,194999.3636901995,299683.18326346617,336643.7603217528,332590.0308503099,261437.78555787017,207108.44738359356,115435.6846473029
2022-07-11,188538.37622083406,289753.6673142707,327692.83748548554,323746.89144559443,257940.42730219214,207108.44738359356,106970.95435684647
2022-07-12,187650.48133089897,288389.1132871004,326454.9030869102,322523.8637577522,257450.60513942546,207108.44738359356,107717.84232365145
2022-07-13,181896.32186800145,279545.88020052295,318471.1609818751,314636.25868087,254321.77664450766,211663.00346757608,110207.46887966804
2022-07-14,186643.06904247444,286840.87991987035,325119.79276515596,321204.830300318,256976.47831696985,213572.2863667985,116846.47302904562
2022-07-15,189786.89160769182,291672.43801385816,329513.9117560624,325546.03706841235,258723.52523512495,216646.41147117983,125560.16597510374
2022-07-18,184937.1418356658,284219.1395917101,322854.192874932,318966.5118575112,256229.45313785234,216646.41147117983,123568.46473029046
2022-07-19,194727.14617155073,299264.82798791584,335772.4500821701,331729.21258002304,259987.07492338403,220498.28220540233,140746.88796680496
2022-07-20,200667.2750768698,308393.8666968294,343966.39331064105,339824.4876225135,263159.17038667103,219912.51428185703,151203.31950207465
2022-07-21,202888.01486448906,311806.7925451973,347017.28859206627,342838.64524361567,264330.62816147925,219912.51428185703,158340.24896265558
2022-07-22,202531.47295718247,311258.8440199999,346638.4617956089,342464.3801278735,264395.4488155343,219912.51428185703,146224.0663900415
2022-07-25,203338.71326268968,312499.44470625295,348020.076878513,343829.3583547301,265449.2636116261,219912.51428185703,143485.47717842323
2022-07-26,198518.16439590108,305091.0234573948,341419.6700585915,337308.4309929274,262932.0623834669,216845.3930009635,136099.58506224066
2022-07-27,203761.52341578357,313149.2370450454,348598.9983032577,344401.3086393031,265670.04723317147,220241.1928860129,155518.6721991701
2022-07-28,199894.28001807403,307205.89553895994,340876.19388389966,336771.49914088764,258097.65969700803,220241.1928860129,160746.887966805
2022-07-29,205143.3599727808,315272.901298682,349088.64281292027,344885.0570456859,263188.7724847501,222895.69075176097,164647.3029045643
2022-08-01,205459.17817056304,315758.2639227071,349512.6228264029,345303.9316614794,263344.0380699132,222652.29103414077,165975.10373443982
2022-08-02,204656.41772056135,314524.5480658866,348418.3872357508,344222.87241800904,262930.4771082751,218521.15154696046,165145.2282157676
2022-08-03,211205.9117642074,324590.0846226277,357337.45168113086,353034.5370578339,266294.9783102488,227426.23821574668,178921.16182572613
2022-08-04,212367.34880124853,326375.0296698,358907.75571210193,354585.9321159388,266878.78658337885,226614.15628963793,183485.47717842323
2022-08-05,209526.73211024207,322009.45105311996,355062.001046771,350786.4864896107,265445.10448184155,228926.41604134947,178755.1867219917
2022-08-08,206981.6784110407,318098.1060121953,352186.78523664875,347945.892877907,264370.3457652291,218112.50117709217,170207.46887966804
2022-08-09,199213.91311789566,306160.2792119421,343411.33126992977,339276.1094168174,261090.07177335734,208533.1924389288,146639.0041493776
2022-08-10,199213.91311789566,306160.2792119421,343411.33126992977,339276.1094168174,261090.07177335734,208533.1924389288,165726.14107883818
2022-08-11,193396.44369773543,297219.74873338494,336725.77105333644,332671.0540414759,258548.61021129927,208533.1924389288,164066.39004149378
2022-08-12,201936.32667113194,310344.1982994405,346576.9467916625,342403.6058629925,262307.504790977,214603.56421667247,179253.11203319504
2022-08-15,201918.11570004292,310316.21091690246,346546.11030053237,342373.1406925511,262291.9758346319,211942.44715833946,180663.90041493773
2022-08-16,201066.0951581079,309006.7900891575,345569.5457960449,341408.33558710566,261921.76202113685,211942.44715833946,175020.7468879668
2022-08-17,198809.01630571324,305538.0168451745,341690.3352646297,337575.83695684694,258981.5444296281,211942.44715833946,161908.71369294607
2022-08-18,203236.3955354414,312342.1985408001,346299.6880964353,342129.6858060429,260201.39911904093,211942.44715833946,173609.95850622407
2022-08-19,200762.89487177308,308540.81919953163,343465.5736055496,339329.6985879342,259127.3515499584,211942.44715833946,158921.1618257261
2022-08-22,200762.89487177308,308540.81919953163,343465.5736055496,339329.6985879342,259127.3515499584,211942.44715833946,140912.8630705394
2022-08-23,201016.24839632137,308930.1834994494,343754.5320929219,339615.17755281314,259236.35381000247,211942.44715833946,143900.41493775934
2022-08-24,199760.6149758605,307000.4735079156,342322.26452134276,338200.1567742842,258696.0015306984,210779.52740264506,144315.35269709543
2022-08-25,210917.6768054537,324147.1130747598,355059.7239685685,350784.236831073,263505.5802331122,225046.59532409973,160414.93775933608
2022-08-26,219131.19152780555,336769.986253394,369026.60047722445,364582.9298009251,273978.73922636174,224407.79905412352,132448.132780083
2022-08-29,215660.36716981098,331435.87811853515,364820.2582418839,360427.2386558352,273289.0279304645,224407.79905412352,124564.3153526971
2022-08-30,219391.27886317007,337169.69935559866,369970.92874232493,365515.88684288075,275431.6778983347,224407.79905412352,120331.95020746888
2022-08-31,217753.88916312068,334653.2903362688,367209.7132957519,362787.9208479597,273376.040159246,224407.79905412352,116265.5601659751
2022-09-01,223835.73034240282,344000.1183987734,377465.83852197696,372920.54591766134,281011.4016439913,224407.79905412352,109626.55601659752
2022-09-02,214898.1476780276,330264.4673030311,366024.9808305201,361617.4544570656,277900.4529000243,224407.79905412352,106390.04149377593
2022-09-06,213298.88879377063,327806.659317268,363085.50268907653,358713.3723353233,275350.94072643155,224407.79905412352,102987.55186721991
2022-09-07,216144.12149969133,332179.3320188584,366807.7083425626,362390.75667757547,276473.3873579042,226210.23302451096,107966.80497925311
2022-09-08,221489.74585597077,340394.711255509,374072.11361522763,369567.686888418,279216.38005794445,228123.26995643973,113526.97095435685
2022-09-09,225267.2413449262,346200.1244192774,379192.18829238066,374626.1076748382,281139.61455588625,231077.04316160688,121742.73858921161
2022-09-12,225883.99460735393,347147.97664543195,380023.76434269466,375447.6702190659,281448.65479530126,231077.04316160688,122738.58921161824
2022-09-13,225883.99460735393,347147.97664543195,380023.76434269466,375447.6702190659,281448.65479530126,215459.59476676062,100082.98755186722
2022-09-14,225907.03392670688,347183.3844356588,380054.7731404048,375478.3056212406,281460.13747772964,218120.05002081764,103651.45228215767
2022-09-15,219879.4382785358,337919.9231756583,371935.3137564622,367456.61751862336,278448.37965824106,211362.89099076774,98672.19917012447
2022-09-16,219768.2960583576,337749.11516014655,371826.2991008088,367348.91557383694,278438.15533171233,209894.86720923375,100082.98755186722
2022-09-19,222054.5107576714,341262.66559307306,374922.20190623816,370407.53875634645,279598.429003997,206542.29812750852,101908.71369294605
2022-09-20,216869.32309559753,333293.8521826996,367899.86665152217,363469.76365314855,276966.014169852,204267.32495919615,97012.44813278007
2022-09-21,212292.64034802958,326260.2145921833,361689.8632058177,357334.53858432994,274629.33478550357,201515.16322524223,94439.83402489626
2022-09-22,210730.90508302863,323860.0744749373,359719.08964863204,355387.4962938181,274166.0268509706,200386.2996456214,86473.02904564314
2022-09-23,212083.8316388867,325939.3086288773,362028.54449030786,357669.1416042978,275926.2171671212,200386.2996456214,82655.60165975105
2022-09-26,206440.33379565406,317266.1449508285,354321.75309850206,350055.1523109636,272989.28604994784,197043.80676702317,79087.13692946057
