date,t2ge_bm90,t2ge_baseline,t1_bm60,t1_baseline,bench,longbyungi,yangbyungi,goldenbyungi
2024-04-25,2904113.56,3560920.86,2770573.59,2770573.59,37.46,9481636.75,1496230.12,1213605.82
2024-04-26,3030948.88,3716441.83,2891576.64,2891576.64,39.75,9895741.23,1535724.46,1209666.53
2024-04-29,3048580.62,3738061.25,2908397.62,2908397.62,40.65,9953307.1,1541301.9,1209666.53
2024-04-30,2811808.14,3447739.24,2682512.66,2682512.66,38.12,9180268.92,1469181.61,1157071.9
2024-05-01,2745063.01,3365898.73,2331056.53,2331056.53,34.27,7977492.94,1434307.0,1113932.83
2024-05-02,2748826.76,3370513.71,2331056.53,2331056.53,36.55,7988430.86,1435616.27,1113932.83
2024-05-03,2882611.08,3534555.29,2331056.53,2331056.53,38.97,8377224.66,1486619.66,1113932.83
2024-05-06,3010521.89,3691394.98,2331056.53,2331056.53,41.38,8748949.3,1504257.15,1113932.83
2024-05-07,3018867.16,3701627.65,2331056.53,2331056.53,40.3,8773201.69,1506915.39,1113932.83
2024-05-08,3074462.63,3769796.84,2373985.27,2373985.27,40.4,8934769.0,1523704.39,1131880.18
2024-05-09,3074130.95,3769390.15,2373729.17,2373729.17,39.93,8933805.1,1523743.12,1131794.12
2024-05-10,3018768.44,3701506.61,2330980.31,2330980.31,41.02,8772914.81,1507255.92,1122956.55
2024-05-13,3058850.45,3750653.75,2361930.14,2361930.14,41.3,8889398.09,1516299.87,1112661.48
2024-05-14,3166831.63,3883056.44,2445309.17,2445309.17,43.31,9203204.77,1553933.85,1157802.0
2024-05-15,3380825.06,4145447.57,2610546.91,2610546.91,47.01,9825096.16,1627779.1,1238019.55
2024-05-16,3271446.65,4011331.65,2526088.98,2526088.98,46.25,9507228.95,1591013.75,1235651.81
2024-05-17,3324498.85,4076382.37,2567053.91,2567053.91,45.43,9661405.22,1604561.03,1235651.81
2024-05-20,3447750.58,4227509.27,2662224.3,2662224.3,48.42,10019590.01,1646376.83,1279457.17
2024-05-21,3356012.13,4115022.84,2591387.29,2591387.29,47.92,9752986.71,1615734.35,1228998.7
2024-05-22,3413765.36,4185837.79,2635982.18,2635982.18,49.56,9920824.74,1635550.21,1224618.89
2024-05-23,3655873.87,4482702.66,2822929.34,2822929.34,48.82,10624422.07,1696422.2,1311470.4
2024-05-24,3708145.95,4546796.82,2863291.88,2863291.88,51.54,10776331.19,1713581.9,1313095.17
2024-05-28,3833247.82,4700192.29,2959890.88,2959890.88,54.17,11139892.73,1754599.63,1357799.26
2024-05-29,3618587.78,4436983.78,2794138.41,2794138.41,50.85,10516064.07,1685996.81,1357799.26
2024-05-30,3618587.78,4436983.78,2794138.41,2794138.41,49.78,10516064.07,1685996.81,1357799.26
2024-05-31,3618587.78,4436983.78,2794138.41,2794138.41,48.55,10516064.07,1668551.62,1357799.26
2024-06-03,3618587.78,4436983.78,2794138.41,2794138.41,48.68,10516064.07,1635818.58,1357799.26
2024-06-04,3624509.29,4444244.52,2794138.41,2794138.41,47.58,10516064.07,1638495.46,1357799.26
2024-06-05,3624509.29,4444244.52,2956671.66,2956671.66,53.78,11127776.82,1638495.46,1442333.01
2024-06-06,3624509.29,4444244.52,2954708.31,2954708.31,52.46,11120387.53,1638495.46,1441375.24
2024-06-07,3624509.29,4444244.52,2954708.31,2954708.31,51.91,11120387.53,1638495.46,1414000.97
2024-06-10,3822157.26,4686593.44,3115831.39,3115831.39,54.12,11726792.92,1701221.08,1456631.07
2024-06-11,3766916.78,4618859.52,3070799.22,3070799.22,54.23,11557309.13,1684092.91,1429266.18
2024-06-12,4013746.58,4921513.46,3272015.45,3272015.45,58.75,12314609.75,1748875.32,1527223.53
2024-06-13,4081431.6,5004506.42,3327192.43,3327192.43,60.74,12522274.72,1743169.78,1560210.29
2024-06-14,3967361.14,4864637.28,3234201.93,3234201.93,60.03,12172294.19,1718698.23,1566255.73
2024-06-17,4082147.5,5005384.23,3327776.03,3327776.03,62.8,12524471.17,1753820.1,1621149.88
2024-06-18,4167788.65,5110394.36,3397590.89,3397590.89,65.19,12787227.5,1779952.37,1652626.73
2024-06-20,4187881.84,5135031.93,3413970.91,3413970.91,59.93,12848875.6,1803174.27,1660594.15
2024-06-21,4094260.58,5020236.86,3337650.65,3337650.65,58.02,12561635.42,1792518.8,1660594.15
2024-06-24,3686122.08,4519791.93,3004935.2,3004935.2,53.11,11309422.24,1675223.28,1532841.73
2024-06-25,3735900.84,4580828.87,3078482.14,3078482.14,55.32,11586224.67,1697846.12,1563836.65
2024-06-26,3664751.21,4493587.72,2994448.43,2994448.43,54.71,11269954.07,1665510.91,1528561.93
2024-06-27,3588433.58,4400009.76,2899426.67,2899426.67,53.86,10912328.66,1630827.02,1479317.56
2024-06-28,3604352.2,4419528.61,2930616.99,2930616.99,55.35,11029717.03,1638061.52,1498811.83
2024-07-01,3601939.77,4416570.58,2928655.5,2928655.5,55.42,11022334.73,1637615.66,1497808.66
2024-07-02,3762897.82,4613931.62,3059526.84,3059526.84,57.69,11514884.21,1689020.89,1564468.27
2024-07-03,3894092.25,4774797.56,3166198.04,3166198.04,60.7,11916353.67,1730645.5,1619123.69
2024-07-05,3965137.28,4861910.46,3223963.15,3223963.15,60.81,12133759.36,1753119.99,1648663.49
2024-07-08,4033620.7,4945882.39,3279645.46,3279645.46,64.34,12343326.19,1774502.5,1684773.73
2024-07-09,3956161.51,4850904.68,3216665.15,3216665.15,64.16,12106292.48,1751004.54,1704010.92
2024-07-10,4162771.66,5104242.71,3384655.18,3384655.18,68.64,12738542.45,1806746.26,1748871.33
2024-07-11,4242249.05,5201695.06,3449276.44,3449276.44,61.78,12981752.06,1873311.09,1782261.52
2024-07-12,4258409.05,5221509.88,3462415.77,3462415.77,64.08,13031203.45,1864712.56,1782261.52
2024-07-15,4196847.61,5146025.43,3412361.56,3412361.56,64.21,12842818.62,1846158.22,1722988.16
2024-07-16,4246178.67,5206513.42,3452471.52,3452471.52,65.34,12993777.12,1857605.19,1743240.7
2024-07-17,4246178.67,5206513.42,3452471.52,3452471.52,51.41,12993777.12,1857605.19,1743240.7
2024-07-18,4246178.67,5206513.42,3452471.52,3452471.52,51.78,12993777.12,1857605.19,1743240.7
2024-07-19,4291983.85,5262678.1,3452471.52,3452471.52,47.0,12993777.12,1877643.9,1743240.7
2024-07-22,4176671.94,5121286.74,3589406.82,3589406.82,52.85,13509149.01,1827197.6,1743240.7
2024-07-23,4127527.0,5061026.97,3369367.85,3369367.85,50.44,12681006.8,1805697.82,1743240.7
2024-07-24,4120766.74,5052737.77,3232351.54,3232351.54,42.51,12165330.03,1802740.36,1743240.7
2024-07-25,3971694.67,4869950.9,3232351.54,3232351.54,39.59,11421458.13,1737524.77,1743240.7
2024-07-26,4070189.7,4990722.0,3232351.54,3232351.54,41.99,11914548.29,1780614.07,1743240.7
2024-07-29,3941093.35,4832428.65,3232351.54,3232351.54,41.73,11645972.2,1724137.4,1743240.7
2024-07-30,4067023.86,4986840.16,3232351.54,3232351.54,37.13,11817322.44,1779229.09,1743240.7
2024-07-31,3832560.27,4699349.24,3232351.54,3232351.54,44.6,12265308.19,1676656.68,1743240.7
2024-08-01,3315183.49,4064960.22,3232351.54,3232351.54,34.99,10609551.93,1676656.68,1743240.7
2024-08-02,3315183.49,4064960.22,3232351.54,3232351.54,29.32,9749080.64,1676656.68,1743240.7
2024-08-05,3315183.49,4064960.22,3232351.54,3232351.54,27.89,11379934.12,1676656.68,1743240.7
2024-08-06,3289829.62,4033872.19,3207631.15,3207631.15,28.61,11481661.75,1663833.94,1675627.33
2024-08-07,3404868.44,4174928.7,3414583.92,3414583.92,26.08,11540005.94,1722014.91,1783736.93
2024-08-08,3404868.44,4174928.7,3414583.92,3414583.92,31.53,12536740.92,1722014.91,1783736.93
2024-08-09,3391884.92,4159008.79,3414583.92,3414583.92,30.96,12107578.39,1715448.49,1783736.93
2024-08-12,3391037.23,4157969.37,3398034.03,3398034.03,31.47,12104552.47,1713722.94,1775091.47
2024-08-13,3581695.82,4391748.16,3636146.55,3636146.55,35.33,13365687.08,1810075.76,1899478.54
2024-08-14,3664750.34,4493586.67,3696204.69,3696204.69,34.97,13675618.68,1816448.05,1930852.17
2024-08-15,3871136.37,4746649.89,3904362.12,3904362.12,40.09,14445782.11,1779965.57,1996426.69
2024-08-16,3772309.45,4625471.82,3804686.97,3804686.97,39.72,14076993.19,1788655.63,1949306.73
2024-08-19,3898002.5,4779592.18,3931458.84,3931458.84,41.73,14546037.49,1824937.15,2013452.45
2024-08-20,3678607.53,4510577.85,3710180.81,3710180.81,40.04,13727329.04,1762816.4,1988977.78
2024-08-21,3774413.86,4628052.18,3806809.44,3806809.44,41.77,14084846.14,1785877.99,1998365.52
2024-08-22,3838017.2,4706040.33,3870958.69,3870958.69,37.51,14322192.47,1845185.83,2021985.36
2024-08-23,3896753.87,4778061.15,3870958.69,3870958.69,40.39,14541378.0,1828472.03,2021985.36
2024-08-26,3829820.82,4695990.22,3804468.72,3804468.72,37.34,14291606.33,1808001.09,2021985.36
2024-08-27,3961383.55,4857307.76,3956368.28,3956368.28,38.57,14862221.82,1870109.89,2021985.36
2024-08-28,3591745.99,4404071.32,3587198.7,3587198.7,36.5,13475424.69,1773259.54,2021985.36
2024-08-29,3511887.85,4306152.11,3446382.02,3446382.02,36.17,12946442.39,1733833.26,2021985.36
2024-08-30,3752402.05,4601062.07,3682410.0,3682410.0,38.92,13833088.92,1795572.75,2021985.36
2024-09-03,3752402.05,4601062.07,3682410.0,3682410.0,30.05,13833088.92,1795572.75,2021985.36
2024-09-04,3808316.59,4669622.5,3682410.0,3682410.0,30.26,14174506.55,1822328.59,2021985.36
2024-09-05,3734456.15,4579057.45,3682818.39,3682818.39,29.77,13715559.14,1786985.41,2022209.6
2024-09-06,3751888.48,4600432.35,3628711.35,3628711.35,25.95,13427707.74,1795327.0,1992499.81
2024-09-09,3671213.2,4501511.19,3628711.35,3628711.35,27.47,13378751.42,1756722.84,1992499.81
2024-09-10,3696247.23,4532207.03,3628711.35,3628711.35,28.31,13561022.97,1768701.95,1992499.81
2024-09-11,4138825.39,5074880.65,3868251.98,3868251.98,32.23,15184781.42,1813018.71,2124029.88
2024-09-12,4017687.24,4926345.35,3755033.17,3755033.17,31.81,14740342.19,1788652.13,2100021.3
2024-09-13,4154075.47,5093579.75,3882505.09,3882505.09,33.44,15240731.86,1814210.69,2113635.51
2024-09-16,3925676.39,4813524.92,3669037.48,3669037.48,32.13,14402767.04,1761730.95,2049870.52
2024-09-17,4066391.34,4986064.59,3800553.27,3800553.27,32.21,14919030.85,1772153.33,2049870.52
2024-09-18,3828266.72,4694084.64,3577995.91,3577995.91,31.13,14045384.35,1704278.23,1963323.22
2024-09-19,4249099.24,5210094.52,3831708.33,3831708.33,35.13,15589361.01,1789043.98,2102540.68
2024-09-20,4114969.4,5045629.27,3710754.12,3710754.12,33.55,15097257.05,1789043.98,2056207.23
2024-09-23,4114969.4,5045629.27,3710754.12,3710754.12,33.92,15097257.05,1789043.98,2056207.23
2024-09-24,4080942.43,5003906.61,3680069.64,3680069.64,35.1,14972416.79,1780141.18,2053347.55
2024-09-25,4090420.43,5015528.2,3688616.61,3688616.61,35.77,15007190.27,1786226.13,2056386.96
2024-09-26,4593099.26,5631895.12,4141917.07,4141917.07,39.6,16851449.78,1918877.52,2234031.02
2024-09-27,4593099.26,5631895.12,4141917.07,4141917.07,37.64,16851449.78,1917538.08,2234031.02
2024-09-30,4568773.48,5602067.72,4119980.83,4119980.83,36.63,16762201.87,1932208.94,2218018.93
2024-10-01,4559905.96,5591194.68,4111984.37,4111984.37,33.55,16729668.14,1946295.35,2215014.79
2024-10-02,4634568.24,5682742.92,4111984.37,4111984.37,34.95,17003593.8,1957801.95,2215014.79
2024-10-03,4597448.57,5637228.1,4147356.21,4147356.21,35.25,16867406.83,1948768.54,2234068.64
2024-10-04,4763296.31,5840584.7,4320795.95,4320795.95,36.71,17871428.35,2019068.15,2327495.94
2024-10-07,4746352.99,5819809.4,4311592.29,4311592.29,36.36,17807858.63,2014728.86,2322538.18
2024-10-08,4810780.14,5898807.68,4363033.87,4363033.87,37.47,18049583.08,2031209.24,2350248.37
2024-10-09,4874328.31,5976728.2,4420667.52,4420667.52,38.6,18288009.7,2047695.05,2372621.16
2024-10-10,4689808.57,5750476.65,4253321.3,4253321.3,37.76,17595709.43,2001208.99,2309369.58
2024-10-11,4721372.71,5789179.48,4281947.72,4281947.72,38.65,17714135.05,2009964.13,2322270.67
2024-10-14,4904417.63,6013622.65,4447956.38,4447956.38,40.82,18400901.92,2061062.52,2401354.43
2024-10-15,4466420.52,5476566.15,4050724.3,4050724.3,34.47,16757578.99,1845936.54,2379917.0
2024-10-16,4466420.52,5476566.15,4050724.3,4050724.3,34.45,16757578.99,1863770.19,2379917.0
2024-10-17,4466420.52,5476566.15,4050724.3,4050724.3,35.23,16757578.99,1863770.19,2379917.0
2024-10-18,4466420.52,5476566.15,4050724.3,4050724.3,35.28,16757578.99,1863770.19,2379917.0
2024-10-21,4430749.34,5432827.42,4035788.7,4035788.7,35.11,16623744.17,1853318.35,2371141.9
2024-10-22,4358825.42,5344636.86,3932435.5,3932435.5,34.68,16150008.79,1823233.62,2310418.93
2024-10-23,4323726.13,5301599.36,3789996.27,3789996.27,33.77,16019961.42,1786182.05,2226731.79
2024-10-24,4323726.13,5301599.36,3877604.22,3877604.22,34.28,16019961.42,1771472.6,2278203.98
2024-10-25,4270724.11,5236610.17,3854388.94,3854388.94,35.31,15823582.1,1756241.22,2264564.33
2024-10-28,4207600.67,5159210.45,3808527.06,3808527.06,35.37,15589701.66,1738519.37,2237619.16
2024-10-29,4369872.0,5358181.79,4041213.83,4041213.83,37.95,16451677.28,1805567.52,2374329.32
2024-10-30,4129667.9,5063652.05,3555784.94,3555784.94,33.95,14475508.78,1706318.68,2190403.08
2024-10-31,4170586.66,5113825.19,3555784.94,3555784.94,30.01,14062753.09,1723225.72,2190403.08
2024-11-01,4107569.94,5036556.33,3555784.94,3555784.94,30.89,13933372.88,1697188.12,2190403.08
2024-11-04,4028521.35,4939629.75,3504489.95,3504489.95,30.36,13469013.12,1664526.4,2158804.8
2024-11-05,4073030.17,4994204.89,3553276.97,3553276.97,31.44,13718676.12,1682916.79,2188858.15
2024-11-06,4212857.85,5165656.62,3735160.08,3735160.08,34.11,14638852.75,1740691.56,2300900.17
2024-11-07,4408366.68,5405382.61,3860648.44,3860648.44,36.29,15318207.5,1739302.66,2378202.39
2024-11-08,4231895.72,5189000.18,3706103.13,3706103.13,35.42,14705005.58,1702852.16,2378202.39
2024-11-11,4100566.98,5027969.55,3591091.36,3591091.36,32.77,14248664.06,1668816.3,2378202.39
2024-11-12,4100566.98,5027969.55,3591091.36,3591091.36,31.67,14248664.06,1649495.12,2378202.39
2024-11-13,4100566.98,5027969.55,3591091.36,3591091.36,29.62,14248664.06,1661544.86,2378202.39
2024-11-14,4100566.98,5027969.55,3591091.36,3591091.36,29.61,14248664.06,1661544.86,2378202.39
2024-11-15,4100566.98,5027969.55,3363437.46,3363437.46,26.66,13345383.23,1661544.86,2231777.98
2024-11-18,4154141.18,5093660.33,3365621.25,3365621.25,27.71,13642786.64,1683253.06,2233227.02
2024-11-19,4124229.23,5056983.35,3369343.21,3369343.21,27.83,13476447.54,1671132.77,2235696.69
2024-11-20,4078056.9,5000368.49,3324979.82,3324979.82,27.16,13223079.81,1652423.8,2206259.77
2024-11-21,4073054.3,4994234.47,3324638.11,3324638.11,28.46,13206858.89,1625274.89,2206033.03
2024-11-22,4008860.52,4915522.34,3305503.55,3305503.55,28.48,12998710.87,1614057.09,2193336.47
2024-11-25,4061970.15,4980643.49,3349295.07,3349295.07,29.34,13170918.59,1614354.73,2158188.39
2024-11-26,4155347.18,5095139.08,3426289.05,3426289.05,28.12,13473693.17,1637757.82,2207801.07
2024-11-27,4155347.18,5095139.08,3426289.05,3426289.05,26.97,13473693.17,1624935.6,2207801.07
2024-11-29,4169151.76,5112065.76,3437671.6,3437671.6,28.08,13518454.44,1619818.29,2204944.11
2024-12-02,4420370.57,5420101.34,3644813.92,3644813.92,30.27,14333030.21,1688279.89,2341109.58
2024-12-03,4264342.83,5228785.67,3516161.34,3516161.34,29.69,13827111.02,1646260.01,2285800.16
2024-12-04,4526206.59,5549873.71,3732080.95,3732080.95,30.9,14676203.0,1699287.91,2285800.16
2024-12-05,4526206.59,5549873.71,3732080.95,3732080.95,29.13,14676203.0,1694019.95,2285800.16
2024-12-06,4524192.83,5547404.51,3730420.5,3730420.5,29.65,14669673.39,1691748.49,2285800.16
2024-12-09,4383728.24,5375171.82,3614600.51,3614600.51,29.21,14214217.65,1655048.5,2276066.41
2024-12-10,4412991.57,5411053.47,3638729.57,3638729.57,27.1,14309103.83,1672238.82,2291260.15
2024-12-11,4468285.95,5478853.48,3684322.52,3684322.52,29.14,14488395.62,1656375.79,2291260.15
2024-12-12,4358774.99,5344575.04,3594025.32,3594025.32,28.39,14133306.86,1628022.17,2291260.15
2024-12-13,4350049.87,5333876.6,3586831.03,3586831.03,30.79,14105015.69,1628022.17,2300333.62
2024-12-16,4516100.16,5537481.56,3723747.69,3723747.69,32.5,14643432.94,1660149.16,2323012.23
2024-12-17,4253196.52,5215118.46,3506970.65,3506970.65,31.12,13790969.15,1592057.86,2323012.23
2024-12-18,3987742.83,4889628.58,3288090.97,3288090.97,27.76,12930236.85,1472993.42,2003172.42
2024-12-19,3986980.45,4888693.78,3310149.42,3310149.42,26.25,12930236.85,1472711.81,2016610.88
2024-12-20,4154070.05,5093573.11,3310149.42,3310149.42,27.35,13472127.67,1523675.07,2016610.88
2024-12-23,4351760.95,5335974.67,3435188.16,3435188.16,29.69,14384166.91,1596186.29,2092787.04
2024-12-24,4431538.49,5433795.05,3498162.86,3498162.86,30.57,14647860.95,1617128.25,2131152.52
2024-12-26,4449848.33,5456245.93,3512616.26,3512616.26,30.51,14708381.69,1621975.89,2155482.11
2024-12-27,4368832.54,5356907.24,3448664.11,3448664.11,29.72,14440594.77,1601445.52,2116238.5
2024-12-30,4254925.85,5217238.9,3358748.57,3358748.57,27.94,14064091.36,1572190.61,2062941.16
2024-12-31,4290871.13,5261313.73,3387123.02,3387123.02,27.3,14182903.7,1579232.97,2080368.73
2025-01-02,4160802.99,5101828.8,3284449.98,3284449.98,27.71,13752980.78,1545696.59,2018151.68
2025-01-03,4412826.76,5410851.39,3483392.21,3483392.21,29.88,14586011.8,1605230.46,2134437.81
2025-01-06,4725154.41,5793816.46,3729937.06,3729937.06,32.53,15618369.31,1677784.57,2270373.71
2025-01-07,4872075.97,5973966.46,3845913.84,3845913.84,31.13,16103998.99,1688211.33,2270373.71
2025-01-08,4872075.97,5973966.46,3845913.84,3845913.84,30.2,16103998.99,1696866.62,2270373.71
2025-01-10,4872075.97,5973966.46,3845913.84,3845913.84,28.0,16103998.99,1696866.62,2270373.71
2025-01-13,5033620.58,6172046.72,3845913.84,3845913.84,27.75,16637963.2,1696866.62,2270373.71
2025-01-14,5036444.17,6175508.91,3783541.97,3783541.97,28.23,16647296.22,1672494.99,2233553.47
2025-01-15,5147708.46,6311937.22,3897050.83,3897050.83,29.94,17365219.7,1709443.47,2300561.62
2025-01-16,5404451.62,6626746.56,4032861.51,4032861.51,30.02,18231314.09,1709443.47,2380735.28
2025-01-17,5399786.05,6621025.81,4034808.24,4034808.24,32.51,18215575.31,1709443.47,2381884.5
2025-01-21,5502085.35,6746461.57,4111247.95,4111247.95,33.68,18560670.58,1703097.87,2422495.03
2025-01-22,5638119.36,6913261.64,4212894.78,4212894.78,35.09,19019566.11,1724036.99,2413044.75
2025-01-23,5510595.1,6756895.93,4117606.57,4117606.57,34.87,18589377.27,1712259.9,2363102.83
2025-01-24,5516964.94,6764706.39,4122366.22,4122366.22,32.73,18610865.2,1714855.02,2365834.4
2025-01-27,5069520.03,6216065.35,3788028.08,3788028.08,25.05,17101459.78,1819923.95,2365834.4
2025-01-28,4953065.72,6073273.21,3788028.08,3788028.08,25.36,17101459.78,1778117.63,2365834.4
2025-01-29,4912335.48,6023331.24,3788028.08,3788028.08,25.66,17101459.78,1763495.75,2365834.4
2025-01-30,4940664.08,6058066.76,3818662.03,3818662.03,27.22,17239760.01,1773665.52,2388171.45
2025-01-31,4853647.66,5951370.32,3721343.04,3721343.04,26.97,16800402.96,1742427.21,2422083.07
2025-02-03,4649442.84,5700981.63,3725525.17,3725525.17,25.5,15623365.38,1669119.04,2424805.07
2025-02-04,4711036.43,5776505.49,3706950.82,3706950.82,26.27,15830336.22,1689815.14,2412715.72
2025-02-05,4896339.34,6003717.34,3834183.56,3834183.56,27.76,16453003.31,1730092.71,2495526.75
2025-02-06,4796703.12,5881546.94,3756161.28,3756161.28,27.65,16118199.1,1708870.21,2456397.84
2025-02-07,4830759.78,5923306.01,3584950.77,3584950.77,26.33,16232638.53,1712725.68,2344432.17
2025-02-10,4831284.42,5923949.3,3618179.05,3618179.05,27.35,16234401.45,1699685.92,2366162.3
2025-02-11,4762225.62,5839271.86,3566460.48,3566460.48,27.41,16002345.51,1685525.4,2357298.91
2025-02-12,4699257.92,5762063.11,3542187.29,3542187.29,27.5,15790757.3,1672868.28,2341255.22
2025-02-13,4788336.85,5871288.52,3590746.57,3590746.57,28.49,16090086.21,1692195.86,2373351.11
2025-02-14,4784267.6,5866298.96,3565749.5,3565749.5,28.54,16076412.45,1691479.42,2356828.97
2025-02-18,4833750.65,5926973.31,3602629.58,3602629.58,29.97,16242688.65,1703905.27,2439436.07
2025-02-19,4989003.48,6117338.82,3718340.65,3718340.65,31.45,16764379.5,1742547.8,2455254.86
2025-02-20,4941250.58,6058785.9,3682750.05,3682750.05,31.67,16603917.02,1731372.94,2384466.2
2025-02-21,4974465.09,6099512.36,3707505.08,3707505.08,28.75,16715526.63,1765393.31,2400494.3
2025-02-24,4974465.09,6099512.36,3707505.08,3707505.08,26.71,16715526.63,1771152.7,2400494.3
2025-02-25,4974465.09,6099512.36,3707505.08,3707505.08,25.04,16715526.63,1772326.47,2400494.3
2025-02-26,4886869.1,5992105.27,3707505.08,3707505.08,26.35,16682429.27,1741117.35,2400494.3
2025-02-27,5175345.84,6345825.19,3707505.08,3707505.08,21.74,16940257.76,1843897.23,2400494.3
2025-02-28,5243959.29,6429956.58,3707505.08,3707505.08,22.73,17387127.73,1868343.17,2400494.3
2025-03-03,5575763.67,6836803.31,3707505.08,3707505.08,20.51,18121357.64,1986560.04,2400494.3
2025-03-04,5516075.61,6763615.94,3707505.08,3707505.08,20.63,18146250.31,1965294.09,2400494.3
2025-03-05,5655310.52,6934340.83,3692668.71,3692668.71,21.96,18998340.28,2014901.37,2390888.21
2025-03-06,5303102.94,6502476.41,3426313.48,3426313.48,19.23,16362824.32,1889415.15,2218431.48
2025-03-07,5477188.95,6715934.5,3426313.48,3426313.48,20.89,17482884.18,1951439.36,2218431.48
2025-03-10,4655573.01,5708498.22,3426313.48,3426313.48,17.99,14860331.53,1861947.71,2218431.48
2025-03-11,4505237.13,5524161.7,3426313.48,3426313.48,17.33,13655107.34,1801822.44,2218431.48
2025-03-12,4560800.53,5592291.57,3468570.45,3468570.45,18.39,13333126.7,1824044.45,2164340.21
2025-03-13,4493381.95,5509625.3,3417297.41,3417297.41,18.12,12921238.04,1797081.09,2162252.16
2025-03-14,4578275.83,5613719.16,3481860.72,3481860.72,19.79,13879933.49,1831033.51,2184638.44
2025-03-17,4686109.29,5745940.72,3445174.02,3445174.02,20.75,14313813.33,1874160.37,2161619.94
2025-03-18,4619787.35,5664619.11,3445174.02,3445174.02,19.92,13915676.87,1847635.6,2161619.94
2025-03-19,4642371.0,5692310.39,3459187.93,3459187.93,20.4,14049620.98,1856667.7,2170412.76
2025-03-20,4548011.76,5576610.43,3407331.22,3407331.22,19.9,13479791.49,1818929.71,2137876.08
2025-03-21,4454357.02,5461774.32,3359669.91,3359669.91,19.24,12818311.55,1781473.48,2107971.74
2025-03-24,4454357.02,5461774.32,3433097.91,3433097.91,20.96,13734494.84,1781473.48,2154042.98
2025-03-25,4454357.02,5461774.32,3425795.69,3425795.69,20.55,13637709.99,1781473.48,2149461.32
2025-03-26,4476134.33,5488476.88,3340259.87,3340259.87,18.78,13637709.99,1790183.08,2095793.23
2025-03-27,4537093.53,5563222.89,3308379.86,3308379.86,17.7,13637709.99,1814563.08,2075790.62
2025-03-28,4344639.36,5327242.43,3308379.86,3308379.86,16.01,12531644.62,1737593.05,2075790.62
2025-03-31,4318272.17,5294911.92,3288301.63,3288301.63,15.93,13039936.67,1727047.77,2075790.62
2025-04-01,4314229.16,5289954.52,3285222.93,3285222.93,15.95,12841508.72,1725430.81,2075790.62
2025-04-02,4348878.98,5332440.89,3311608.26,3311608.26,16.25,12867802.48,1739288.64,2106105.8
2025-04-03,4012585.99,4920090.38,3055526.03,3055526.03,11.41,10040193.61,1604791.78,2007575.82
2025-04-04,4012585.99,4920090.38,3055526.03,3055526.03,8.72,9225899.24,1604791.78,2007575.82
2025-04-07,4012585.99,4920090.38,3055526.03,3055526.03,9.33,10752984.55,1604791.78,2007575.82
2025-04-08,4012585.99,4920090.38,3055526.03,3055526.03,8.24,11015278.86,1604791.78,2007575.82
2025-04-09,5002998.96,6134499.57,3809711.14,3809711.14,12.85,16450537.85,2000897.08,2007575.82
2025-04-10,4551127.41,5580430.74,3465617.51,3465617.51,9.63,12835033.33,1820175.78,2007575.82
2025-04-11,4731580.38,5801695.76,3603029.83,3603029.83,10.25,13850777.21,1892346.06,2007575.82
2025-04-14,4945360.46,6063825.29,3765820.26,3765820.26,10.45,15054138.75,1977845.16,2007575.82
2025-04-15,4899799.56,6007960.13,3731126.29,3731126.29,10.57,14777124.24,1959623.56,1988979.64
2025-04-16,4650662.04,5702476.57,3541411.69,3541411.69,9.35,11718798.95,1859983.62,1912708.81
2025-04-17,4613162.54,5656496.01,3512856.36,3512856.36,9.18,11718798.95,1844986.08,1925153.52
2025-04-21,4690683.85,5751549.88,3571887.71,3571887.71,8.68,11718798.95,1875989.92,1925153.52
2025-04-22,4713680.16,5779747.14,3589399.07,3589399.07,9.19,11831927.33,1885187.05,1925153.52
2025-04-23,5069985.95,6216636.64,3860720.77,3860720.77,10.23,12954220.14,2027687.83,1925153.52
2025-04-24,5069985.95,6216636.64,3860720.77,3860720.77,12.04,14995390.62,2027687.83,1925153.52
2025-04-25,5180995.05,6352752.05,3945252.58,3945252.58,12.33,15103932.29,2072084.75,1925153.52
2025-04-28,5121205.01,6279439.63,3902948.54,3902948.54,12.25,14759060.03,2048172.35,1904510.54
2025-04-29,5024342.58,6160670.36,3754544.3,3754544.3,11.87,14065947.32,2009433.24,1832094.15
2025-04-30,4884167.82,5988793.05,3770299.06,3770299.06,12.11,14114258.52,1953371.81,1839781.96
2025-05-01,4753959.2,5829135.87,3863887.12,3863887.12,12.06,13824737.36,1901296.23,1885449.85
2025-05-02,4872014.46,5973891.04,3911175.34,3911175.34,13.32,15017908.83,1948511.2,1908524.95
2025-05-05,4680338.86,5738865.23,3828328.25,3828328.25,13.01,14427071.78,1937346.94,1868098.29
2025-05-06,4465344.94,5475247.32,3857173.72,3857173.72,12.62,13764356.36,1892037.87,1882173.93
2025-05-07,4561963.46,5593717.51,3945565.32,3945565.32,13.27,14235185.57,1932976.68,1925306.12
2025-05-08,4601315.2,5641969.22,4062923.57,4062923.57,13.67,14423025.84,1949650.64,1982573.09
2025-05-09,4664661.35,5719642.02,3989712.74,3989712.74,14.09,14621587.16,1954788.83,1946848.61
2025-05-12,5584302.14,6847272.89,4549225.66,4549225.66,17.15,17504241.87,2127196.04,2219872.52
2025-05-13,5953602.44,7300095.79,4587376.93,4587376.93,18.59,18661829.97,2195711.53,2238489.09
