date,t2ge_bm90,t2ge_baseline,t1_bm60,t1_baseline,bench,longbyungi,yangbyungi,goldenbyungi
2025-05-14,5931252.57,7272691.17,4570155.89,4570155.89,18.83,18591773.31,2191701.26,2238489.09
2025-05-15,5725240.33,7020086.28,4411419.09,4411419.09,18.48,17946018.84,2155420.05,2230829.79
2025-05-16,5751329.29,7052075.63,4431521.18,4431521.18,18.39,18027795.83,2159973.88,2237935.18
2025-05-19,5965229.4,7314352.36,4596335.76,4596335.76,18.07,18698275.2,2159973.88,2300619.96
2025-05-20,5841115.82,7162168.69,4500703.61,4500703.61,17.99,18309235.69,2166721.51,2265296.46
2025-05-21,5416093.58,6641021.52,4290712.26,4290712.26,16.96,16976984.69,2071573.77,2159603.5
2025-05-22,5182507.18,6354606.18,4288193.01,4288193.01,16.5,16244797.81,2018326.39,2158335.51
2025-05-23,5001835.13,6133072.53,4338549.99,4338549.99,15.72,15222240.0,1947963.69,2183681.21
2025-05-27,5001835.13,6133072.53,4595554.73,4595554.73,17.31,16486131.07,1947963.69,2313036.97
2025-05-28,5032229.74,6170341.32,4615218.84,4615218.84,17.03,16586312.22,1947963.69,2322934.32
2025-05-29,5032229.74,6170341.32,4615218.84,4615218.84,17.19,16586312.22,1947963.69,2322934.32
2025-05-30,5032229.74,6170341.32,4615218.84,4615218.84,16.15,16586312.22,1935713.36,2322934.32
2025-06-02,5215829.85,6395465.25,4615218.84,4615218.84,16.91,17191461.19,1981025.51,2322934.32
2025-06-03,5551707.22,6807306.15,4912419.4,4912419.4,18.3,18298518.54,2057940.73,2425959.2
2025-06-04,5693108.91,6980687.88,5037538.47,5037538.47,19.08,18764580.86,2090328.71,2460363.64
2025-06-05,5526079.12,6775881.89,4889742.42,4889742.42,18.83,18214047.92,2054251.04,2378742.27
2025-06-06,5533304.23,6784741.05,4896135.55,4896135.55,19.17,18237861.98,2046920.85,2372139.49
2025-06-09,5836885.9,7156982.11,5164759.31,5164759.31,20.56,19238472.16,2105482.14,2470765.73
2025-06-10,6115019.77,7498019.98,5410865.62,5410865.62,21.9,20155205.98,2166027.43,2493035.62
2025-06-11,6238157.25,7649006.79,5519823.63,5519823.63,21.64,20561069.17,2170301.24,2493035.62
2025-06-12,6282412.09,7703270.5,5558982.46,5558982.46,21.73,20706933.86,2193523.56,2498602.72
2025-06-13,5695650.09,6983803.78,5039787.02,5039787.02,20.03,18772956.61,2105800.14,2338826.39
2025-06-16,6136131.12,7523905.98,5176481.76,5176481.76,21.94,20224789.37,2152544.85,2402262.66
2025-06-17,5883888.71,7214615.29,4963688.36,4963688.36,21.39,19393394.22,2099109.77,2402262.66
2025-06-18,5846609.52,7168904.87,4898032.19,4898032.19,21.61,19270521.39,2086862.49,2370487.22
2025-06-20,5984911.16,7338485.42,4978670.38,4978670.38,21.21,19726365.86,2099041.98,2409513.47
2025-06-23,5997156.7,7353500.48,4958034.3,4958034.3,21.56,19766727.38,2102681.69,2399526.28
2025-06-24,6563304.38,8047690.64,5426086.03,5426086.03,23.99,21632759.46,2166176.98,2550192.91
2025-06-25,6669801.25,8178273.32,5514130.27,5514130.27,24.6,21983774.89,2166176.98,2579482.99
2025-06-26,6669801.25,8178273.32,5514130.27,5514130.27,25.19,21983774.89,2166176.98,2579482.99
2025-06-27,6534398.2,8012246.92,5402188.4,5402188.4,25.09,21537484.22,2139759.98,2555755.2
2025-06-30,6632931.91,8133065.45,5483649.26,5483649.26,25.02,21862252.97,2154308.06,2582625.05
2025-07-01,6609702.03,8104581.8,5464444.4,5464444.4,24.68,21785686.89,2148989.17,2590402.39
2025-07-02,6869734.78,8423424.71,5679421.49,5679421.49,26.08,22642759.12,2211756.39,2689085.03
2025-07-03,6948116.3,8519533.35,5744221.91,5744221.91,26.45,22901105.9,2229903.37,2719766.65
2025-07-07,6948116.3,8519533.35,5744221.91,5744221.91,24.94,22901105.9,2229903.37,2621539.93
2025-07-08,7039764.85,8631909.54,5819990.59,5819990.59,26.38,23203181.03,2250730.05,2691779.01
2025-07-09,6986940.9,8567138.69,5776319.4,5776319.4,26.62,23029072.41,2239230.75,2691779.01
2025-07-10,7182933.06,8807457.32,5938352.17,5938352.17,27.42,23675065.83,2272229.84,2691779.01
2025-07-11,7173435.64,8795811.92,5930500.35,5930500.35,27.25,23643762.15,2270087.12,2701637.45
2025-07-14,7001635.84,8585157.11,5788468.16,5788468.16,26.48,23077507.2,2241725.22,2636934.73
2025-07-15,7001635.84,8585157.11,5788468.16,5788468.16,27.26,23077507.2,2241725.22,2527600.91
2025-07-16,7001129.58,8584536.35,5788049.62,5788049.62,27.02,23075838.53,2222258.79,2471820.6
2025-07-17,6962402.45,8537050.51,5756032.71,5756032.71,27.32,22948193.27,2214701.03,2446453.84
2025-07-18,7043059.75,8635949.63,5822714.58,5822714.58,27.35,23214041.07,2228340.81,2474795.25
2025-07-21,6905408.84,8467166.98,5708914.34,5708914.34,27.45,22760341.41,2197816.86,2437397.39
2025-07-22,6816595.16,8358266.8,5635489.33,5635489.33,26.29,22467610.04,2155850.27,2406048.88
2025-07-23,6816595.16,8358266.8,5635489.33,5635489.33,25.8,22467610.04,2170767.86,2406048.88
2025-07-24,6816595.16,8358266.8,5635489.33,5635489.33,25.61,22467610.04,2170767.86,2406048.88
2025-07-25,6819455.73,8361774.33,5637854.25,5637854.25,25.58,22477038.55,2171633.67,2422949.15
2025-07-28,7071731.74,8671106.21,5846418.61,5846418.61,26.97,23308544.44,2228258.87,2531320.11
2025-07-29,6981178.53,8560073.08,5771555.47,5771555.47,27.07,23010079.55,2208763.46,2574181.95
2025-07-30,7150464.33,8767645.32,5911509.27,5911509.27,27.64,23568048.36,2236811.85,2574181.95
2025-07-31,7150464.33,8767645.32,5911509.27,5911509.27,24.97,23568048.36,2235105.3,2574181.95
2025-08-01,7188125.33,8813823.9,5942644.77,5942644.77,24.07,23692179.63,2271874.05,2574181.95
2025-08-04,7360651.81,9025369.74,5914585.12,5914585.12,25.06,24260829.75,2277202.11,2562027.32
2025-08-05,7460046.3,9147243.72,5994452.66,5994452.66,24.5,24588435.61,2278198.57,2477616.02
2025-08-06,7460046.3,9147243.72,5994452.66,5994452.66,23.95,24588435.61,2296584.73,2409833.67
2025-08-07,7460046.3,9147243.72,5822108.21,5822108.21,25.14,23881501.93,2296584.73,2348695.55
2025-08-08,7506593.02,9204317.66,5858435.07,5858435.07,25.72,24030509.81,2306947.03,2367048.47
2025-08-11,7351519.98,9014172.61,5737410.08,5737410.08,25.61,23534081.64,2273992.21,2332091.4
2025-08-12,7919469.42,9710572.03,6180659.75,6180659.75,28.05,25352231.97,2386918.86,2515419.98
2025-08-13,8122407.01,9959406.9,6339040.09,6339040.09,29.25,26001886.72,2430725.3,2567042.37
2025-08-14,8016091.03,9829046.02,6256066.99,6256066.99,29.35,25661542.27,2409395.32,2652058.95
2025-08-15,7834630.09,9606545.06,6114447.86,6114447.86,27.31,25080639.73,2371159.23,2592024.07
2025-08-18,7831816.85,9603095.57,6112252.31,6112252.31,27.52,25071633.86,2370812.23,2592024.07
2025-08-19,7839378.41,9612367.28,6118153.64,6118153.64,26.25,25095840.31,2372663.51,2452040.92
2025-08-20,7839378.41,9612367.28,6118153.64,6118153.64,25.76,25095840.31,2330532.87,2436890.67
2025-08-21,7774043.08,9532255.43,6006019.53,6006019.53,25.33,24635881.34,2311109.63,2436890.67
2025-08-22,8117181.99,9953000.17,6396950.86,6396950.86,27.43,26239428.9,2413119.82,2587645.5
2025-08-25,8086630.05,9915538.46,6372873.63,6372873.63,27.23,26140667.34,2406914.65,2577905.96
2025-08-26,8087582.4,9916706.2,6373624.15,6373624.15,27.97,26143745.89,2407365.95,2598711.55
2025-08-27,8000030.47,9809353.14,6304626.64,6304626.64,28.13,25860727.41,2389642.72,2592704.65
2025-08-28,7971910.72,9774873.69,6282466.16,6282466.16,28.5,25769828.09,2384043.64,2600604.92
2025-08-29,7635351.41,9362196.63,6017232.07,6017232.07,26.04,24681873.67,2331572.59,2490812.19
2025-09-02,7878196.09,9659964.14,6208611.97,6208611.97,25.24,25466888.18,2331572.59,2490812.19
2025-09-03,7924518.24,9716762.72,6245117.32,6245117.32,24.88,25616628.19,2331572.59,2490812.19
2025-09-04,8111673.75,9946246.16,6454852.4,6454852.4,25.63,26476933.2,2386637.97,2579006.89
2025-09-05,8481084.91,10399204.99,6748810.79,6748810.79,26.52,27682710.81,2463737.19,2696456.62
2025-09-08,8392004.39,10289977.63,6677925.1,6677925.1,27.1,27391947.29,2445580.21,2674183.74
2025-09-09,8403436.95,10303995.83,6687022.54,6687022.54,27.18,27429263.76,2447516.28,2659164.72
2025-09-10,8403436.95,10303995.83,6687022.54,6687022.54,28.58,27429263.76,2447516.28,2771684.35
2025-09-11,8300691.18,10178012.62,6605262.75,6605262.75,29.15,27093896.12,2426526.62,2814870.7
2025-09-12,8356230.53,10246113.0,6649458.1,6649458.1,29.26,27275179.51,2435211.89,2786764.41
2025-09-15,8476978.58,10394169.96,6745543.19,6745543.19,30.03,27669307.55,2460103.68,2836745.99
2025-09-16,8554387.77,10489086.36,6807141.43,6807141.43,30.49,27921975.24,2476159.03,2849238.43
2025-09-17,8470866.73,10386675.83,6740679.69,6740679.69,30.46,27649358.15,2459192.95,2821565.92
2025-09-18,9198573.33,11278963.8,7319751.14,7319751.14,33.63,30024631.05,2555440.13,3061095.09
2025-09-19,9171625.82,11245921.73,7298307.7,7298307.7,32.97,29936672.97,2555440.13,3052127.52
2025-09-22,9362895.06,11480449.27,7450509.91,7450509.91,34.43,30560985.89,2593018.79,3127658.21
2025-09-23,9179437.5,11255500.13,7304523.83,7304523.83,34.32,29962170.7,2557857.34,3077778.41
2025-09-24,9075430.61,11127970.57,7221760.5,7221760.5,34.16,29622686.68,2542959.74,3021744.78
2025-09-25,9313756.65,11420197.5,7411408.1,7411408.1,33.82,30400595.52,2542959.74,2950659.16
2025-09-26,9336108.96,11447605.11,7429194.91,7429194.91,33.99,30473554.65,2542959.74,2957740.52
2025-09-29,9336108.96,11447605.11,7429194.91,7429194.91,34.0,30473554.65,2542959.74,2839959.13
2025-09-30,9403424.66,11530145.22,7482761.28,7482761.28,34.86,30693276.65,2556063.56,2875200.93
2025-10-01,9781995.55,11994335.41,7784008.51,7784008.51,36.87,31928952.13,2629256.06,3005254.8
2025-10-02,10327710.14,12663471.24,8218260.09,8218260.09,39.04,33710193.48,2734068.27,3172910.92
2025-10-03,10327710.14,12663471.24,8218260.09,8218260.09,38.23,33710193.48,2734068.27,3172910.92
2025-10-06,10327710.14,12663471.24,8218260.09,8218260.09,41.68,33710193.48,2734068.27,3172910.92
2025-10-07,10327710.14,12663471.24,8218260.09,8218260.09,38.84,33710193.48,2773056.33,3172910.92
2025-10-08,11202177.83,13735712.45,8914116.46,8914116.46,42.83,36564502.37,2934268.8,3172910.92
2025-10-09,11127326.05,13643931.87,8854553.27,8854553.27,42.25,36320182.21,2920527.84,3172910.92
2025-10-10,11127326.05,13643931.87,8854553.27,8854553.27,34.21,36320182.21,3074961.43,3172910.92
2025-10-13,10545400.5,12930395.43,8923763.8,8923763.8,39.14,36604074.47,2914150.23,3172910.92
2025-10-14,9706772.09,11902099.07,8214096.89,8214096.89,36.63,33693116.58,2914150.23,3172910.92
2025-10-15,10430632.77,12789671.31,8826644.67,8826644.67,40.02,36205704.91,2914150.23,3172910.92
2025-10-16,10794160.58,13235416.21,9134270.39,9134270.39,40.59,37467544.07,2914150.23,3172910.92
2025-10-17,10778513.08,13216229.79,9121029.1,9121029.1,40.18,37413230.11,2911142.29,3162934.16
2025-10-20,11123595.3,13639357.35,9413045.73,9413045.73,42.16,38611042.87,2964751.27,3263799.45
2025-10-21,11019239.65,13511400.16,9324737.54,9324737.54,41.46,38248814.62,2945541.64,3233180.22
2025-10-22,10125541.27,12415578.95,8568469.13,8568469.13,38.38,35146703.69,2816097.76,3064550.42
2025-10-23,10887743.12,13350163.79,9213462.11,9213462.11,41.17,37792377.83,2942881.7,3006898.08
2025-10-24,11226234.04,13765209.32,9499901.02,9499901.02,43.16,38967311.56,3056841.94,3006898.08
2025-10-27,11977873.51,14686842.93,10135955.86,10135955.86,46.82,41576322.67,3056841.94,3071923.55
2025-10-28,11800945.72,14469900.37,9986235.45,9986235.45,46.9,40962189.73,3044239.75,3044401.83
2025-10-29,12235397.67,15002609.92,10353878.82,10353878.82,49.44,42470213.21,3127100.29,3020584.9
2025-10-30,11515644.05,14120073.6,9744806.52,9744806.52,47.31,39971880.86,3040429.96,2960026.08
2025-10-31,11421952.71,14005192.61,9665522.73,9665522.73,47.71,39646669.44,3007905.9,2853734.1
2025-11-03,11838022.58,14515362.69,10017610.75,10017610.75,48.55,41090886.97,3065026.44,2957687.66
2025-11-04,11137795.62,13656769.28,9425062.37,9425062.37,42.79,38660333.52,3065026.44,2790817.68
2025-11-05,11970908.67,14678302.9,10130062.06,10130062.06,46.76,41552147.07,3205383.37,2815815.62
2025-11-06,11883998.52,14571736.77,10056516.66,10056516.66,43.06,41250473.8,3202494.01,2815815.62
2025-11-07,11880636.84,14567614.79,10053671.93,10053671.93,41.73,41238805.09,3234065.91,2815815.62
2025-11-10,12461735.25,15280137.01,10846716.29,10846716.29,44.97,44491765.99,3392248.55,2815815.62
2025-11-11,12461735.25,15280137.01,10846716.29,10846716.29,41.84,44491765.99,3392248.55,2815815.62
2025-11-12,12461735.25,15280137.01,10846716.29,10846716.29,43.76,44491765.99,3392248.55,2815815.62
2025-11-13,12461735.25,15280137.01,10846716.29,10846716.29,39.22,44491765.99,3399827.37,2815815.62
2025-11-14,13338028.98,16354617.25,10846716.29,10846716.29,38.86,47620371.68,3516050.01,2815815.62
2025-11-17,12436670.81,15249403.89,10168827.58,10168827.58,36.84,44402279.18,3409796.74,2639835.2
2025-11-18,11801312.6,14470350.23,9738223.74,9738223.74,34.34,40708170.94,3235598.81,2528050.13
2025-11-19,12027134.85,14747245.44,9738223.74,9738223.74,35.95,41915615.75,3297513.13,2528050.13
2025-11-20,12689762.34,15559735.73,9738223.74,9738223.74,30.81,45188456.16,3479187.55,2528050.13
2025-11-21,12666428.04,15531124.04,9738223.74,9738223.74,31.7,45708449.15,3472789.93,2528050.13
2025-11-24,13518246.76,16575593.89,10115951.66,10115951.66,35.83,50813567.8,3706335.44,2626108.58
2025-11-25,13418304.42,16453048.14,9810907.32,9810907.32,36.16,50437895.79,3629698.26,2546918.84
2025-11-26,14277879.81,17507028.95,9908338.89,9908338.89,39.12,53668942.93,3757168.77,2572212.15
2025-11-28,14825542.17,18178553.08,10288397.02,10288397.02,41.3,55727544.08,3844376.75,2595151.47
2025-12-01,14592227.61,17892471.05,10126485.04,10126485.04,41.33,54850540.91,3819261.79,2595151.47
2025-12-02,15202940.79,18641305.86,10550298.19,10550298.19,43.78,57146143.02,3932545.85,2608737.68
2025-12-03,15909150.43,19507235.02,11040382.47,11040382.47,46.58,59800705.53,4060996.1,2644624.25
2025-12-04,15660164.89,19201937.8,10867595.39,10867595.39,45.21,58864796.93,4016507.23,2644624.25
2025-12-05,15425577.75,18914295.38,10704800.29,10704800.29,46.51,57983010.26,3974321.4,2620544.59
2025-12-08,15654583.1,19195093.62,10863721.83,10863721.83,47.99,58843815.63,4000768.07,2674735.81
2025-12-09,15326452.9,18792752.02,10636011.18,10636011.18,47.77,57610411.12,3957304.5,2631380.57
2025-12-10,15658091.65,19199395.66,10866156.63,10866156.63,49.62,58857003.84,4018162.09,2706210.58
2025-12-11,15142882.27,18567664.23,10508619.72,10508619.72,48.79,56920389.79,3891106.29,2614491.63
2025-12-12,14550117.48,17840837.11,10097262.12,10097262.12,41.7,54692253.69,3858843.24,2512147.93
2025-12-15,14329401.56,17570203.08,10097262.12,10097262.12,41.17,54692253.69,3800307.06,2512147.93
2025-12-16,14130553.81,17326383.04,9926666.72,9926666.72,40.44,53428655.03,3747570.56,2469704.66
2025-12-17,14577792.63,17874771.39,10016238.07,10016238.07,36.01,54122483.95,3866182.97,2491989.56
2025-12-18,13900046.84,17043743.59,10016238.07,10016238.07,38.58,54122483.95,3686437.71,2491989.56
2025-12-19,14225142.25,17442364.02,10016238.07,10016238.07,41.79,56223748.07,3772656.41,2491989.56
2025-12-22,15117736.83,18536831.79,10644733.71,10644733.71,43.27,59751657.46,3917221.89,2491989.56
2025-12-23,15258774.7,18709767.42,10744041.6,10744041.6,43.7,60309098.5,3943218.68,2525853.13
2025-12-24,15252784.9,18702422.94,10739824.05,10739824.05,44.2,60285424.28,3942547.0,2527577.59
2025-12-26,15252784.9,18702422.94,10739824.05,10739824.05,44.19,60285424.28,3942547.0,2556283.25
2025-12-29,15322027.95,18787326.3,10788579.62,10788579.62,43.86,60559101.95,3955491.62,2591633.18
2025-12-30,15410229.25,18895475.61,10850684.11,10850684.11,43.68,60907710.61,3971871.01,2548045.11
2025-12-31,15410229.25,18895475.61,10850684.11,10850684.11,42.03,60907710.61,3971871.01,2558119.53
2026-01-02,15888915.55,19482423.73,11187737.74,11187737.74,47.27,62799680.28,3971871.01,2645781.06
2026-01-05,16278798.81,19960484.74,11462263.19,11462263.19,49.24,64340662.99,3971871.01,2815219.63
2026-01-06,17549000.51,21517960.94,12356640.37,12356640.37,53.97,69361034.62,4066301.56,2897714.47
2026-01-07,16959039.06,20794571.16,11941235.43,11941235.43,52.25,67029258.69,3983370.32,2828691.82
2026-01-08,16959039.06,20794571.16,11941235.43,11941235.43,49.65,67029258.69,3952424.7,2828691.82
2026-01-09,17615685.9,21599728.18,12403595.03,12403595.03,53.91,69624603.31,4006613.61,2899283.71
2026-01-12,17563701.57,21535986.85,12366991.72,12366991.72,54.65,69419139.4,4010545.35,2839771.03
2026-01-13,17726767.36,21735932.32,12481809.95,12481809.95,56.08,70063643.99,4037505.21,2821760.6
2026-01-14,17335865.93,21256622.89,12206567.59,12206567.59,55.41,68518637.07,3991188.23,2755700.52
2026-01-15,17335865.93,21256622.89,12206567.59,12206567.59,58.12,68518637.07,3991188.23,2856978.54
2026-01-16,16917496.6,20743633.27,11911984.47,11911984.47,60.72,66865065.42,3991188.23,2935857.62
2026-01-20,15893808.85,19488423.73,11191183.23,11191183.23,58.0,62819020.67,3991188.23,2768011.41
2026-01-21,17114703.29,20985441.12,12050842.07,12050842.07,63.5,67644509.25,4081325.38,2914187.9
2026-01-22,18018450.78,22093584.18,12687190.72,12687190.72,63.75,71216499.62,4212930.98,3023059.55
2026-01-23,18018450.78,22093584.18,12687190.72,12687190.72,61.55,71216499.62,4212930.98,3023059.55
2026-01-26,17716650.83,21723527.8,12474686.68,12474686.68,60.68,70023659.22,4170530.28,2991291.38
2026-01-27,18659990.48,22880217.37,13138913.05,13138913.05,64.98,73752134.49,4276754.88,3114359.07
2026-01-28,19799097.12,24276949.45,13940983.29,13940983.29,70.1,78254363.24,4434251.65,3247893.42
2026-01-29,18253061.69,22381255.74,12852385.46,12852385.46,70.46,72143780.67,4336852.4,3247893.42
2026-01-30,16772675.37,20566058.62,11810012.62,11810012.62,61.79,66292670.96,4048319.02,2995343.54
2026-02-02,18095244.85,22187746.34,12741263.13,12741263.13,65.21,71520022.11,4205154.77,2918790.31
2026-02-03,18523476.74,22712829.07,13042790.7,13042790.7,61.2,73212574.73,4311655.09,2918790.31
2026-02-04,17021158.82,20870740.21,11984975.34,11984975.34,53.19,67274782.14,4084780.2,2918790.31
2026-02-05,17125603.09,20998806.06,11984975.34,11984975.34,53.26,68754477.39,4109845.0,2918790.31
2026-02-06,17729011.1,21738683.52,12556792.98,12556792.98,61.76,78415653.77,4254652.36,3058049.32
2026-02-09,18069779.61,22156521.76,12292570.87,12292570.87,64.0,79922877.45,4383167.69,2993701.34
2026-02-10,18243430.7,22369446.56,12410702.82,12410702.82,63.32,80690938.58,4409341.06,2993701.34
2026-02-11,18166971.94,22275695.55,12358689.2,12358689.2,67.99,80352760.45,4409341.06,2986775.61
2026-02-12,17091520.62,20957015.34,11627077.53,11627077.53,63.03,75596024.82,4156686.79,3036566.65
2026-02-13,16998326.69,20842744.26,11563679.25,11563679.25,64.59,75183826.83,4150769.99,3036566.65
2026-02-17,16653963.2,20420497.99,11699433.34,11699433.34,64.34,73660702.51,4075346.89,3072215.03
2026-02-18,16891691.01,20711991.37,11740040.67,11740040.67,66.35,74712175.78,4077359.83,3082878.32
2026-02-19,16330844.85,20024301.74,11451748.28,11451748.28,65.22,72231545.7,3996341.78,3007174.12
2026-02-20,16527636.56,20265600.75,11591052.99,11591052.99,67.11,73101958.08,4040923.71,3043754.87
2026-02-23,15940834.88,19546085.37,11179521.11,11179521.11,65.81,70506526.39,3954164.18,2962095.44
2026-02-24,16333740.01,20027851.68,11368944.98,11368944.98,68.56,72244351.04,3992666.53,3012284.67
2026-02-25,16833592.52,20640753.07,11716862.59,11716862.59,71.84,74455205.4,4046264.75,3081186.28
2026-02-26,16634330.95,20396425.61,11578168.45,11578168.45,65.34,73573868.79,4046639.28,3055658.09
2026-02-27,16710006.84,20489216.7,11578168.45,11578168.45,62.77,73908584.27,4149773.17,3055658.09
2026-03-02,16406296.15,20116817.44,12084205.06,12084205.06,62.66,72565267.8,4149773.17,3189208.99
2026-03-03,14419829.78,17681082.96,11041619.09,11041619.09,53.42,63779100.44,4149773.17,2914054.4
2026-03-04,14386483.58,17640195.04,11041619.09,11041619.09,56.63,63534868.24,4140176.72,2914054.4
2026-03-05,13861036.17,16995910.08,11041619.09,11041619.09,54.7,56982976.63,3988962.2,2914054.4
2026-03-06,13514694.55,16571238.3,10461338.69,10461338.69,47.88,53629017.63,3889291.18,2760909.41
2026-03-09,14567951.57,17862704.63,10101704.87,10101704.87,53.43,58860850.25,4192400.01,2665996.47
2026-03-10,14604842.55,17907939.05,10101704.87,10101704.87,54.59,59149367.97,4203016.59,2665996.47
2026-03-11,14761901.51,18100519.16,10033903.59,10033903.59,56.1,59785454.12,4226080.43,2648102.66
2026-03-12,14076302.06,17259861.48,9708639.14,9708639.14,50.28,57008787.84,4148244.54,2562260.33
2026-03-13,13663328.1,16753487.48,9708639.14,9708639.14,50.73,54874628.11,4026542.33,2562260.33
2026-03-16,14222655.67,17439315.07,9536316.97,9536316.97,53.69,57120998.27,4122678.26,2516781.84
2026-03-17,14583765.07,17882094.59,9704491.57,9704491.57,54.92,58571285.04,4122678.26,2561165.72
2026-03-18,14092551.0,17279785.34,9511184.11,9511184.11,54.02,56598472.15,4053198.0,2510148.89
2026-03-19,14076234.57,17259778.72,9540543.66,9540543.66,54.86,56532942.18,3928048.74,2517897.33
2026-03-20,14020689.91,17191671.84,9513500.62,9513500.62,51.14,56309863.84,3930846.05,2510760.25
2026-03-23,13379843.96,16405889.3,9513500.62,9513500.62,52.96,53736099.74,3821200.74,2510760.25
2026-03-24,13721086.87,16824309.23,9638167.06,9638167.06,55.02,54907846.14,3918657.61,2543661.66
2026-03-25,14000629.06,17167073.93,9685479.2,9685479.2,57.08,56026493.65,3960444.22,2556148.06
2026-03-26,13280471.82,16284042.71,9537380.73,9537380.73,48.97,53144631.36,3884554.62,2517062.58
2026-03-27,12980691.67,15916462.94,9322093.4,9322093.4,46.6,50746629.81,3796868.55,2517062.58
2026-03-30,13596420.96,16671448.31,9764279.84,9764279.84,40.63,52074457.17,3976970.14,2517062.58
2026-03-31,13257282.31,16255608.55,9520727.17,9520727.17,47.94,57310327.84,3877771.66,2517062.58
2026-04-01,13431989.95,16469828.86,9646193.59,9646193.59,52.27,61458650.57,3928873.86,2517062.58
2026-04-02,13329800.23,16344527.45,9062712.95,9062712.95,52.74,60991077.06,3691223.45,2517062.58
2026-04-06,13622591.41,16703537.6,9025899.61,9025899.61,54.8,62330755.78,3698172.61,2506838.11
2026-04-07,13823901.59,16950376.99,9171049.78,9171049.78,56.54,63251859.22,3726244.03,2547151.87
2026-04-08,15022193.76,18419680.27,10289426.35,10289426.35,67.55,74325613.38,4049244.67,2857767.89
2026-04-09,15744015.38,19304752.3,10344056.2,10344056.2,71.98,77896984.88,4130878.96,2872940.69
2026-04-10,16431566.71,20147803.3,10795787.82,10795787.82,76.38,81298796.53,4222625.15,2872940.69
2026-04-13,17032988.67,20885245.55,11190931.14,11190931.14,80.5,84274464.23,4321276.31,2872940.69
2026-04-14,17770418.18,21789455.41,11675433.48,11675433.48,85.39,87923059.18,4435655.13,2872940.69
2026-04-15,17578358.9,21553959.14,11549247.63,11549247.63,85.88,86972803.56,4407112.23,2872940.69
2026-04-16,17804536.92,21831290.59,11697850.01,11697850.01,88.44,88091869.14,4449484.85,2914754.97
2026-04-17,18755096.15,22996832.56,12322381.8,12322381.8,94.72,92794970.39,4591644.76,3021582.47
2026-04-20,18986454.34,23280515.75,12474387.63,12474387.63,95.94,93939666.0,4591644.76,3047669.74
2026-04-21,18710961.56,22942716.29,12293384.71,12293384.71,98.08,92576604.79,4544928.49,3010852.69
2026-04-22,19827274.26,24311499.26,13026819.03,13026819.03,105.67,98099807.8,4695639.58,3202331.76
2026-04-23,20796600.18,25500052.27,13663680.82,13663680.82,112.69,102895761.37,4857079.53,3288631.39
2026-04-24,23278768.13,28543598.42,15294502.7,15294502.7,128.25,115176834.17,5234559.82,3288631.39
2026-04-27,23273493.78,28537131.19,15291037.37,15291037.37,123.37,115150738.16,5188651.45,3288631.39
2026-04-28,23087033.51,28308500.24,15168530.16,15168530.16,109.59,114228184.91,5368950.92,3224346.08
2026-04-29,24462207.31,29994689.5,16072040.14,16072040.14,118.06,121032160.26,5418878.98,3372118.06
2026-04-30,25883704.71,31737679.1,17005985.43,17005985.43,127.01,128065331.83,5640287.72,3372118.06
2026-05-01,26123332.18,32031501.8,17163424.3,17163424.3,130.33,129250941.55,5678367.82,3372118.06
2026-05-04,26475636.0,32463484.22,17394893.24,17394893.24,127.55,130994042.31,5680751.08,3372118.06
2026-05-05,27853748.83,34153277.21,18300334.21,18300334.21,144.28,137812559.16,5582103.25,3536224.27
2026-05-06,31474070.74,38592387.31,20678940.45,20678940.45,165.76,155724899.44,5582103.25,3865284.88
2026-05-07,30756757.07,37712842.77,20207654.52,20207654.52,152.05,152175832.0,5579898.83,3865284.88
2026-05-08,32958645.49,40412720.12,21654328.51,21654328.51,177.44,163070160.1,5459066.96,3865284.88
2026-05-11,34784072.48,42650993.84,22853661.65,22853661.65,190.4,172101862.34,5595347.34,3865284.88
2026-05-12,29792211.16,36530150.85,19573933.27,19573933.27,172.55,147403528.62,5327119.7,3865284.88
2026-05-13,29422745.09,36077124.68,19331188.48,19331188.48,184.38,145575513.86,5327119.7,3865284.88
2026-05-14,29211783.92,35818451.59,19192583.8,19192583.8,186.12,144531736.99,5338779.83,3865284.88
2026-05-15,25352056.01,31085790.35,16656684.19,16656684.19,164.23,125434882.75,4952156.18,3734820.22
2026-05-18,26675466.79,32708509.64,17526185.09,17526185.09,151.66,131982749.19,4952156.18,3929782.77
2026-05-19,26675466.79,32708509.64,18601758.64,18601758.64,151.93,140082467.04,4952156.18,3929782.77
2026-05-20,26675466.79,32708509.64,20820977.63,20820977.63,172.9,156794525.14,4952156.18,4046686.66
2026-05-21,26993812.49,33098853.82,21069455.71,21069455.71,177.89,158665714.99,5030661.44,4004896.47
2026-05-22,28408354.07,34833314.44,22173546.54,22173546.54,190.41,166980185.21,5217908.34,4060605.33
