date,R10+RSI 70/60/50,Consensus 80/60/40 (default),Hybrid Cons + (VIX_back OR SOXL_mom5),Hybrid Cons + VIX_back,Hybrid Cons + (VIX_back AND SOXL_mom5),soxl_bnh
2021-07-14,180052.56189510145,199726.60744532023,207688.24784190021,194798.3600150604,199726.60744532023,19580.161476355246
2021-07-15,168518.04686887766,185219.05313820613,192602.38335416216,180648.77913045563,185219.05313820613,18163.783160322953
2021-07-16,171445.6417061337,188891.78640020842,196421.5216539241,184230.88782073962,188891.78640020842,16904.267589388695
2021-07-19,176512.41947176462,195038.57802874554,202813.3409488552,190226.00756922452,195038.57802874554,16936.56286043829
2021-07-20,179818.62064063095,199213.66700942328,207154.8602189824,194298.07636744733,199213.66700942328,17720.876585928487
2021-07-21,187561.70992194372,209019.58500171965,217351.66850782768,203862.03365773702,209019.58500171965,19229.52710495963
2021-07-22,186523.0840466026,207703.86146900928,215983.49669212315,202578.7755596623,207703.86146900928,18722.029988465973
2021-07-23,186523.0840466026,207703.86146900928,215983.49669212315,202578.7755596623,207703.86146900928,19130.334486735872
2021-07-26,186523.0840466026,207703.86146900928,215983.49669212315,202578.7755596623,207703.86146900928,19102.652825836216
2021-07-27,184296.17033612134,205224.06879782616,213404.85280748096,200160.17169059048,205224.06879782616,18006.920415224915
2021-07-28,185888.55597757085,207428.62861754553,215697.29231805296,202310.3340697016,207428.62861754553,18996.539792387543
2021-07-29,188786.4080218071,211122.91614919604,219538.84409869259,205913.4651787434,211122.91614919604,20041.522491349482
2021-07-30,189488.2432054979,212019.67771605816,220471.3529964094,206788.09918361483,212019.67771605816,20429.065743944637
2021-08-02,187545.6373694539,209520.77194315783,217872.83411034776,204350.85382797822,209520.77194315783,20848.904267589387
2021-08-03,187914.4672562268,209993.2737654588,218364.17112763855,204811.6966834478,209993.2737654588,21139.561707035755
2021-08-04,187135.53826852754,208998.4755891785,217329.71761725916,203841.44511925182,208998.4755891785,21956.17070357555
2021-08-05,187346.03659560892,209267.31056027013,217609.26907421733,204103.64659632687,209267.31056027013,21670.12687427912
2021-08-06,185780.88674573338,207269.26791204477,215531.57906570446,202154.9055843363,207269.26791204477,21504.0369088812
2021-08-09,187384.81241738104,209316.81108932607,217660.74282765648,204151.92570146624,209316.81108932607,21271.04959630911
2021-08-10,186025.95996603373,207798.9150646291,216082.33938002467,202671.4837109553,207798.9150646291,20472.895040369087
2021-08-11,184886.52098975738,206526.11323043448,214758.80023731827,201430.08821990562,206526.11323043448,20350.63437139562
2021-08-12,184886.52098975738,206526.11323043448,214758.80023731827,201430.08821990562,206526.11323043448,19820.06920415225
2021-08-13,184869.83975387024,206504.8176298794,214736.65573678023,201409.31808758958,206504.8176298794,20048.442906574393
2021-08-16,184601.2695474206,206161.9555136512,214380.12621334006,201074.91608273485,206161.9555136512,19820.06920415225
2021-08-17,184601.2695474206,206161.9555136512,214380.12621334006,201074.91608273485,206161.9555136512,18588.235294117647
2021-08-18,184601.2695474206,206161.9555136512,214380.12621334006,201074.91608273485,206161.9555136512,17817.762399077277
2021-08-19,187057.3565354009,209296.75330997375,217639.88549120753,204132.36284715577,209296.75330997375,18283.737024221457
2021-08-20,187957.87971797457,210446.12550325698,218835.0747551445,205253.37431959962,210446.12550325698,18629.75778546713
2021-08-23,187957.87971797457,210446.12550325698,218835.0747551445,205253.37431959962,210446.12550325698,20143.02191464821
2021-08-24,187957.87971797457,210446.12550325698,218835.0747551445,205253.37431959962,210446.12550325698,20154.55594002307
2021-08-25,187957.87971797457,210446.12550325698,218835.0747551445,205253.37431959962,210446.12550325698,20673.587081891583
2021-08-26,187957.87971797457,210446.12550325698,218835.0747551445,205253.37431959962,210446.12550325698,20627.450980392157
2021-08-27,192094.75354014523,215739.64624237435,224339.60948531574,210416.2776096286,215739.64624237435,21822.376009227217
2021-08-30,193768.0834093198,217880.8298381583,226566.14642500685,212504.62757103296,217880.8298381583,22006.920415224915
2021-08-31,194105.5731463699,218314.5297108635,227017.13474250515,212927.62591372925,218314.5297108635,21573.24106113033
2021-09-01,194181.50924625475,218412.11335041845,227118.60832870597,213022.80168020696,218412.11335041845,21264.129181084198
2021-09-02,192791.40322282142,216625.17849145067,225260.44143440152,211279.95937975898,216625.17849145067,21328.71972318339
2021-09-03,196303.30653734063,221139.61289303636,229954.8333477034,215683.0002618569,221139.61289303636,21868.512110726642
2021-09-07,196303.30653734063,221139.61289303636,229954.8333477034,215683.0002618569,221139.61289303636,21554.786620530565
2021-09-08,196303.30653734063,221139.61289303636,229954.8333477034,215683.0002618569,221139.61289303636,20662.05305651672
2021-09-09,196303.30653734063,221139.61289303636,229954.8333477034,215683.0002618569,221139.61289303636,20987.31257208766
2021-09-10,191139.2764884371,214491.17466823792,223041.37047235,209198.6120302752,214491.17466823792,21490.196078431374
2021-09-13,193968.9951334481,218134.30017811188,226829.72077525593,212751.84353873492,218134.30017811188,22025.374855824684
2021-09-14,193968.9951334481,218134.30017811188,226829.72077525593,212751.84353873492,218134.30017811188,21946.943483275663
2021-09-15,195168.8970383021,219676.4598243268,228433.35505769646,214255.95044670568,219676.4598243268,22362.168396770474
2021-09-16,194365.19122508675,218643.30567913578,227359.01660620072,213248.2893458628,218643.30567913578,22788.927335640143
2021-09-17,192366.3934357172,216074.9486987961,224688.27800055302,210743.30648903252,216074.9486987961,21568.62745098039
2021-09-20,192366.3934357172,216074.9486987961,224688.27800055302,210743.30648903252,216074.9486987961,19552.479815455594
2021-09-21,192366.3934357172,216074.9486987961,224688.27800055302,210743.30648903252,216074.9486987961,20179.930795847755
2021-09-22,194569.400329852,218902.97223172509,227629.03416680632,213501.54863485871,218902.97223172509,21277.970011534024
2021-09-23,196629.67770034785,221550.83824896422,230382.4512536662,216084.0786457337,221550.83824896422,22196.07843137255
2021-09-24,195760.37255653364,220431.5035285796,229218.49683718247,214992.3634725386,220431.5035285796,22191.464821222606
2021-09-27,193530.9535373423,217564.82606266654,226237.54588808902,212196.4211782457,217564.82606266654,21981.54555940023
2021-09-28,186729.2948137311,208820.60204197597,217144.75355148726,203667.96059594123,208820.60204197597,19372.549019607843
2021-09-29,186518.91271355702,208585.33035168744,216900.10329808423,203438.494226826,208585.33035168744,18479.815455594002
2021-09-30,184307.11749503989,206111.865169992,214328.03913369932,201026.0617166481,206111.865169992,18560.55363321799
2021-10-01,184307.11749503989,206111.865169992,214328.03913369932,201026.0617166481,206111.865169992,18523.644752018452
2021-10-04,184326.47374030133,206133.5113867402,214350.548226936,201047.1738137142,206133.5113867402,17005.76701268743
2021-10-05,183750.17933100526,205563.13389451383,213603.33389836596,200490.8703672362,205563.13389451383,17813.148788927334
2021-10-06,183959.14698104004,205867.26865465447,215221.79540938075,200787.50061223342,205867.26865465447,17965.397923875433
2021-10-07,187093.86669464398,210528.87192676272,220095.22007890602,205334.0789778432,210528.87192676272,18620.530565167242
2021-10-08,187093.86669464398,210528.87192676272,220095.22007890602,205334.0789778432,210528.87192676272,18154.555940023067
2021-10-11,187093.86669464398,210528.87192676272,220095.22007890602,205334.0789778432,210528.87192676272,17794.694348327568
2021-10-12,186354.51393430197,209696.909311736,219225.45341376454,204522.64501281467,209696.909311736,17084.19838523645
2021-10-13,184635.3769494337,207762.43665100145,217203.0790852254,202635.90540097695,207762.43665100145,17342.56055363322
2021-10-14,184635.3769494337,207762.43665100145,217203.0790852254,202635.90540097695,207762.43665100145,18901.960784313727
2021-10-15,184635.3769494337,207762.43665100145,217203.0790852254,202635.90540097695,207762.43665100145,19229.52710495963
2021-10-18,187869.7116060043,211921.82062355662,221551.46381010374,206692.65671163294,211921.82062355662,19769.319492502884
2021-10-19,189634.7257524198,214196.01266043173,223928.99422803067,208910.73313524545,214196.01266043173,20461.361014994232
2021-10-20,189153.1302033365,213574.8786951098,223279.6361825291,208304.9256299661,213574.8786951098,20339.10034602076
2021-10-21,192144.72183742386,217435.26612478454,227315.4380806159,212070.05812754418,217435.26612478454,21051.90311418685
2021-10-22,184752.02518627045,207884.8451667738,217331.04979523717,202755.29349067283,207884.8451667738,20309.111880046137
2021-10-25,184811.44010488014,207968.9460473169,217418.97218632093,202837.31918477122,207968.9460473169,20659.746251441753
2021-10-26,188100.44665967012,212204.19596350988,221846.67017312217,206968.06444941595,212204.19596350988,20507.497116493658
2021-10-27,183661.87126193556,206481.51297167,215863.9507436989,201386.58847105046,206481.51297167,20325.259515570935
2021-10-28,188853.17970626248,213174.38652928566,222860.94581208145,207914.31559508233,213174.38652928566,21621.683967704732
2021-10-29,188509.73707766665,212729.95290270651,222396.31729839038,207480.84835353383,212729.95290270651,21970.011534025376
2021-11-01,191663.1884320405,216797.4980494292,226648.6900777413,211448.02695834605,216797.4980494292,23008.073817762397
2021-11-02,194253.79206608894,220146.25332181135,230149.6114569322,214714.1518051841,220146.25332181135,23903.114186851213
2021-11-03,196457.11721997993,222999.89850415703,233132.92514064387,217497.38338707542,222999.89850415703,24758.93886966551
2021-11-04,204464.68865500088,233395.21349241125,244000.59910474165,227636.1943219494,233395.21349241125,27284.89042675894
2021-11-05,207598.7359651957,237466.62727182545,248257.01630591392,231607.14610106946,237466.62727182545,28041.52249134948
2021-11-08,205134.9096729786,234245.70746873246,244889.73918885956,228465.70238754564,234245.70746873246,29296.424452133797
2021-11-09,207957.46021856432,237935.58161944908,248747.2797524548,232064.52901568203,237935.58161944908,29148.788927335638
2021-11-10,207957.46021856432,237935.58161944908,248747.2797524548,232064.52901568203,237935.58161944908,26809.688581314877
2021-11-11,209536.5898336622,240000.46064684205,250905.98606105306,234078.45722139574,240000.46064684205,28419.838523644754
2021-11-12,210752.89224979782,241592.15640382652,252570.0078397572,235630.87793824184,241592.15640382652,29333.333333333332
2021-11-15,210968.27323665217,241874.19897958747,252864.86631791084,235905.96112277798,241874.19897958747,29056.51672433679
2021-11-16,214008.43099573534,245857.65900535136,257029.33318187157,239791.1294042089,245857.65900535136,30468.28143021915
2021-11-17,209830.34355413032,240379.08666540417,251301.81669520956,234447.74065547765,240379.08666540417,29843.137254901965
2021-11-18,216665.74412608,249345.393831963,260675.54929092378,243192.8044893743,249345.393831963,31312.5720876586
2021-11-19,215526.9881195628,247847.6631563082,259109.76232944778,241732.0302685851,247847.6631563082,31607.843137254906
2021-11-22,206052.0228679923,235236.22016631812,245925.26038921013,229431.7742170919,235236.22016631812,30126.87427912341
2021-11-23,201343.33303127793,229086.7348894359,239496.3449487749,223434.02728594575,229086.7348894359,29771.62629757786
2021-11-24,202730.28795231692,230854.11042525366,241344.0293255439,225157.7928888952,230854.11042525366,30777.393310265277
2021-11-26,198806.549332576,225767.990728617,236026.79837411258,220197.17302748607,225767.990728617,28143.021914648216
2021-11-29,198806.549332576,225767.990728617,236026.79837411258,220197.17302748607,225767.990728617,31570.934256055367
2021-11-30,189242.14683859734,213565.5179276449,223269.85006551613,208295.7958391286,213565.5179276449,29730.103806228377
2021-12-01,194695.3835616255,221307.53326732395,231363.65950099204,215846.77720646502,221307.53326732395,29402.53748558247
2021-12-02,197926.8699674136,225505.45970234904,235752.33804249554,219941.11994560476,225505.45970234904,29158.016147635524
2021-12-03,201861.28538273196,230616.53999306337,241095.6637874654,224926.0844992586,230616.53999306337,29014.994232987312
2021-12-06,198853.53302944914,227937.12791945355,238294.50029560772,222312.78682991007,227937.12791945355,28890.42675893887
2021-12-07,199519.06195550037,230949.38698121367,241443.63521028776,225250.71849898936,230949.38698121367,33107.26643598616
2021-12-08,200203.770538205,232006.1483478489,242548.4153928434,226281.4043138685,232006.1483478489,32560.55363321799
2021-12-09,191194.00479048607,218109.76512664408,228020.58604867684,212727.9138888503,218109.76512664408,30465.974625144172
2021-12-10,196324.27949675557,226021.80288264639,236292.14365140666,220444.7223750128,226021.80288264639,31220.299884659747
2021-12-13,198121.6154459325,228091.01771771454,238455.3827850553,222462.8794024908,228091.01771771454,28830.449826989618
2021-12-14,198819.84017964924,228762.9286965592,239157.82513136533,223118.21100016427,228762.9286965592,28207.612456747403
2021-12-15,212368.9972342278,246588.4773665954,257793.35963859293,240503.9148465702,246588.4773665954,31506.343713956176
2021-12-16,217332.94548263893,252042.75153499484,263495.47385446244,245823.60498033266,252042.75153499484,27314.878892733563
2021-12-17,219938.8220528682,255221.10346284194,266818.2488289613,248923.53117952382,255221.10346284194,27049.59630911188
2021-12-20,217841.09920807593,252703.9095788247,264186.67465667013,246468.44897130702,252703.9095788247,26638.985005767012
2021-12-21,222053.70955994417,259207.64289948833,270985.9350310094,252811.70288747555,259207.64289948833,29310.26528258362
2021-12-22,225431.77515956445,264465.35238711745,276482.552745245,257939.67856746184,264465.35238711745,30099.19261822376
2021-12-23,226293.06356064242,265802.7112418193,277880.68065405014,259244.03813667374,265802.7112418193,31314.878892733566
2021-12-27,232961.82933369555,276256.8846688264,288809.88756093284,269440.2551802719,276256.8846688264,33407.151095732406
2021-12-28,234295.73892880412,278348.0888228363,290996.1151994243,271479.85894097434,278348.0888228363,32424.452133794697
2021-12-29,232834.20885874584,276363.71469749114,288921.5719035829,269544.4491815141,276363.71469749114,32779.70011534025
2021-12-30,231485.90033393228,274533.0657054279,287007.7389498987,267758.9713927584,274533.0657054279,31487.889273356403
2021-12-31,226242.2896359782,267425.96443021426,279577.69382128865,260827.2376063545,267425.96443021426,31303.344867358708
2022-01-03,232190.0377133137,275481.99096624355,287999.7829969039,268684.481954161,275481.99096624355,33033.44867358708
2022-01-04,230566.37240206037,273777.57977004,286217.924034282,267022.1270478291,273777.57977004,32881.19953863898
2022-01-05,216406.47815063252,254418.35596924205,265979.0248087369,248140.59145376753,254418.35596924205,29529.41176470588
2022-01-06,215311.49353402737,252762.8951088197,264248.3404656725,246525.97903530105,252762.8951088197,30143.02191464821
2022-01-07,215951.9113728474,253522.19682875273,265042.1445535655,247266.54501041814,253522.19682875273,27492.50288350635
2022-01-10,221992.86221520705,262273.7604020926,274191.37569265044,255802.16404215316,262273.7604020926,27718.56978085352
2022-01-11,227806.2016170464,271423.8067455419,283757.1965003269,264726.43329483,271423.8067455419,29162.629757785468
2022-01-12,226372.89808464338,269098.9972794185,281326.7486173118,262458.988425361,269098.9972794185,29734.71741637832
2022-01-13,217560.76147305156,252677.90978544502,264159.493443027,246443.09072196877,252677.90978544502,27695.501730103806
2022-01-14,224612.53653383697,262981.1994217778,274930.9604598372,256492.1470274351,262981.1994217778,29527.104959630913
2022-01-18,221096.10202824592,257567.66193432736,269271.43398348626,251212.18839836709,257567.66193432736,25859.28489042676
2022-01-19,226225.70930623135,263543.43871696474,275518.7476848323,257040.51308661638,263543.43871696474,23425.60553633218
2022-01-20,229125.82197027514,266921.9480229699,279050.77510909224,260335.65778728225,266921.9480229699,21291.810841983854
2022-01-21,224487.813309337,261518.86295783214,275720.5853884534,255065.89366735215,261518.86295783214,20166.089965397925
2022-01-24,215525.64982145655,251078.31934683866,268443.94688348414,244882.97012450846,251078.31934683866,20968.85813148789
2022-01-25,215525.64982145655,251078.31934683866,268443.94688348414,244882.97012450846,251078.31934683866,18865.05190311419
2022-01-26,215525.64982145655,251078.31934683866,268443.94688348414,244882.97012450846,251078.31934683866,19492.502883506342
2022-01-27,220896.4012340266,257335.01890633354,275133.3859739809,250985.28582939127,257335.01890633354,16668.97347174164
2022-01-28,218470.10930745763,252908.26404906384,270400.4582211487,246667.7610017545,252908.26404906384,17711.649365628604
2022-01-31,230280.38909920905,263127.6867179455,281326.6989385541,256635.01975441657,263127.6867179455,20618.22376009227
2022-02-01,224755.57015999255,256611.9083141731,274360.2620264502,250280.0179671665,256611.9083141731,21190.31141868512
2022-02-02,219865.38364178227,251028.59799373522,268390.78659347503,244834.47564414766,251028.59799373522,22772.779700115338
2022-02-03,219865.38364178227,251028.59799373522,268390.78659347503,244834.47564414766,251028.59799373522,20083.044982698964
2022-02-04,219865.38364178227,251028.59799373522,268390.78659347503,244834.47564414766,251028.59799373522,20050.749711649365
2022-02-07,216631.42543236873,246597.79957426924,263653.5356087594,240513.007029078,246597.79957426924,19958.477508650518
2022-02-08,223009.2156617163,255310.41961533984,272968.756921398,249010.643458914,255310.41961533984,21513.264129181087
2022-02-09,229139.0715929469,263723.57885994983,281963.8054754014,257216.20827753365,263723.57885994983,23557.093425605537
2022-02-10,224869.85144677453,257846.38191512955,275680.1169889427,251484.03097286503,257846.38191512955,21409.45790080738
2022-02-11,209462.64263644212,235068.50906480986,251326.83110804067,229268.20138146423,235068.50906480986,18246.82814302191
2022-02-14,207145.37581769296,233289.45287152933,248108.92965271402,226332.73095981078,232058.77351812663,18219.14648212226
2022-02-15,213694.67057784196,239174.60032163834,257547.21297567282,234942.6284070643,240886.4946932901,21213.379469434833
2022-02-16,216413.00584295817,242825.54818374268,261478.61474383704,238528.97614527078,244563.57424783974,21273.356401384084
2022-02-17,213887.17735263088,239444.94381805212,257838.3233776713,235208.18842696102,241158.77317573206,18892.73356401384
2022-02-18,211397.66243838565,236657.95225477166,254837.2442131433,232470.51008509332,238351.83369505318,18228.373702422145
2022-02-22,213442.80220844096,239033.5577436043,257395.33596684865,234634.95142725488,240571.03372451395,17813.148788927334
2022-02-23,217779.7140982314,242917.6676248905,261577.81049997755,240358.02768600514,246438.89937401263,16567.474048442902
2022-02-24,217779.7140982314,242917.6676248905,261577.81049997755,240358.02768600514,246438.89937401263,18339.10034602076
2022-02-25,222810.621188103,247406.96074888788,266411.95647852845,247021.01139282173,253270.45140105757,19224.91349480969
2022-02-28,220888.59865777663,245759.96821650158,264638.44735198497,244476.01121185278,250661.0646893144,18906.574394463667
2022-03-01,224094.47826958733,249235.8305227664,268381.3140630063,247933.71410107458,254206.24477997207,16775.086505190313
2022-03-02,227897.8425635524,252172.69963947329,274328.858150088,253428.12305587932,259839.658020081,18553.633217993083
2022-03-03,226926.28428129724,251036.0293704848,273225.71731936873,252409.02899453725,258794.78166935715,17259.515570934254
2022-03-04,221631.97793193252,246589.06303849164,268385.6727687885,247937.74072311056,254210.37327242267,16002.306805074973
2022-03-07,230692.4595465951,256337.6863444549,278996.0007058878,257739.68249562097,264260.2965697682,13612.456747404844
2022-03-08,232693.26606792025,258108.69547352113,280923.5536586719,259520.37786325027,266086.04214915965,14316.03229527105
2022-03-09,238739.5092793206,263483.4008242981,286773.3423464902,264924.4792670341,271626.86312724586,16147.635524798154
2022-03-10,238739.5092793206,263483.4008242981,286773.3423464902,264924.4792670341,271626.86312724586,15088.81199538639
2022-03-11,243557.55348356388,268800.80587421195,292560.76581986016,270270.9669755319,277108.6128282383,14159.169550173012
2022-03-14,244976.9990594507,270367.36831186066,294265.8005386832,271846.0974647202,278723.5928971924,12825.836216839678
2022-03-15,254171.54547110747,278276.41038178006,302873.9421599547,279798.3967189404,286877.0791550467,14516.72433679354
2022-03-16,257725.6059634405,281414.34410069237,306289.2455066513,282953.4928420987,290111.9967631496,16770.47289504037
2022-03-17,259426.58579911687,282900.2038327774,307906.44401059893,284447.47923575767,291643.7798538897,17058.823529411766
2022-03-18,266338.56482538034,288936.8521440776,314476.68641443166,290517.14398650173,297867.0024154289,18053.05651672434
2022-03-21,264018.2165115251,286348.99216263497,311660.07916675945,287915.1301372238,295199.1596337861,17900.807381776238
2022-03-22,262716.7867646757,284655.16507139924,309816.53056069516,286212.03894168674,293452.98155185406,18251.441753171857
2022-03-23,251100.1216072374,269577.55352075293,293406.1720885718,271051.96291356056,277909.3673577886,16925.028835063436
2022-03-24,266101.8599560604,284103.2923757477,314515.11249815894,290552.6424402229,297903.398952498,19414.071510957325
2022-03-25,265624.9444877853,283692.45940136694,313844.3912411041,289933.02250517363,297268.10311364545,19321.799307958478
2022-03-28,265624.9444877853,283692.45940136694,313844.3912411041,289933.02250517363,297268.10311364545,19688.58131487889
2022-03-29,265624.9444877853,283692.45940136694,313844.3912411041,289933.02250517363,297268.10311364545,21144.175317185698
2022-03-30,266458.4035579849,284582.6094356239,314829.14986388927,290842.75373475865,298200.8498377864,19095.732410611305
2022-03-31,266626.5453131652,284762.18800700817,315027.81474040716,291026.2826099655,298389.0218511981,17748.558246828143
2022-04-01,266006.4542159869,284099.918999289,314295.1572210495,290349.4452505069,297695.06103147427,16645.905420991923
2022-04-04,269139.91438209964,287446.5136599482,316575.4725698801,293769.65707817435,301201.80156579684,17536.332179930796
2022-04-05,270627.4277564249,289035.2060486412,319242.69108543155,295393.29694176716,302866.51825870585,15118.800461361017
2022-04-06,273946.651800054,292580.2000402902,323158.17749709473,299016.27241644246,306581.1522030499,14048.442906574393
2022-04-07,272527.7078407777,291569.8940683716,322042.282995161,297983.7421027659,305522.4996732281,14053.056516724339
2022-04-08,268618.0808755109,288786.1904237278,318967.65047945676,295138.8035620894,302605.58639389754,13056.516724336794
2022-04-11,262562.2465803465,283577.7805944629,313214.90224888123,289815.82103576156,297147.93653795426,12207.612456747405
2022-04-12,270464.51989092876,290374.24760103866,320721.6777961046,296761.79424115206,304269.6374784113,12119.9538638985
2022-04-13,275740.2857463448,294905.5526059346,325726.5560033927,301392.77723849565,309017.78075397527,12922.722029988468
2022-04-14,279402.76981547364,298561.3661283717,329764.4438543727,305129.0100115207,312848.53731847927,11797.001153402538
2022-04-18,288242.86996599805,306170.29117950285,338168.58860475884,312905.3134167819,320821.5751688915,12544.405997693195
2022-04-19,291670.2651306302,309079.3713969466,341381.70097918645,315878.38651831326,323869.86471409036,13074.971164936564
2022-04-20,296326.2225519932,313039.8357244914,345756.07912902505,319925.9716935837,328019.8506551437,13121.107266435985
2022-04-21,296326.2225519932,313039.8357244914,345756.07912902505,319925.9716935837,328019.8506551437,12092.272202998847
2022-04-22,285116.86326960765,303595.33321539656,335324.51808085595,310273.71246787946,318123.3967569504,11280.276816608995
2022-04-25,291359.34258871636,309281.5639882097,341605.02500892954,316085.02686834853,324081.7329047192,11884.659746251442
2022-04-26,290016.38143551,308547.34699062165,340794.07393706864,315334.6588334189,323312.3811404625,10145.328719723184
2022-04-27,294381.58911329857,312730.00809698243,345413.8709706116,319609.32859108876,327695.1967277318,10232.987312572088
2022-04-28,298422.8552768609,316169.5985010228,349212.9379141475,323124.5818485337,331299.3831662948,11520.184544405996
2022-04-29,284863.9070058739,304696.27268101246,336540.5183132506,311398.86999774416,319277.0198996917,10329.873125720876
2022-05-02,292141.4364256746,311028.4437167088,343534.47364998824,317870.33381907095,325912.2067366794,11289.50403690888
2022-05-03,291707.88568159554,310656.9655329626,343124.1717470474,317490.68399392033,325522.9520653944,11580.161476355248
2022-05-04,290067.2736579726,305304.73075226793,337212.56721253804,312020.7127074131,319914.59474763804,12945.790080738176
2022-05-05,289999.4383983251,306465.3130663536,338494.4436532666,313206.8250873437,321130.71485087764,11028.83506343714
2022-05-06,286358.2698870696,303386.98476643034,335094.39483586897,310060.78084583196,317905.0781300067,10726.643598615918
2022-05-09,277510.3372425991,295906.73732083855,326832.3759726244,302415.98564907745,310066.8755437836,9056.516724336792
2022-05-10,277510.3372425991,295906.73732083855,326832.3759726244,302415.98564907745,310066.8755437836,9739.331026528258
2022-05-11,265869.3244199694,285922.17681415717,315804.31468890014,292211.7884272109,299604.52004618704,8805.074971164937
2022-05-12,267622.96563816146,288000.3642142839,318099.69644279155,294335.6910347118,301782.1557424404,8968.85813148789
2022-05-13,271560.23168819444,291400.8925949875,321855.6189347579,297811.022996698,305345.4109077309,10371.395617070357
2022-05-16,266521.259274041,287075.18982144794,317077.8307436955,293390.1649935004,300812.7086257,9882.352941176472
2022-05-17,277164.72363647824,296212.06526520825,327169.614179543,302728.030086047,310386.81446299877,11354.094579008075
2022-05-18,277164.72363647824,296212.06526520825,327169.614179543,302728.030086047,310386.81446299877,9605.536332179932
2022-05-19,273342.05530099187,292943.7691628126,323559.7437514498,299387.8391997295,306962.1193377811,9441.753171856979
2022-05-20,280716.3375163579,299248.61585817195,330523.51904174744,305831.37760986073,313568.6742723279,9347.17416378316
2022-05-23,283242.4731639583,301402.9403344817,332902.99506714416,308033.09212913766,315826.09046137735,9515.570934256055
2022-05-24,279989.4956852807,298628.7547875351,329838.8753992152,305197.88106179505,312919.15075291175,8839.677047289504
2022-05-25,288368.7775035586,305778.4358547673,337735.7799165204,312504.83820173744,320410.9682414996,9305.65167243368
2022-05-26,304381.0305468748,319372.7808260091,352750.88943031646,326398.22660834924,334655.8485996206,10362.168396770472
2022-05-27,308665.68687536655,323012.4992048166,356771.00001106027,330118.0101826539,338469.73981343396,11644.75201845444
2022-05-31,304438.0579008233,319473.1955274906,352861.7986166531,326500.8501957577,334761.0684841996,11476.355247981546
2022-06-01,306348.11723338976,320893.6848854237,354430.7453601458,327952.58695975575,336249.5330624155,10938.869665513264
2022-06-02,322529.1800366095,335314.0750129055,370358.2311973707,342690.1915622433,351359.98763142625,12113.033448673586
2022-06-03,316371.4214516274,330153.9692853045,364658.83539958857,337416.5757135647,345952.9533917899,11026.528258362167
2022-06-06,316371.4214516274,330153.9692853045,364658.83539958857,337416.5757135647,345952.9533917899,10994.232987312571
2022-06-07,323492.4328398455,336098.95676706545,371225.14207237214,343492.3388585546,352182.42863221973,11303.344867358708
2022-06-08,320943.244806379,333709.0262504961,368585.43648063054,341049.8355233992,349678.13185699657,10560.553633217995
2022-06-09,312258.874742031,327083.3275206739,361267.27644834097,334278.38709294156,342735.37103292346,9803.921568627451
2022-06-10,303103.647140139,319467.8200748706,352855.8613677496,326495.3564958944,334755.4357979904,8687.427912341407
2022-06-13,303103.647140139,319467.8200748706,352855.8613677496,326495.3564958944,334755.4357979904,7148.7889273356395
2022-06-14,303103.647140139,319467.8200748706,352855.8613677496,326495.3564958944,334755.4357979904,7271.049596309112
2022-06-15,302484.98903175595,318946.1731488198,352279.69637129287,325962.23457129486,334208.82630216744,7667.820069204152
2022-06-16,287405.4853222099,306231.2718974409,338235.94250522356,312967.63556628034,320885.47402043757,6228.373702422145
2022-06-17,281297.2995098162,299456.68091108114,330753.32927254826,306044.01960180845,313786.69594175497,6311.418685121108
2022-06-21,285801.7970206443,301255.8391513418,332740.52012781275,307882.7550678995,315671.94998908555,6832.75663206459
2022-06-22,285801.7970206443,301255.8391513418,332740.52012781275,307882.7550678995,315671.94998908555,6602.076124567474
2022-06-23,282382.37589304877,297651.52108216187,328759.50959396374,304199.1505263037,311895.1531094495,6468.2814302191455
2022-06-24,285158.0744606606,298889.20900780044,330126.55006459175,305464.0646588674,313192.0685885482,7294.117647058823
2022-06-27,287701.8702941229,301034.28536890965,332495.8114409689,307656.32762628346,315439.794108805,7280.276816608996
2022-06-28,290997.3466459891,304482.4776504544,336304.37925659725,311180.37198219233,319052.99405380496,6722.029988465974
2022-06-29,289819.41456776357,303249.9589288373,334943.04823093675,309920.74076391215,317761.49514262384,6232.987312572088
2022-06-30,293525.20615862374,307499.8631105503,339637.11601033714,314264.1327855454,322214.77161383646,6004.613610149942
2022-07-01,287618.948809416,302717.0251419849,334354.4167676247,309376.0836942695,317203.05867153424,5374.855824682814
2022-07-05,292525.72611650877,307881.3755284456,340058.500839668,314654.0375742629,322614.5406913133,5467.128027681661
2022-07-06,292073.974023881,307501.00267707946,339638.3746746031,314265.29741984286,322215.9657124783,5573.241061130335
2022-07-07,303068.95258171123,316758.715951685,349863.62487677066,323726.6584897019,331916.6918795368,6329.8731257208765
2022-07-08,303068.95258171123,316758.715951685,349863.62487677066,323726.6584897019,331916.6918795368,6431.372549019608
2022-07-11,303068.95258171123,316758.715951685,349863.62487677066,323726.6584897019,331916.6918795368,5946.943483275663
2022-07-12,298129.4926403706,312628.6538646634,345301.9240617191,319505.74480538693,327588.99235258705,5993.079584775086
2022-07-13,289005.0193259655,304999.34990281425,336875.27057134954,311708.61420157313,319594.60039165156,6145.328719723184
2022-07-14,296516.1365619928,311340.7923576895,343879.4662966173,318189.5533913715,326239.5023165845,6498.269896193771
