event,v1_ret,v2_ret,v1_mdd,v2_mdd,dret_pp,dmdd_pp
2011_eurodebt,-19.20497591420548,-16.106901503801062,-22.654377561204285,-20.08045855908054,3.0980744104044167,2.573919002123748
2015_china,15.54979777796155,16.52744161039832,-13.358241709694374,-10.099481478218685,0.9776438324367698,3.258760231475688
2018_Q4,-4.127618890888984,-2.777393889516877,-12.024219898747834,-9.375372770184963,1.3502250013721073,2.64884712856287
2020_covid,21.122675361437103,20.133572982518476,-7.1137254955859985,-6.159461623029527,-0.9891023789186271,0.9542638725564712
2022_bear,-16.707603191703726,-4.882831839154045,-30.904552043662846,-19.93698559078293,11.824771352549678,10.967566452879918
2023_svb,6.576064264423698,9.045921897819698,-23.575103221927694,-20.88975218852167,2.469857633396,2.685351033406025
2024_q3_aug,9.180045926522396,11.656774311773809,-13.106747034929311,-9.53926515585225,2.4767283852514144,3.5674818790770613
2025_apr,32.77686942296594,30.415918489032357,-12.41507068661254,-11.087158209207127,-2.360950933933581,1.327912477405413
