real_Cal,n_shuffles,vvix_shuffle_p50,vvix_p_value,vvix_z,ndx_shuffle_p50,ndx_p_value,ndx_z,both_shuffle_p50,both_p_value,both_z
3.4595337221586204,100,3.165464601957261,0.02,2.0638469074194528,3.10573955317202,0.01,2.344340044192636,2.730002526462031,0.0,3.0903476360514865
