date,V1,V2_FINAL,SOXL_buy_hold
2023-04-18,68283888.14040345,70187726.8929612,2856108.4996545627
2023-04-19,66316088.906498566,68577330.90961376,2761990.943977892
2023-04-20,66902208.77414301,69020552.37448087,2751131.139709833
2023-04-21,66491749.378378876,68710164.64544827,2689592.651615874
2023-04-24,65181312.920072414,67672496.01033536,2647963.7759115677
2023-04-25,64423743.33295629,67072614.80702868,2389140.1957319407
2023-04-26,64423743.33295629,67072614.80702868,2419909.4397789203
2023-04-27,64420577.6877014,67069978.16291194,2450678.6838259
2023-04-28,65451958.95581114,67928340.16215532,2575565.4835495497
2023-05-01,65844771.51374368,68255346.06143531,2653393.5917402315
2023-05-02,64046860.08840778,66764171.84751892,2597285.092085669
2023-05-03,61689452.933564074,64798462.77511412,2504977.35994473
2023-05-04,60264282.41682147,63535732.569755666,2461538.488093959
2023-05-05,62377385.21730146,65763545.281356506,2619004.528011054
2023-05-08,62176066.35320066,65554199.86739627,2651583.5955937654
2023-05-09,60253825.0520583,63571234.88651146,2523076.8035771847
2023-05-10,59310209.58144514,62575666.54420178,2590045.28011054
2023-05-11,59334967.33663306,62601787.39327574,2546606.2356490362
2023-05-12,59334967.33663306,62601787.39327574,2537556.600138175
2023-05-15,61808410.790302746,65211411.838460535,2734841.5196131105
2023-05-16,60871031.4740341,64222422.99599639,2723981.8879557843
2023-05-17,63346483.29760403,66834166.38640263,2921266.8074307195
2023-05-18,67252177.37275776,70954897.23182094,3198190.003853535
2023-05-19,66956065.4931242,70642482.24677047,3147511.147416902
2023-05-22,67961224.24803253,71702982.27728808,3172850.7482459513
2023-05-23,65461120.34475893,69065229.53149354,3062443.399861825
2023-05-24,62373826.833712734,65854151.387843154,2901357.5402625324
2023-05-25,69450492.63944173,72427454.59180829,3466063.2195440237
2023-05-26,78051090.28686565,81396712.71939497,4141176.2472096398
2023-05-30,82303560.30406243,85831462.81789364,4139366.5962846405
2023-05-31,79857893.49623157,83280963.67902553,3828054.1635219157
2023-06-01,81743189.0527486,85247071.52250293,4010859.631657326
2023-06-02,83312176.48674941,86883312.84797734,3985520.376049743
2023-06-05,83312176.48674941,86883312.84797734,3795474.9233284695
2023-06-06,86486024.20796488,90193206.02473356,3933031.523466645
2023-06-07,84836239.43721232,88472704.02354148,3916741.903369923
2023-06-08,85845506.70717569,89525233.0494444,4032579.2401934452
2023-06-09,84986454.32052457,88629357.79555422,4054298.503508098
2023-06-12,91090069.16594936,94994601.15470405,4452488.6799723655
2023-06-13,94857272.42048733,98923283.76423831,4626244.167375449
2023-06-14,98065635.3861143,102269171.66475147,4821719.263314653
2023-06-15,94236553.44233,98275957.96572797,4696832.636201735
2023-06-16,96830082.14975633,100980657.03337713,4568325.671574421
2023-06-20,94659786.5333065,98717332.73951963,4461538.315483226
2023-06-21,92862296.20244287,96842793.85044767,4123076.976187918
2023-06-22,94776593.21153599,98838869.25476073,4180995.471988946
2023-06-23,88388458.73796888,92219703.47348446,3961990.771367159
2023-06-26,87878052.20558286,91770295.37225069,3998190.0038535343
2023-06-27,94920161.68852805,98984590.42827794,4410859.804268059
2023-06-28,91085708.54108895,95049845.898158,4293212.471298071
2023-06-29,92459536.9084544,96483464.59312262,4309502.091394794
2023-06-30,91999757.98264395,96003675.6476835,4494117.55567667
2023-07-03,92851894.56997076,96892898.03621066,4613574.539571658
2023-07-05,91033460.12542017,94995323.58135018,4316742.075980655
2023-07-06,91105228.1880335,95066050.05311503,4159275.8634528276
2023-07-07,89712892.59597996,93680233.93916008,4155655.8711598967
2023-07-10,92954006.1748758,96879457.13689408,4401809.823535732
2023-07-11,94076844.97372787,97986030.43174702,4405429.815828663
2023-07-12,93540167.71542028,97427052.56445947,4649773.772058033
2023-07-13,97521382.50100978,101573699.20471445,4937556.600138175
2023-07-14,92357991.64220537,96195753.39920723,4747511.147416902
2023-07-17,97005260.26704682,101036130.48695272,5078732.847347815
2023-07-18,96123269.7854109,100117490.55809218,5114932.079834191
2023-07-19,96541722.62000023,100553331.40921524,4939366.596284641
2023-07-20,96541722.62000023,100553331.40921524,4396380.180317802
2023-07-21,94773811.0154383,99133248.77373327,4510407.175773393
2023-07-24,93244190.85513556,97879219.73872767,4506787.183480463
2023-07-25,96046678.55206014,100505859.29916908,4729411.531173714
2023-07-26,90835618.82044679,95456294.6304066,4535746.431380976
2023-07-27,94571155.77435662,98609698.15553729,4789140.023121207
2023-07-28,98442109.80347875,101620467.08631328,5095022.467444537
