Date,soxl_real,soxl_synth,soxl_spliced,source
2013-03-27,0.5782877802848816,0.5323649424379608,0.5782877802848816,real
2013-03-28,0.5887523889541626,0.5421351053898237,0.5887523889541626,real
2013-04-01,0.555538535118103,0.5099373870592043,0.555538535118103,real
2013-04-02,0.5396139025688171,0.4991974621296627,0.5396139025688171,real
2013-04-03,0.5071579813957214,0.4698055277342895,0.5071579813957214,real
2013-04-04,0.5265713334083557,0.48271540655688294,0.5265713334083557,real
2013-04-05,0.5189875960350037,0.47280936885225483,0.5189875960350037,real
2013-04-08,0.5380969643592834,0.48866828262942213,0.5380969643592834,real
2013-04-09,0.5528084635734558,0.5099769857310531,0.5528084635734558,real
2013-04-10,0.5882973670959473,0.5452942761947231,0.5882973670959473,real
2013-04-11,0.5825346112251282,0.5321408610082441,0.5825346112251282,real
2013-04-12,0.5738897919654846,0.5230032010175937,0.5738897919654846,real
2013-04-15,0.5329410433769226,0.49341543235465396,0.5329410433769226,real
2013-04-16,0.5649410486221313,0.5232310135806876,0.5649410486221313,real
2013-04-17,0.5092818737030029,0.48525083891459986,0.5092818737030029,real
2013-04-18,0.4954801201820373,0.4743037839933981,0.4954801201820373,real
2013-04-19,0.5073098540306091,0.4801241177098299,0.5073098540306091,real
2013-04-22,0.5227793455123901,0.501886884365618,0.5227793455123901,real
2013-04-23,0.5564483404159546,0.5337399385465168,0.5564483404159546,real
2013-04-24,0.5764678120613098,0.5536633105346304,0.5764678120613098,real
2013-04-25,0.5933021903038025,0.5600058320338313,0.5933021903038025,real
2013-04-26,0.5770748853683472,0.546328040663913,0.5770748853683472,real
2013-04-29,0.5967901349067688,0.5642177544866743,0.5967901349067688,real
2013-04-30,0.6145346760749817,0.5774405105012341,0.6145346760749817,real
2013-05-01,0.5972452163696289,0.5685205483554822,0.5972452163696289,real
2013-05-02,0.6219662427902222,0.5881923361008842,0.6219662427902222,real
2013-05-03,0.6400138139724731,0.6047294471107865,0.6400138139724731,real
2013-05-06,0.6529054641723633,0.6150922576676277,0.6529054641723633,real
2013-05-07,0.6519954800605774,0.62120102570988,0.6519954800605774,real
2013-05-08,0.6776267290115356,0.6341621275956768,0.6776267290115356,real
2013-05-09,0.6883944869041443,0.6389558714967633,0.6883944869041443,real
2013-05-10,0.7072006464004517,0.6534169649962882,0.7072006464004517,real
2013-05-13,0.6859676241874695,0.6330081746612204,0.6859676241874695,real
2013-05-14,0.6964322328567505,0.6316089026385162,0.6964322328567505,real
2013-05-15,0.7149357199668884,0.6533387023305799,0.7149357199668884,real
2013-05-16,0.7012858986854553,0.6387258158209524,0.7012858986854553,real
2013-05-17,0.7276751399040222,0.6607634113806747,0.7276751399040222,real
2013-05-20,0.7235804200172424,0.6572511396247535,0.7235804200172424,real
2013-05-21,0.7220635414123535,0.6544422577214946,0.7220635414123535,real
2013-05-22,0.6890014410018921,0.6294009115072431,0.6890014410018921,real
2013-05-23,0.6882426142692566,0.6307478955444187,0.6882426142692566,real
2013-05-24,0.6880912780761719,0.6252340351826418,0.6880912780761719,real
2013-05-28,0.7064417600631714,0.6386668935633645,0.7064417600631714,real
2013-05-29,0.715086817741394,0.6450742082257119,0.715086817741394,real
2013-05-30,0.7479977607727051,0.6676318736715469,0.7479977607727051,real
2013-05-31,0.7261582612991333,0.6564195903283742,0.7261582612991333,real
2013-06-03,0.7279782891273499,0.6774816644586186,0.7279782891273499,real
2013-06-04,0.7376847863197327,0.690803444698785,0.7376847863197327,real
2013-06-05,0.70340895652771,0.6511857512898522,0.70340895652771,real
2013-06-06,0.6979491114616394,0.6412294769149536,0.6979491114616394,real
2013-06-07,0.7313148975372314,0.6595863031476127,0.7313148975372314,real
2013-06-10,0.7428408265113831,0.6785792364798802,0.7428408265113831,real
2013-06-11,0.6953712105751038,0.6357119181220945,0.6953712105751038,real
2013-06-12,0.6698921322822571,0.6171439716898729,0.6698921322822571,real
2013-06-13,0.710385799407959,0.6527068747081977,0.710385799407959,real
2013-06-14,0.7026510238647461,0.6452953124432014,0.7026510238647461,real
2013-06-17,0.7328312397003174,0.6698754118754898,0.7328312397003174,real
2013-06-18,0.7684720158576965,0.6994186206520417,0.7684720158576965,real
2013-06-19,0.7434477806091309,0.6755424355574094,0.7434477806091309,real
2013-06-20,0.6741377711296082,0.6143717630144934,0.6741377711296082,real
2013-06-21,0.6792946457862854,0.6152523600166357,0.6792946457862854,real
2013-06-24,0.6371329426765442,0.5783952962835204,0.6371329426765442,real
2013-06-25,0.6842994689941406,0.6086853186110467,0.6842994689941406,real
2013-06-26,0.6930963397026062,0.61945843914622,0.6930963397026062,real
2013-06-27,0.7021960020065308,0.6257826706412073,0.7021960020065308,real
2013-06-28,0.7115986943244934,0.6387222196085456,0.7115986943244934,real
2013-07-01,0.7062906622886658,0.6203793714298367,0.7062906622886658,real
2013-07-02,0.7081108093261719,0.6146874559084204,0.7081108093261719,real
2013-07-03,0.7193335294723511,0.6277750239187752,0.7193335294723511,real
2013-07-05,0.7473907470703125,0.650511211023562,0.7473907470703125,real
2013-07-08,0.7029540538787842,0.6048878256179719,0.7029540538787842,real
2013-07-09,0.7246413230895996,0.6183431651740078,0.7246413230895996,real
2013-07-10,0.749514639377594,0.6341595291822015,0.749514639377594,real
2013-07-11,0.797288179397583,0.6788574211587874,0.797288179397583,real
2013-07-12,0.810937762260437,0.6846630707763287,0.810937762260437,real
2013-07-15,0.8107858300209045,0.6848703458596099,0.8107858300209045,real
2013-07-16,0.8174585103988647,0.6974778612885761,0.8174585103988647,real
2013-07-17,0.8195822834968567,0.6986284624436144,0.8195822834968567,real
2013-07-18,0.7992592453956604,0.6689295466764533,0.7992592453956604,real
2013-07-19,0.7944062948226929,0.6644953377353194,0.7944062948226929,real
2013-07-22,0.7886432409286499,0.6561346094086874,0.7886432409286499,real
