date,equity
2024-03-20,1005290.6430555335
2024-03-21,1034332.0009231496
2024-03-22,1034279.8473577709
2024-03-25,1030175.4802504204
2024-03-26,1036460.7801788165
2024-03-27,1036460.7801788165
2024-03-28,1029750.4943804751
2024-04-01,1039254.8880334196
2024-04-02,1024304.837879152
2024-04-03,1040814.2127801881
2024-04-04,1083172.499868294
2024-04-05,1084650.6222314136
2024-04-08,1073177.5641834165
2024-04-09,1092404.915967965
2024-04-10,1092404.915967965
2024-04-11,1113033.125949938
2024-04-12,1094502.711140202
2024-04-15,1103812.6877457167
2024-04-16,1103940.6157481775
2024-04-17,1117129.6877126873
2024-04-18,1111078.1939233828
2024-04-19,1091099.257907597
2024-04-22,1091543.1260595657
2024-04-23,1099074.3798419656
2024-04-24,1108016.7099472356
2024-04-25,1137934.6558827502
2024-04-26,1169306.5008688516
2024-04-29,1174913.2316061477
2024-04-30,1125059.2392910859
2024-05-01,1089454.8412691297
2024-05-02,1090220.1883706246
2024-05-03,1109590.479806634
2024-05-06,1122517.2109025724
2024-05-07,1123509.2475419817
2024-05-08,1135786.285594247
2024-05-09,1135800.7233704217
2024-05-10,1123628.263664578
2024-05-13,1132616.7662704147
2024-05-14,1156465.7251998591
2024-05-15,1192293.1448665771
2024-05-16,1169951.463284912
2024-05-17,1181300.0142515707
2024-05-20,1207430.1682436867
2024-05-21,1202401.5721013239
2024-05-22,1205465.4267351937
2024-05-23,1256685.7360494775
2024-05-24,1267313.7274704725
2024-05-28,1280011.3407879118
2024-05-29,1258558.453811634
2024-05-30,1258558.453811634
2024-05-31,1245621.845352578
2024-06-03,1215553.9044729061
2024-06-04,1218205.919932779
2024-06-05,1218205.919932779
2024-06-06,1218205.919932779
2024-06-07,1218205.919932779
2024-06-10,1257909.7393653835
2024-06-11,1252267.8268123884
2024-06-12,1272917.4371483908
2024-06-13,1269490.9753904142
2024-06-14,1248227.3428119465
2024-06-17,1263415.5911775143
2024-06-18,1275767.1171655182
2024-06-20,1289660.3925940306
2024-06-21,1278782.6239130062
2024-06-24,1202059.7415450762
2024-06-25,1219197.5122801058
2024-06-26,1200774.227440006
2024-06-27,1178119.8175822631
2024-06-28,1185849.6554995955
2024-07-01,1185481.0736551317
2024-07-02,1217117.4661376635
2024-07-03,1240152.770474506
2024-07-05,1247075.7243592022
2024-07-08,1259846.7392116883
2024-07-09,1241395.284287036
