date,close
2019-10-08,10.34
2019-10-09,10.86
2019-10-10,11.18
2019-10-11,11.92
2019-10-14,11.92
2019-10-15,12.7
2019-10-16,12.16
2019-10-17,12.28
2019-10-18,11.88
2019-10-21,12.55
2019-10-22,12.26
2019-10-23,11.53
2019-10-24,12.39
2019-10-25,13.14
2019-10-28,13.84
2019-10-29,13.46
2019-10-30,13.45
2019-10-31,13.22
2019-11-01,14.13
2019-11-04,15.06
2019-11-05,15.14
2019-11-06,14.78
2019-11-07,15.1
2019-11-08,15.32
2019-11-11,15.07
2019-11-12,15.2
2019-11-13,15.21
2019-11-14,15.08
2019-11-15,15.46
2019-11-18,15.38
2019-11-19,15.14
2019-11-20,14.62
2019-11-21,14.13
2019-11-22,14.12
2019-11-25,15.16
2019-11-26,14.93
2019-11-27,15.24
2019-11-29,14.75
2019-12-02,14.11
2019-12-03,13.47
2019-12-04,14.1
2019-12-05,14.26
2019-12-06,14.92
2019-12-09,14.68
2019-12-10,14.84
2019-12-11,15.82
2019-12-12,17.08
2019-12-13,16.81
2019-12-16,17.28
2019-12-17,17.51
2019-12-18,17.48
2019-12-19,17.92
2019-12-20,18.49
2019-12-23,18.58
2019-12-24,18.71
2019-12-26,18.77
2019-12-27,18.58
2019-12-30,18.18
2019-12-31,18.33
2020-01-02,19.47
2020-01-03,18.42
2020-01-06,17.83
2020-01-07,18.75
2020-01-08,18.78
2020-01-09,19.1
2020-01-10,18.71
2020-01-13,19.45
2020-01-14,19.57
2020-01-15,18.88
2020-01-16,19.82
2020-01-17,20.21
2020-01-21,20.17
2020-01-22,20.64
2020-01-23,21.1
2020-01-24,20.43
2020-01-27,18.03
2020-01-28,19.32
2020-01-29,18.26
2020-01-30,18.21
2020-01-31,16.23
2020-02-03,16.86
2020-02-04,18.42
2020-02-05,19.64
2020-02-06,19.65
2020-02-07,18.25
2020-02-10,19.08
2020-02-11,20.23
2020-02-12,21.13
2020-02-13,21.17
2020-02-14,21.03
2020-02-18,20.16
2020-02-19,21.72
2020-02-20,20.76
2020-02-21,18.91
2020-02-24,16.17
2020-02-25,14.7
2020-02-26,14.83
2020-02-27,12.74
2020-02-28,13.65
2020-03-02,15.02
2020-03-03,13.46
2020-03-04,15.49
2020-03-05,14.09
2020-03-06,13.21
2020-03-09,9.87
2020-03-10,11.77
2020-03-11,9.77
2020-03-12,6.8
2020-03-13,8.71
2020-03-16,5.31
2020-03-17,5.91
2020-03-18,4.33
2020-03-19,4.67
2020-03-20,4.26
2020-03-23,4.67
2020-03-24,6.26
2020-03-25,5.99
2020-03-26,7.27
2020-03-27,6.09
2020-03-30,6.76
2020-03-31,6.32
2020-04-01,5.29
2020-04-02,5.78
2020-04-03,5.42
2020-04-06,7.1
2020-04-07,6.99
2020-04-08,7.72
2020-04-09,7.2
2020-04-13,7.47
2020-04-14,8.47
2020-04-15,7.77
2020-04-16,8.36
2020-04-17,8.56
2020-04-20,8.01
2020-04-21,6.88
2020-04-22,8.05
2020-04-23,7.83
2020-04-24,8.34
2020-04-27,8.67
2020-04-28,8.51
2020-04-29,9.77
2020-04-30,8.73
2020-05-01,7.4
2020-05-04,7.62
2020-05-05,8.0
2020-05-06,8.28
2020-05-07,8.53
2020-05-08,9.28
2020-05-11,9.25
2020-05-12,8.48
2020-05-13,8.0
2020-05-14,8.65
2020-05-15,8.09
2020-05-18,9.25
2020-05-19,9.13
2020-05-20,10.13
2020-05-21,9.37
2020-05-22,9.5
2020-05-26,9.81
2020-05-27,10.22
2020-05-28,9.54
2020-05-29,10.3
2020-06-01,10.15
2020-06-02,10.8
2020-06-03,11.73
2020-06-04,12.05
2020-06-05,12.96
2020-06-08,12.86
2020-06-09,12.87
2020-06-10,12.97
2020-06-11,10.51
2020-06-12,10.96
2020-06-15,11.43
2020-06-16,12.06
2020-06-17,12.35
2020-06-18,12.32
2020-06-19,12.09
2020-06-22,12.38
2020-06-23,12.48
2020-06-24,11.64
2020-06-25,11.94
2020-06-26,11.24
2020-06-29,11.61
2020-06-30,12.53
2020-07-01,12.02
2020-07-02,12.47
2020-07-06,13.47
2020-07-07,12.92
2020-07-08,13.53
2020-07-09,14.07
2020-07-10,13.91
2020-07-13,13.2
2020-07-14,13.89
2020-07-15,13.77
2020-07-16,13.61
2020-07-17,13.86
2020-07-20,14.7
2020-07-21,14.4
2020-07-22,14.57
2020-07-23,13.89
2020-07-24,13.24
2020-07-27,14.5
2020-07-28,13.63
2020-07-29,14.49
2020-07-30,15.34
2020-07-31,15.11
2020-08-03,15.96
2020-08-04,16.71
2020-08-05,16.64
2020-08-06,16.59
2020-08-07,16.03
2020-08-10,16.06
2020-08-11,15.49
2020-08-12,17.07
2020-08-13,16.49
2020-08-14,16.47
2020-08-17,17.05
2020-08-18,16.76
2020-08-19,16.45
2020-08-20,16.03
2020-08-21,16.4
2020-08-24,16.84
2020-08-25,17.38
