date,BASE,CHAMP_NOMARGIN
2011-05-12,154867.27058245294,163033.85709227552
2011-05-13,154287.27059723838,162316.40391808795
2011-05-16,149219.99635223893,156070.38625864516
2011-05-17,148185.86115986854,154795.69174607348
2011-05-18,149939.73271700277,156883.558504518
2011-05-19,149105.62448768783,155890.6084576074
2011-05-20,149105.62448768783,155890.6084576074
2011-05-23,149105.62448768783,155890.6084576074
2011-05-24,149105.62448768783,155890.6084576074
2011-05-25,150072.6939282557,157025.37334555745
2011-05-26,150680.7253439467,157782.5018541773
2011-05-27,151677.29547265026,159000.6669110917
2011-05-31,154437.33670519965,162597.31413928495
2011-06-01,154437.33670519965,162597.31413928495
2011-06-02,152885.4215922322,160811.6163936208
2011-06-03,146552.5940978151,153490.74618171135
2011-06-06,146040.48295088488,152896.3165470107
2011-06-07,146040.48295088488,152896.3165470107
2011-06-08,146040.48295088488,152896.3165470107
2011-06-09,145197.26432440663,151956.6643182005
2011-06-10,144709.51296683995,151413.1319105295
2011-06-13,142755.26092178124,149244.75222883027
2011-06-14,144002.46507891314,150620.6901447727
2011-06-15,143011.2790955066,149563.35868553724
2011-06-16,142275.37685807943,148841.39086073166
2011-06-17,142062.86618070037,148587.1974908624
2011-06-20,141649.72131681925,148196.30308886434
2011-06-21,143886.28444179232,150487.222733871
2011-06-22,142517.3274688681,149010.84756628558
2011-06-23,147067.73211995352,154169.12626974896
2011-06-24,146135.90669110906,153117.51907750347
2011-06-27,146190.5929743332,153171.83083857913
2011-06-28,147108.61360498777,154094.71611198335
2011-06-29,147467.57041036335,154460.5074116338
2011-06-30,151757.40262108343,159664.04725743114
2011-07-01,156107.92870579136,165170.19680461093
2011-07-05,155520.35419447336,164421.31299468628
2011-07-06,155520.35419447336,164421.31299468628
2011-07-07,156838.58200904308,166127.15689030153
2011-07-08,153118.65472440643,161313.40984256435
2011-07-11,148753.47394631174,155546.8883611124
2011-07-12,145775.7755078851,151664.397753527
2011-07-13,145090.7349542621,150889.16292452218
2011-07-14,141203.35287740803,146828.15033760946
2011-07-15,142034.428607654,147696.34619139542
2011-07-18,142034.428607654,147696.34619139542
2011-07-19,144525.44219433755,150169.1984607589
2011-07-20,145797.11954247684,151431.60434768588
2011-07-21,147447.73553094215,153227.7340342286
2011-07-22,151878.32698203134,158436.73626563704
2011-07-25,149049.3696355116,155087.9855961761
2011-07-26,148468.89150647455,154463.7006100223
2011-07-27,146913.42727637626,152790.85039090973
2011-07-28,145563.30531472765,151568.80077335896
2011-07-29,143143.97014215618,149378.96333174157
2011-08-01,142566.78044619018,148901.86975948085
2011-08-02,138961.6348425671,145681.52752541576
2011-08-03,136587.05154348526,143674.25541180768
2011-08-04,137964.4065996772,144966.64095782203
2011-08-05,132177.8094183401,140765.35165953968
2011-08-08,132578.38363079412,141031.6587446495
2011-08-09,134780.11315928554,142202.71528873494
2011-08-10,130286.18834025403,139585.6089518221
2011-08-11,134552.63392555196,141929.98190610972
2011-08-12,133313.08022951233,141256.95713284754
2011-08-15,134296.06505568337,141828.63036030874
2011-08-16,130290.71515570075,139282.78154149262
2011-08-17,129119.78306954808,138519.48149502938
2011-08-18,126726.8391405061,136961.72774983823
2011-08-19,124778.13426404753,135908.68330966885
2011-08-22,127026.96897642917,137123.91241867433
2011-08-23,130693.28299396252,139102.78086799115
2011-08-24,128157.21105912288,137615.8348743688
2011-08-25,125077.68813624425,135775.08914605458
2011-08-26,127823.77207553425,137300.29263848596
2011-08-29,131421.9396873467,139349.96695117292
2011-08-30,130750.74119564274,138966.96329728933
2011-08-31,128762.5263361476,137703.42483048578
2011-09-01,126155.40829482465,135941.05194651804
2011-09-02,124907.51035631911,135096.82274804285
2011-09-06,124907.51035631911,135096.82274804285
2011-09-07,126771.70316948308,136186.69522196378
2011-09-08,125543.0554512259,135454.39320840972
2011-09-09,124031.76112328493,134486.01323028756
2011-09-12,127095.04092431303,136165.3277051434
2011-09-13,128774.37106966696,137102.7447164865
2011-09-14,130984.01152891805,138362.14614265558
2011-09-15,132116.1905382627,139010.54091397475
2011-09-16,131604.51773373707,138676.74418231592
2011-09-19,130085.48971289909,137673.0529038061
2011-09-20,130620.82554415018,138038.66513902586
2011-09-21,126636.02673945748,135475.61469554337
2011-09-22,126471.06260278089,135369.50860979327
2011-09-23,129337.95299067002,136903.81035068084
2011-09-26,130068.91419561864,137304.07234318423
2011-09-27,128028.38974472095,136220.37115759545
2011-09-28,129200.98554951599,136871.81385184304
2011-09-29,128500.54334605303,136455.01002386876
2011-09-30,126904.6474707402,135573.0070818596
2011-10-03,123681.63217489731,133853.12504196382
2011-10-04,129299.940828599,136888.9228391095
2011-10-05,132259.8869303439,138456.1693108685
2011-10-06,132944.7461183404,138843.38088769274
2011-10-07,132932.39499044535,138816.39004697843
2011-10-10,134933.9151935591,139965.45661791792
2011-10-11,133982.83866683426,139404.84858116804
2011-10-12,134010.01625856507,139420.35171479505
2011-10-13,136053.688598907,140801.26478362872
2011-10-14,137680.40968917595,141885.71712871038
2011-10-17,137680.40968917595,141885.71712871038
2011-10-18,139967.22329174547,143297.31463131338
2011-10-19,139782.8275987358,143182.70649871527
2011-10-20,139306.51049519563,142922.7492271895
2011-10-21,138384.13331303533,142374.23472915322
2011-10-24,142609.4528210965,145072.65890756232
2011-10-25,137334.5249952929,141445.05137391773
2011-10-26,136524.83888808204,141055.10335961948
2011-10-27,139510.2435920052,143078.91977675242
2011-10-28,138775.35401100945,142642.5899985652
2011-10-31,136172.45182352565,140538.94110276527
2011-11-01,136172.45182352565,140538.94110276527
2011-11-02,136172.45182352565,140538.94110276527
2011-11-03,138349.0527990567,141911.20468403283
2011-11-04,139241.28095342833,142567.91371109406
2011-11-07,137988.55673541556,141719.89764925206
2011-11-08,139720.64475018362,142898.20840849195
2011-11-09,139720.64475018362,142898.20840849195
2011-11-10,139720.64475018362,142898.20840849195
2011-11-11,142514.78696037616,144640.16952264163
2011-11-14,138680.0223390602,142087.1700007745
2011-11-15,140650.53003985656,143375.39141555844
2011-11-16,137880.65923642053,141550.9980936188
2011-11-17,138271.2005529116,141758.1830156784
2011-11-18,137216.07599934348,141116.88285321495
2011-11-21,138266.4993529817,141742.2832081218
2011-11-22,136584.89470134507,140694.65189175983
2011-11-23,135607.65628915408,140085.8372318059
