date,strategy,leg,ticker,action,qty,price,pnl,side
2010-05-25,yangbyungi,SHORT,SOXS,STOP_BUY,3.6219392260878934e-06,4146757142.3999996,0.0,
2010-05-25,yangbyungi,SHORT,SOXS,LOC_SELL,9.054848065219734e-07,3670164000.0,-434.0251855006413,loser
2010-05-26,yangbyungi,SHORT,SOXS,MOO_SELL,2.71645441956592e-06,3487855200.0,-1797.1357702467649,
2010-05-26,yangbyungi,SHORT,SOXS,STOP_BUY,3.921363223147395e-06,3700825488.0,0.0,
2010-05-26,yangbyungi,SHORT,SOXS,LOC_SELL,9.803408057868488e-07,3687435360.0,-15.66194363069144,loser
2010-05-27,yangbyungi,SHORT,SOXS,MOO_SELL,2.941022417360546e-06,3429324480.0,-805.830026677244,
2010-06-01,yangbyungi,LONG,SOXL,STOP_BUY,29138.684005576135,0.6082889692568778,0.0,
2010-06-01,yangbyungi,LONG,SOXL,LOC_SELL,7284.671001394034,0.5615521075129509,-343.4453290210108,loser
2010-06-02,yangbyungi,LONG,SOXL,MOO_SELL,21854.013004182103,0.5815420884490013,-593.6275851893988,
2010-06-02,yangbyungi,LONG,SOXL,STOP_BUY,34996.31284441727,0.5908557802757619,0.0,
2010-06-03,yangbyungi,LONG,SOXL,MOO_SELL,34996.31284441727,0.6326835162043571,1448.8297547318216,
2010-06-03,yangbyungi,LONG,SOXL,STOP_BUY,33439.841382214065,0.642816263963878,0.0,
2010-06-04,yangbyungi,LONG,SOXL,MOO_SELL,33439.841382214065,0.6286855081021786,-487.4118207773063,
2010-06-07,yangbyungi,SHORT,SOXS,STOP_BUY,3.91744997383426e-06,3518584012.7999997,0.0,
2010-06-08,yangbyungi,SHORT,SOXS,MOO_SELL,3.91744997383426e-06,3518559840.0,-9.743376385433294,
2010-06-09,yangbyungi,LONG,SOXL,STOP_BUY,36278.99607913156,0.5148623320381343,0.0,
2010-06-09,yangbyungi,LONG,SOXL,LOC_SELL,9069.74901978289,0.48342515273392206,-288.29630210688265,loser
2010-06-09,yangbyungi,SHORT,SOXS,STOP_BUY,3.853285632749111e-06,3877976419.2,0.0,
2010-06-10,yangbyungi,LONG,SOXL,MOO_SELL,27209.247059348672,0.5090783479809762,-167.12908042641538,
2010-06-10,yangbyungi,SHORT,SOXS,MOO_SELL,3.853285632749111e-06,3678799680.0,-777.67631340771,
2010-06-11,yangbyungi,LONG,SOXL,STOP_BUY,41072.35727462845,0.5260328917792438,0.0,
2010-06-14,yangbyungi,LONG,SOXL,MOO_SELL,41072.35727462845,0.586539583683014,2469.158876405374,
2010-06-14,longbyungi,LONG,SOXL,STOP_BUY,74926.27774474278,0.5959333129334449,0.0,
2010-06-15,longbyungi,LONG,SOXL,MOO_SELL,74926.27774474278,0.5830413489341736,-996.8645393238112,
2010-06-15,longbyungi,LONG,SOXL,STOP_BUY,82426.45176625253,0.5923790521788596,0.0,
2010-06-16,longbyungi,LONG,SOXL,MOO_SELL,82426.45176625253,0.651007307946682,4796.648322142035,
2010-06-16,longbyungi,LONG,SOXL,STOP_BUY,77314.49746407472,0.6614335205349325,0.0,
2010-06-17,longbyungi,LONG,SOXL,MOO_SELL,77314.49746407472,0.6876560233533383,1990.873164613411,
2010-06-21,longbyungi,LONG,SOXL,STOP,76885.14767340693,0.6496137087417806,-4406.749139921252,
2010-06-22,longbyungi,LONG,SOXL,STOP,72329.98684173329,0.608214579472692,-3881.467077391353,
2010-06-23,yangbyungi,LONG,SOXL,STOP_BUY,44042.104947873195,0.629614654842317,0.0,
2010-06-23,yangbyungi,LONG,SOXL,LOC_SELL,11010.526236968299,0.6190233622789383,-121.42756122928586,loser
2010-06-24,yangbyungi,LONG,SOXL,MOO_SELL,33031.5787109049,0.6081957538127899,-721.8105064378433,
2010-06-24,yangbyungi,SHORT,SOXS,STOP_BUY,5.2856068531418094e-06,3136793212.7999997,0.0,
2010-06-25,yangbyungi,SHORT,SOXS,MOO_SELL,5.2856068531418094e-06,3076221120.0,-331.65411171046253,
2010-06-25,yangbyungi,SHORT,SOXS,STOP_BUY,5.276441277928656e-06,3264056812.7999997,0.0,
2010-06-25,yangbyungi,SHORT,SOXS,LOC_SELL,1.319110319482164e-06,3138589920.0,-168.46070212787436,loser
2010-06-28,yangbyungi,SHORT,SOXS,MOO_SELL,3.957330958446492e-06,3107885280.0,-626.8480008757251,
2010-06-28,yangbyungi,LONG,SOXL,STOP_BUY,36830.72197204317,0.5702074743242561,0.0,
2010-06-29,yangbyungi,LONG,SOXL,MOO_SELL,36830.72197204317,0.544394672036171,-965.0722050084987,
2010-06-30,yangbyungi,LONG,SOXL,STOP_BUY,34472.73239709537,0.5062304780969022,0.0,
2010-06-30,yangbyungi,LONG,SOXL,LOC_SELL,8618.183099273843,0.47143115821480747,-302.8558939208983,loser
2010-07-01,yangbyungi,LONG,SOXL,MOO_SELL,25854.54929782153,0.4747624940425158,-822.4676409428448,
2010-07-01,yangbyungi,LONG,SOXL,STOP_BUY,37566.56130517419,0.48236605644710356,0.0,
2010-07-01,yangbyungi,LONG,SOXL,LOC_SELL,9391.640326293547,0.4732632633447647,-88.63138318169331,loser
2010-07-01,yangbyungi,SHORT,SOXS,STOP_BUY,3.7490308830997283e-06,3866777222.3999996,0.0,
2010-07-01,yangbyungi,SHORT,SOXS,LOC_SELL,9.372577207749321e-07,3657690240.0,-198.4367163962811,loser
2010-07-02,yangbyungi,LONG,SOXL,MOO_SELL,28174.92097888064,0.4742627504765987,-237.74353475108546,
2010-07-02,yangbyungi,SHORT,SOXS,MOO_SELL,2.8117731623247962e-06,3548304960.0,-902.7690955380967,
2010-07-02,yangbyungi,SHORT,SOXS,STOP_BUY,4.135241684471865e-06,3764966342.3999996,0.0,
2010-07-02,yangbyungi,SHORT,SOXS,LOC_SELL,1.0338104211179662e-06,3702787680.0,-66.98303383604161,loser
2010-07-06,yangbyungi,SHORT,SOXS,MOO_SELL,3.101431263353899e-06,3488814720.0,-864.3392613148189,
2010-07-07,yangbyungi,LONG,SOXL,STOP_BUY,45576.14953737644,0.47424201024770724,0.0,
2010-07-08,yangbyungi,LONG,SOXL,MOO_SELL,45576.14953737644,0.5598869310915471,3886.8696541506215,
2010-07-08,yangbyungi,SHORT,SOXS,STOP_BUY,5.883020787346163e-06,3201952176.0,0.0,
2010-07-08,yangbyungi,SHORT,SOXS,LOC_SELL,1.4707551968365408e-06,3144347040.0,-87.98990152989063,loser
2010-07-09,yangbyungi,SHORT,SOXS,MOO_SELL,4.4122655905096224e-06,3149144640.0,-242.80882809252944,
2010-07-09,yangbyungi,LONG,SOXL,STOP_BUY,44159.2088529943,0.5468507998873293,0.0,
2010-07-12,yangbyungi,LONG,SOXL,MOO_SELL,44159.2088529943,0.5570543260574341,433.51799122897864,
2010-07-12,yangbyungi,LONG,SOXL,STOP_BUY,43831.31414084617,0.5659758339357376,0.0,
2010-07-13,yangbyungi,LONG,SOXL,MOO_SELL,43831.31414084617,0.5963686582148076,1314.3259483020847,
2010-07-13,longbyungi,LONG,SOXL,STOP_BUY,82597.99562127914,0.6059198050846158,0.0,
2010-07-14,longbyungi,LONG,SOXL,MOO_SELL,82597.99562127914,0.6396799857020379,2752.5138346885724,
2010-07-19,yangbyungi,LONG,SOXL,STOP_BUY,42863.325796782134,0.5681764249438047,0.0,
2010-07-20,yangbyungi,LONG,SOXL,MOO_SELL,42863.325796782134,0.5392302480936051,-1257.3429054569533,
2010-07-20,longbyungi,LONG,SOXL,STOP_BUY,95237.33441938831,0.5478662943130731,0.0,
2010-07-21,longbyungi,LONG,SOXL,MOO_SELL,95237.33441938831,0.5958689444363118,4533.520239406767,
2010-07-22,yangbyungi,LONG,SOXL,STOP_BUY,46814.140266703995,0.5669913283614814,0.0,
2010-07-23,yangbyungi,LONG,SOXL,MOO_SELL,46814.140266703995,0.5947025285959244,1278.241720025635,
2010-07-23,longbyungi,LONG,SOXL,STOP_BUY,93372.15646699132,0.6042269915539025,0.0,
2010-07-26,longbyungi,LONG,SOXL,MOO_SELL,93372.15646699132,0.6113611439168454,626.4054607374492,
2010-07-26,longbyungi,LONG,SOXL,STOP_BUY,94361.48181502394,0.6211524030576645,0.0,
2010-07-27,longbyungi,LONG,SOXL,MOO_SELL,94361.48181502394,0.6468434434831143,2382.367155459913,
2010-07-28,longbyungi,LONG,SOXL,STOP_BUY,90379.14598201367,0.6219983558557927,0.0,
2010-07-29,longbyungi,LONG,SOXL,MOO_SELL,90379.14598201367,0.5945355998873711,-2520.542685730754,
2010-08-04,longbyungi,LONG,SOXL,STOP_BUY,107579.75596436305,0.5568362630461156,0.0,
2010-08-05,longbyungi,LONG,SOXL,MOO_SELL,107579.75596436305,0.5590533598959446,196.4982413922262,
2010-08-06,longbyungi,LONG,SOXL,STOP_BUY,112057.89899378044,0.5471889752081036,0.0,
2010-08-09,longbyungi,LONG,SOXL,MOO_SELL,112057.89899378044,0.5533901753723621,651.7284560950502,
2010-08-09,longbyungi,LONG,SOXL,STOP_BUY,107765.70155884967,0.5622530000169574,0.0,
2010-08-10,longbyungi,LONG,SOXL,MOO_SELL,107765.70155884967,0.5413961510658264,-2289.2803932900424,
2010-08-13,yangbyungi,LONG,SOXL,STOP_BUY,67485.53929330093,0.44445413340657935,0.0,
2010-08-13,yangbyungi,LONG,SOXL,LOC_SELL,16871.384823325232,0.4221218355894089,-381.89390829063996,loser
2010-08-16,yangbyungi,LONG,SOXL,MOO_SELL,50614.15446997569,0.4181238274872303,-1347.9666999979272,
2010-08-16,yangbyungi,LONG,SOXL,STOP_BUY,58138.94780239012,0.4248202928884327,0.0,
2010-08-17,yangbyungi,LONG,SOXL,MOO_SELL,58138.94780239012,0.44294541750848293,1036.1178293274024,
2010-08-17,yangbyungi,LONG,SOXL,STOP_BUY,59488.41962230398,0.45003941327713426,0.0,
