date,regime,active_CHAMP,BASE_equity,CHAMP_equity,CHAMP_cash,BASE_dd_%,CHAMP_dd_%,CHAMP_ret_%,k_today,VIX,scale
2010-07-01,BEAR,yangbyungi,84895.50276421882,90511.6594527177,66881.09387005109,-17.6488976760126,-12.960069899681216,-1.1494174587508121,0.3956177650192964,32.86000061035156,0.6086427154143021
2010-07-02,BEAR,yangbyungi,84066.51686538773,89954.10136309505,78464.41504762365,-18.4530380645722,-13.496241896096484,-0.6160069244050326,0.4316068936846308,30.1200008392334,0.6640106056686628
2010-07-06,BEAR,yangbyungi,83117.7207574136,89280.9469806153,89280.9469806153,-19.373397834269102,-14.143576292040994,-0.7483309513176994,0.4384485722514286,29.649999618530273,0.6745362650021978
2010-07-07,BEAR,yangbyungi,86862.1019009403,92277.98804624929,67659.2572609882,-15.741239420095255,-11.261491857418083,3.3568652293581636,0.48435171110632613,26.84000015258789,0.7451564786251171
2010-07-08,BEAR,yangbyungi,87560.91523789887,92827.65313891685,78947.01857242081,-15.063370195655057,-10.7329101085732,0.5956621988681299,0.5056398468660874,25.709999084472656,0.7779074567170575
2010-07-09,BEAR,yangbyungi,87968.97828195004,93173.72296727664,68680.06724695266,-14.667537196248404,-10.400114379797499,0.3728089816532387,0.5204163426031905,24.979999542236328,0.8006405270818314
2010-07-12,BEAR,yangbyungi,88571.42536987126,93693.9068164175,68454.3887104071,-14.083146031029948,-9.899883071010295,0.5582945841109632,0.5321326171758499,24.43000030517578,0.8186655648859229
2010-07-13,NEUTRAL,longbyungi,90243.06993688672,95138.36307717422,44519.58372095662,-12.461602270697236,-8.510831398226514,1.5416757714959761,0.529315972422037,24.559999465942383,0.8143322652646722
2010-07-14,NEUTRAL,longbyungi,92801.11720096473,97337.37567936315,97337.37567936315,-9.980222160625363,-6.396165681770061,2.311383684839252,0.5222981244992156,24.889999389648438,0.8035355761526394
2010-07-15,NEUTRAL,longbyungi,92801.11720096473,97337.37567936315,97337.37567936315,-9.980222160625363,-6.396165681770061,0.0,0.5171042289425368,25.139999389648438,0.7955449676039027
2010-07-16,NEUTRAL,longbyungi,92801.11720096473,97337.37567936315,97337.37567936315,-9.980222160625363,-6.396165681770061,0.0,0.49523809523809526,26.25,0.7619047619047619
2010-07-19,BEAR,yangbyungi,93594.8366688049,97978.51367992684,72974.92059102157,-9.210291233963886,-5.779619624707943,0.6586760697921967,0.5005776027616236,25.969999313354492,0.7701193888640362
2010-07-20,NEUTRAL,longbyungi,95242.27361446549,99598.28381315069,43884.44522138001,-7.6122295691286475,-4.221978542588167,1.6531891252354214,0.5432511422571211,23.93000030517578,0.8357709880878786
2010-07-21,NEUTRAL,longbyungi,96395.90665924123,100613.55301331295,100613.55301331295,-6.493172024013294,-3.245651727352916,1.0193641509596008,0.5070202928806797,25.639999389648438,0.7800312198164303
2010-07-22,BEAR,yangbyungi,98198.95250267355,102141.71805625726,74061.05131334216,-4.744165210781759,-1.776102065752605,1.518846116826933,0.5278116298399167,24.6299991607666,0.8120178920614103
2010-07-23,NEUTRAL,longbyungi,98629.9581994156,102535.55294850754,45454.071244369225,-4.3260771722056335,-1.397373383726419,0.3855769216975169,0.5538986101547505,23.469999313354492,0.8521517079303853
2010-07-26,NEUTRAL,longbyungi,99844.44529064643,103647.067451528,43884.82450717687,-3.1479894353453886,-0.3284929186750607,1.0840283892345592,0.5719313797540435,22.729999542236328,0.8798944303908361
2010-07-27,NEUTRAL,longbyungi,101214.74461968403,104900.56734953594,104900.56734953594,-1.8187593043515915,0.0,1.2093925364498714,0.5605864467707865,23.190000534057617,0.8624406873396715
2010-07-28,NEUTRAL,longbyungi,97614.59256422787,101823.2438726587,48665.2116570012,-5.311011315912095,-2.9335622815302664,-2.9335622815302664,0.5360824742268041,24.25,0.8247422680412371
2010-07-29,NEUTRAL,longbyungi,98265.96884129013,102380.02466380518,102380.02466380518,-4.679157416739709,-2.4027922340325802,0.5468110914270241,0.5387484646554375,24.1299991607666,0.828843791777596
2010-07-30,NEUTRAL,longbyungi,98265.96884129013,102380.02466380518,102380.02466380518,-4.679157416739709,-2.4027922340325802,0.0,0.5531914893617021,23.5,0.851063829787234
2010-08-02,BEAR,yangbyungi,98265.96884129013,102380.02466380518,102380.02466380518,-4.679157416739709,-2.4027922340325802,0.0,0.5906406117588866,22.010000228881836,0.9086778642444409
2010-08-03,NEUTRAL,longbyungi,98265.96884129013,102380.02466380518,102380.02466380518,-4.679157416739709,-2.4027922340325802,0.0,0.574458704467739,22.6299991607666,0.8837826222580598
2010-08-04,NEUTRAL,longbyungi,98893.06272695691,102968.36159489868,42454.74886494448,-4.070858142174871,-1.8419402329817758,0.5746598841184891,0.5853219511876746,22.209999084472656,0.9004953095194993
