date,equity,cash,regime,active
2020-01-14,1261300.9333142,601011.0905315367,BEAR,yangbyungi
2020-01-15,1260425.3906832887,1260425.3906832887,BEAR,yangbyungi
2020-01-16,1268170.324846993,378127.6172049866,BEAR,yangbyungi
2020-01-17,1278838.8520329865,1278838.8520329865,BEAR,yangbyungi
2020-01-21,1274120.8302988242,606127.029824256,BEAR,yangbyungi
2020-01-22,1275375.5259125563,608706.3082121027,BEAR,yangbyungi
2020-01-23,1282528.624934873,1282528.624934873,BEAR,yangbyungi
2020-01-24,1288598.138593832,769517.1749609238,BEAR,yangbyungi
2020-01-27,1332867.3412736533,1332867.3412736533,BEAR,yangbyungi
2020-01-28,1347681.6791140232,399860.2023820961,BEAR,yangbyungi
2020-01-29,1336328.0043680745,1336328.0043680745,BEAR,yangbyungi
2020-01-30,1337050.4038497342,400898.40131042246,BEAR,yangbyungi
2020-01-31,1325431.7299612993,788163.49883567,BEAR,yangbyungi
2020-02-03,1325071.5610616626,395347.2041759817,BEAR,yangbyungi
2020-02-04,1394545.637735798,1394545.637735798,BEAR,yangbyungi
2020-02-05,1394545.637735798,1394545.637735798,BEAR,yangbyungi
2020-02-06,1394545.637735798,1394545.637735798,BEAR,yangbyungi
2020-02-07,1394545.637735798,1394545.637735798,BEAR,yangbyungi
2020-02-10,1446735.309228492,418363.69132073957,BEAR,yangbyungi
2020-02-11,1490147.8778737967,442131.95349046413,BEAR,yangbyungi
2020-02-12,1518040.3396388316,722029.2346985274,BEAR,yangbyungi
2020-02-13,1510420.67733507,448817.4745204918,BEAR,yangbyungi
2020-02-14,1533328.6307241083,1533328.6307241083,BEAR,yangbyungi
2020-02-18,1533328.6307241083,1533328.6307241083,BEAR,yangbyungi
2020-02-19,1553918.2877236963,459998.58921723254,BEAR,yangbyungi
2020-02-20,1521402.798029208,1073095.240496288,BEAR,yangbyungi
2020-02-21,1534616.0060725189,918307.7411900132,BEAR,yangbyungi
2020-02-24,1619497.8748116256,1619497.8748116256,BEAR,yangbyungi
2020-02-25,1668164.0837031112,971698.7248869753,BEAR,yangbyungi
2020-02-26,1611339.5491898144,773255.5332446238,BEAR,yangbyungi
2020-02-27,1531834.4080510922,1531834.4080510922,BEAR,yangbyungi
2020-02-28,1531834.4080510922,1531834.4080510922,BEAR,yangbyungi
2020-03-02,1531834.4080510922,1531834.4080510922,BEAR,yangbyungi
2020-03-03,1463638.3028593585,320331.21519704454,BEAR,yangbyungi
2020-03-04,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-05,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-06,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-09,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-10,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-11,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-12,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-13,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-16,1448511.305578413,1448511.305578413,BEAR,yangbyungi
2020-03-17,1507871.047319369,724255.6527892064,BEAR,yangbyungi
2020-03-18,1340278.3360686637,1340278.3360686637,BEAR,yangbyungi
2020-03-19,1399714.748727901,670139.1680343319,BEAR,yangbyungi
2020-03-20,1486448.488988481,1486448.488988481,BEAR,yangbyungi
2020-03-23,1486448.488988481,1486448.488988481,BEAR,yangbyungi
2020-03-24,1486448.488988481,1486448.488988481,BEAR,yangbyungi
2020-03-25,1431993.0305268213,469277.35934452584,BEAR,yangbyungi
2020-03-26,1440157.699757586,1440157.699757586,BEAR,yangbyungi
2020-03-27,1440157.699757586,1440157.699757586,BEAR,yangbyungi
2020-03-30,1476089.4704251164,720078.849878793,BEAR,yangbyungi
2020-03-31,1417423.386837488,317217.35666171927,BEAR,yangbyungi
2020-04-01,1421277.216195527,1421277.216195527,BEAR,yangbyungi
2020-04-02,1490426.2698524105,710638.6080977635,BEAR,yangbyungi
2020-04-03,1424758.9753250391,467772.6223223661,BEAR,yangbyungi
2020-04-06,1435823.791544166,1435823.791544166,BEAR,yangbyungi
2020-04-07,1435823.791544166,1435823.791544166,BEAR,yangbyungi
2020-04-08,1435823.791544166,1435823.791544166,BEAR,yangbyungi
2020-04-09,1377981.1953956727,301871.12156212144,BEAR,yangbyungi
2020-04-13,1396087.2826849075,688743.9519537765,BEAR,yangbyungi
2020-04-14,1444936.1152139553,1444936.1152139553,BEAR,yangbyungi
2020-04-15,1444936.1152139553,1444936.1152139553,BEAR,yangbyungi
2020-04-16,1450219.481941966,722468.0576069776,BEAR,yangbyungi
2020-04-17,1493968.8754938517,1493968.8754938517,BEAR,yangbyungi
2020-04-20,1459416.388069026,812907.4047912335,BEAR,yangbyungi
2020-04-21,1332019.6181458915,761626.0545289251,BEAR,yangbyungi
2020-04-22,1381965.3612749935,1381965.3612749935,BEAR,yangbyungi
2020-04-23,1344068.13972911,750480.5319175737,BEAR,yangbyungi
2020-04-24,1380629.1509316373,538293.4381804201,BEAR,yangbyungi
2020-04-27,1400472.6524060464,774037.521452429,BEAR,yangbyungi
2020-04-28,1433290.3243428064,1433290.3243428064,BEAR,yangbyungi
2020-04-29,1433290.3243428064,1433290.3243428064,BEAR,yangbyungi
2020-04-30,1446144.1718724177,859974.1946056839,BEAR,yangbyungi
2020-05-01,1488866.7322605143,1488866.7322605143,BEAR,yangbyungi
2020-05-04,1524444.4728660383,595546.6929042058,BEAR,yangbyungi
2020-05-05,1576796.6130103671,1576796.6130103671,BEAR,yangbyungi
2020-05-06,1563101.956558426,863665.8734753903,BEAR,yangbyungi
2020-05-07,1599202.8752144976,1599202.8752144976,BEAR,yangbyungi
2020-05-08,1636128.4095814335,639681.150085799,BEAR,yangbyungi
2020-05-11,1617034.287081593,641103.5413384329,BEAR,yangbyungi
2020-05-12,1661320.6784581575,982048.9195256458,BEAR,yangbyungi
2020-05-13,1659299.3341915032,989348.591011204,BEAR,yangbyungi
2020-05-14,1762882.9464633176,669552.2404687763,BEAR,yangbyungi
2020-05-15,1653986.3266729815,1653986.3266729815,BEAR,yangbyungi
2020-05-18,1653986.3266729815,1653986.3266729815,BEAR,yangbyungi
2020-05-19,1631477.639529319,903910.7317473728,BEAR,yangbyungi
2020-05-20,1675061.7857719033,1675061.7857719033,BEAR,yangbyungi
2020-05-21,1686846.6395758502,1005037.0714631418,BEAR,yangbyungi
2020-05-22,1681939.20202204,1681939.20202204,BEAR,yangbyungi
2020-05-26,1681939.20202204,1681939.20202204,BEAR,yangbyungi
2020-05-27,1640331.9006672003,-14706.649562422972,BEAR,yangbyungi
2020-05-28,1544583.1925880923,263782.60886406666,BEAR,yangbyungi
2020-05-29,1597455.3317226735,464577.0022693807,BEAR,yangbyungi
2020-06-01,1564839.6486182613,745239.2441582165,BEAR,yangbyungi
2020-06-02,1613952.304053154,471309.04270369885,BEAR,yangbyungi
2020-06-03,1692870.2260976213,497192.7177376966,BEAR,yangbyungi
2020-06-04,1704028.7930336217,504403.461625041,BEAR,yangbyungi
2020-06-05,1789637.142216882,1789637.142216882,BEAR,yangbyungi
2020-06-08,1789637.142216882,1789637.142216882,BEAR,yangbyungi
2020-06-09,1816170.5968038454,536891.1426650647,BEAR,yangbyungi
2020-06-10,1806886.7739989664,866079.5754249034,BEAR,yangbyungi
2020-06-11,1734142.450634222,1734142.450634222,BEAR,yangbyungi
2020-06-12,1734142.450634222,1734142.450634222,BEAR,yangbyungi
2020-06-15,1734142.450634222,1734142.450634222,BEAR,yangbyungi
2020-06-16,1734142.450634222,1734142.450634222,BEAR,yangbyungi
2020-06-17,1722317.5107647139,820569.8471568221,BEAR,yangbyungi
2020-06-18,1700994.6207510117,809699.2576395265,BEAR,yangbyungi
2020-06-19,1725339.6226233803,1210151.6110985766,BEAR,yangbyungi
2020-06-22,1733634.7267211224,518021.075856016,BEAR,yangbyungi
2020-06-23,1723449.632436762,825683.2661916723,BEAR,yangbyungi
2020-06-24,1619914.079782958,276748.32672892534,BEAR,yangbyungi
2020-06-25,1632382.1545539359,486392.14675132744,BEAR,yangbyungi
2020-06-26,1545770.0191713814,750348.0263261609,BEAR,yangbyungi
2020-06-29,1564188.6482626202,464038.0341650492,BEAR,yangbyungi
2020-06-30,1632994.5326608785,472857.9430326354,BEAR,yangbyungi
2020-07-01,1632747.7120205602,1632747.7120205602,BEAR,yangbyungi
2020-07-02,1609513.710595597,769568.2111825155,BEAR,yangbyungi
2020-07-06,1651557.8533097398,1651557.8533097398,BEAR,yangbyungi
2020-07-07,1605314.7728793249,772752.3271194058,BEAR,yangbyungi
2020-07-08,1625446.3181271716,487692.26618619333,BEAR,yangbyungi
2020-07-09,1651197.372261376,491332.65289972,BEAR,yangbyungi
2020-07-10,1652466.8477528517,1652466.8477528517,BEAR,yangbyungi
2020-07-13,1557785.9893952822,94043.87372455373,BEAR,yangbyungi
2020-07-14,1613460.4312419642,466413.046567885,BEAR,yangbyungi
2020-07-15,1615978.0801411655,1140188.445464571,BEAR,yangbyungi
2020-07-16,1636676.1989230013,489506.54941107635,BEAR,yangbyungi
2020-07-17,1656707.6719420725,1656707.6719420725,BEAR,yangbyungi
2020-07-20,1703268.446988455,497012.3015826219,BEAR,yangbyungi
2020-07-21,1723107.9123551324,1723107.9123551324,BEAR,yangbyungi
2020-07-22,1707179.2665630393,814304.4000748112,BEAR,yangbyungi
2020-07-23,1624245.6152510922,277885.6548892701,BEAR,yangbyungi
2020-07-24,1604650.8449348374,1604650.8449348374,BEAR,yangbyungi
2020-07-27,1647603.3394060587,481395.2534804514,BEAR,yangbyungi
2020-07-28,1626232.8444829755,1626232.8444829755,BEAR,yangbyungi
