date,strategy,leg,ticker,action,qty,price,pnl,side,regime_today,active_today,bear_streak,equity_eod,cash_eod,reason_short,reason_detail
2011-08-08,yangbyungi,SHORT,SOXS,MOO_SELL,4.055032811747963e-05,2053180896.0,11623.647189818716,,BEAR,yangbyungi,7,170514.59946583566,170514.59946583566,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 2053180896.0000
2011-08-10,yangbyungi,LONG,SOXL,STOP_BUY,197705.5126600059,0.4310829221284388,0.0,,BEAR,yangbyungi,9,163901.8902782553,53740.66308827732,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-10,yangbyungi,LONG,SOXL,LOC_SELL,49426.37816500147,0.4121268451213837,-951.5171123655746,loser,BEAR,yangbyungi,9,163901.8902782553,53740.66308827732,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4121, pnl $-952. F1_A6 asymmetric LOC"
2011-08-10,yangbyungi,SHORT,SOXS,STOP_BUY,3.3391126574967697e-05,2041919009.28,0.0,,BEAR,yangbyungi,9,163901.8902782553,53740.66308827732,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-10,yangbyungi,SHORT,SOXS,LOC_SELL,8.347781643741924e-06,1956461280.0,-725.0646257536937,loser,BEAR,yangbyungi,9,163901.8902782553,53740.66308827732,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXS 종가 @ 1956461280.0000, pnl $-725. F1_A6 asymmetric LOC"
2011-08-11,yangbyungi,LONG,SOXL,MOO_SELL,148279.13449500443,0.4296180784404278,-261.8741540269111,,BEAR,yangbyungi,10,172913.12845096877,82941.04610451881,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4296
2011-08-11,yangbyungi,SHORT,SOXS,MOO_SELL,2.504334493122577e-05,1935735648.0,-2694.051364651852,,BEAR,yangbyungi,10,172913.12845096877,82941.04610451881,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1935735648.0000
2011-08-11,yangbyungi,LONG,SOXL,STOP_BUY,189947.96587288447,0.4364986301068961,0.0,,BEAR,yangbyungi,10,172913.12845096877,82941.04610451881,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-12,yangbyungi,LONG,SOXL,MOO_SELL,189947.96587288447,0.4852572578638792,9200.322181609125,,BEAR,yangbyungi,11,170198.74818082392,55656.53291498243,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4853
2011-08-12,yangbyungi,LONG,SOXL,STOP_BUY,177495.83975255626,0.4930288992398232,0.0,,BEAR,yangbyungi,11,170198.74818082392,55656.53291498243,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-12,yangbyungi,LONG,SOXL,LOC_SELL,44373.959938139065,0.4687655116766691,-1091.6001070214952,loser,BEAR,yangbyungi,11,170198.74818082392,55656.53291498243,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4688, pnl $-1,092. F1_A6 asymmetric LOC"
2011-08-12,yangbyungi,SHORT,SOXS,STOP_BUY,4.157893516737692e-05,1683748333.4399998,0.0,,BEAR,yangbyungi,11,170198.74818082392,55656.53291498243,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-12,yangbyungi,SHORT,SOXS,LOC_SELL,1.039473379184423e-05,1670140512.0,-153.65165495626934,loser,BEAR,yangbyungi,11,170198.74818082392,55656.53291498243,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXS 종가 @ 1670140512.0000, pnl $-154. F1_A6 asymmetric LOC"
2011-08-15,yangbyungi,LONG,SOXL,MOO_SELL,133121.8798144172,0.4772612416595221,-2144.228613992404,,BEAR,yangbyungi,12,172291.29274794314,85128.43383121038,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4773
2011-08-15,yangbyungi,SHORT,SOXS,MOO_SELL,3.118420137553269e-05,1638860160.0,-1436.066352255817,,BEAR,yangbyungi,12,172291.29274794314,85128.43383121038,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1638860160.0000
2011-08-15,yangbyungi,LONG,SOXL,STOP_BUY,175495.57213472933,0.484904822775945,0.0,,BEAR,yangbyungi,12,172291.29274794314,85128.43383121038,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-16,yangbyungi,LONG,SOXL,MOO_SELL,175495.57213472933,0.4790933467894793,-1079.1003967986908,,BEAR,yangbyungi,13,163781.26388303342,53610.241993510695,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4791
2011-08-16,yangbyungi,LONG,SOXL,STOP_BUY,173716.40784001758,0.4867662699998169,0.0,,BEAR,yangbyungi,13,163781.26388303342,53610.241993510695,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-16,yangbyungi,LONG,SOXL,LOC_SELL,43429.1019600044,0.4684326670318842,-810.7311137985416,loser,BEAR,yangbyungi,13,163781.26388303342,53610.241993510695,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4684, pnl $-811. F1_A6 asymmetric LOC"
2011-08-16,yangbyungi,SHORT,SOXS,STOP_BUY,3.936734534748848e-05,1718364032.64,0.0,,BEAR,yangbyungi,13,163781.26388303342,53610.241993510695,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-16,yangbyungi,SHORT,SOXS,LOC_SELL,9.84183633687212e-06,1662464352.0,-561.801254017937,loser,BEAR,yangbyungi,13,163781.26388303342,53610.241993510695,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXS 종가 @ 1662464352.0000, pnl $-562. F1_A6 asymmetric LOC"
2011-08-17,yangbyungi,LONG,SOXL,MOO_SELL,130287.30588001318,0.4641008313000202,-2996.3790142925063,,BEAR,yangbyungi,14,161326.99884297157,101681.53491006052,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4641
2011-08-17,yangbyungi,SHORT,SOXS,MOO_SELL,2.952550901061636e-05,1679735712.0,-1175.6365477415602,,BEAR,yangbyungi,14,161326.99884297157,101681.53491006052,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1679735712.0000
2011-08-17,yangbyungi,LONG,SOXL,STOP_BUY,173451.00461519495,0.4715336417622864,0.0,,BEAR,yangbyungi,14,161326.99884297157,101681.53491006052,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-17,yangbyungi,LONG,SOXL,LOC_SELL,43362.75115379874,0.4582707478553057,-589.2271747966806,loser,BEAR,yangbyungi,14,161326.99884297157,101681.53491006052,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4583, pnl $-589. F1_A6 asymmetric LOC"
2011-08-18,yangbyungi,LONG,SOXL,MOO_SELL,130088.2534613962,0.4201228315383196,-6728.54042272587,,BEAR,yangbyungi,15,156315.451738249,156315.451738249,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4201
2011-08-19,yangbyungi,LONG,SOXL,STOP_BUY,207751.61360596516,0.3760759248986094,0.0,,BEAR,yangbyungi,16,152309.2932278904,96683.79972506197,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-19,yangbyungi,LONG,SOXL,LOC_SELL,51937.90340149128,0.3568214933276176,-1013.3576113436576,loser,BEAR,yangbyungi,16,152309.2932278904,96683.79972506197,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.3568, pnl $-1,013. F1_A6 asymmetric LOC"
2011-08-22,yangbyungi,LONG,SOXL,MOO_SELL,155813.71020447384,0.3868064945191145,1630.3662261015706,,BEAR,yangbyungi,17,156932.4603530069,156932.4603530069,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.3868
2011-08-23,yangbyungi,LONG,SOXL,STOP_BUY,203265.69302584583,0.3858928451576828,0.0,,BEAR,yangbyungi,18,164481.5617214598,78466.23017650344,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-24,yangbyungi,LONG,SOXL,MOO_SELL,203265.69302584583,0.4229554067850113,7476.003389322694,,BEAR,yangbyungi,19,159164.2929228505,52098.961312528416,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4230
2011-08-24,yangbyungi,LONG,SOXL,STOP_BUY,191226.1499560933,0.4297292523819207,0.0,,BEAR,yangbyungi,19,159164.2929228505,52098.961312528416,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-24,yangbyungi,LONG,SOXL,LOC_SELL,47806.537489023314,0.4222887642979622,-369.9601834618989,loser,BEAR,yangbyungi,19,159164.2929228505,52098.961312528416,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4223, pnl $-370. F1_A6 asymmetric LOC"
2011-08-24,yangbyungi,SHORT,SOXS,STOP_BUY,3.581312908555516e-05,1835650166.4,0.0,,BEAR,yangbyungi,19,159164.2929228505,52098.961312528416,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-24,yangbyungi,SHORT,SOXS,LOC_SELL,8.95328227138879e-06,1729246944.0,-963.8292202668126,loser,BEAR,yangbyungi,19,159164.2929228505,52098.961312528416,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXS 종가 @ 1729246944.0000, pnl $-964. F1_A6 asymmetric LOC"
2011-08-25,yangbyungi,LONG,SOXL,MOO_SELL,143419.61246706994,0.415625079870224,-2065.249092551377,,BEAR,yangbyungi,20,152791.05870827212,34095.56959513233,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4156
2011-08-25,yangbyungi,SHORT,SOXS,MOO_SELL,2.685984681416637e-05,1746326400.0,-2432.896652021278,,BEAR,yangbyungi,20,152791.05870827212,34095.56959513233,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1746326400.0000
2011-08-25,yangbyungi,LONG,SOXL,STOP_BUY,187695.92825827585,0.4222815265595912,0.0,,BEAR,yangbyungi,20,152791.05870827212,34095.56959513233,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-25,yangbyungi,LONG,SOXL,LOC_SELL,46923.98206456896,0.3888054985702038,-1584.149338524021,loser,BEAR,yangbyungi,20,152791.05870827212,34095.56959513233,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.3888, pnl $-1,584. F1_A6 asymmetric LOC"
2011-08-25,yangbyungi,SHORT,SOXS,STOP_BUY,3.422010533623412e-05,1852958016.0,0.0,,BEAR,yangbyungi,20,152791.05870827212,34095.56959513233,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-26,yangbyungi,LONG,SOXL,MOO_SELL,140771.94619370688,0.3901378303468227,-4564.958722629708,,BEAR,yangbyungi,21,158411.51308618195,76944.3189058829,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.3901
2011-08-26,yangbyungi,SHORT,SOXS,MOO_SELL,3.422010533623412e-05,1896971040.0,1461.217278891294,,BEAR,yangbyungi,21,158411.51308618195,76944.3189058829,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1896971040.0000
2011-08-26,yangbyungi,LONG,SOXL,STOP_BUY,194046.66453568463,0.3963860857938229,0.0,,BEAR,yangbyungi,21,158411.51308618195,76944.3189058829,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-29,yangbyungi,LONG,SOXL,MOO_SELL,194046.66453568463,0.4406125858277083,8525.158935505664,,BEAR,yangbyungi,22,162413.79674727147,162413.79674727147,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4406
2011-08-30,yangbyungi,LONG,SOXL,STOP_BUY,175432.57761254814,0.4627332449213414,0.0,,BEAR,yangbyungi,23,163075.49245265863,81206.89837363573,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-31,yangbyungi,LONG,SOXL,MOO_SELL,175432.57761254814,0.4804266615509987,3046.090345390854,,BEAR,yangbyungi,24,158900.98476137282,52112.04974561794,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4804
2011-08-31,yangbyungi,LONG,SOXL,STOP_BUY,169427.27033072567,0.4881209384742379,0.0,,BEAR,yangbyungi,24,158900.98476137282,52112.04974561794,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-31,yangbyungi,LONG,SOXL,LOC_SELL,42356.81758268142,0.4564386725127697,-1355.9629486343947,loser,BEAR,yangbyungi,24,158900.98476137282,52112.04974561794,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4564, pnl $-1,356. F1_A6 asymmetric LOC"
2011-08-31,yangbyungi,SHORT,SOXS,STOP_BUY,4.174204522641027e-05,1584991779.84,0.0,,BEAR,yangbyungi,24,158900.98476137282,52112.04974561794,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-08-31,yangbyungi,SHORT,SOXS,LOC_SELL,1.0435511306602568e-05,1556725248.0,-306.4506108629212,loser,BEAR,yangbyungi,24,158900.98476137282,52112.04974561794,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXS 종가 @ 1556725248.0000, pnl $-306. F1_A6 asymmetric LOC"
2011-09-01,yangbyungi,LONG,SOXL,MOO_SELL,127070.45274804423,0.4571043320149183,-3983.3327965681374,,BEAR,yangbyungi,25,153538.50279722462,97926.82632179363,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4571
2011-09-01,yangbyungi,SHORT,SOXS,MOO_SELL,3.13065339198077e-05,1554038592.0,-1003.4322813230974,,BEAR,yangbyungi,25,153538.50279722462,97926.82632179363,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1554038592.0000
2011-09-01,yangbyungi,LONG,SOXL,STOP_BUY,170915.77046225563,0.4644250899886339,0.0,,BEAR,yangbyungi,25,153538.50279722462,97926.82632179363,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-01,yangbyungi,LONG,SOXL,LOC_SELL,42728.94261556391,0.4336160865426063,-1329.866462752474,loser,BEAR,yangbyungi,25,153538.50279722462,97926.82632179363,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4336, pnl $-1,330. F1_A6 asymmetric LOC"
2011-09-02,yangbyungi,LONG,SOXL,MOO_SELL,128186.82784669173,0.4139599034488201,-6508.381264308213,,BEAR,yangbyungi,26,150972.46072821307,150972.46072821307,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4140
2011-09-08,yangbyungi,LONG,SOXL,STOP_BUY,170430.04064676852,0.4427612593469023,0.0,,BEAR,yangbyungi,29,150516.2589603271,94231.77952372735,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-08,yangbyungi,LONG,SOXL,LOC_SELL,42607.51016169213,0.4401128422617912,-126.00843140579671,loser,BEAR,yangbyungi,29,150516.2589603271,94231.77952372735,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4401, pnl $-126. F1_A6 asymmetric LOC"
2011-09-09,yangbyungi,LONG,SOXL,MOO_SELL,127822.5304850764,0.4249544108361006,-2314.9362010616096,,BEAR,yangbyungi,30,147499.50979089638,92562.52427770029,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4250
2011-09-09,yangbyungi,LONG,SOXL,STOP_BUY,171946.7469051079,0.4317602714978902,0.0,,BEAR,yangbyungi,30,147499.50979089638,92562.52427770029,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-09,yangbyungi,LONG,SOXL,LOC_SELL,42986.686726276974,0.4257869990468025,-269.67328214076406,loser,BEAR,yangbyungi,30,147499.50979089638,92562.52427770029,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4258, pnl $-270. F1_A6 asymmetric LOC"
2011-09-12,yangbyungi,LONG,SOXL,MOO_SELL,128960.06017883091,0.41462559273839,-2247.8916941653297,,BEAR,yangbyungi,31,153536.0825607521,73006.97555971978,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4146
2011-09-12,yangbyungi,LONG,SOXL,STOP_BUY,173243.09697799507,0.4212660321338474,0.0,,BEAR,yangbyungi,31,153536.0825607521,73006.97555971978,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-13,yangbyungi,LONG,SOXL,MOO_SELL,173243.09697799507,0.4729304186999798,8896.278655327871,,BEAR,yangbyungi,32,156896.61940970304,77455.11488738374,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4729
2011-09-13,yangbyungi,LONG,SOXL,STOP_BUY,161138.95417254308,0.4805046394877135,0.0,,BEAR,yangbyungi,32,156896.61940970304,77455.11488738374,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-14,yangbyungi,LONG,SOXL,MOO_SELL,161138.95417254308,0.5004166424870491,3153.2767184674303,,BEAR,yangbyungi,33,161387.4042755891,79031.75324661746,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.5004
2011-09-14,yangbyungi,LONG,SOXL,STOP_BUY,155388.02919746944,0.5084310691049694,0.0,,BEAR,yangbyungi,33,161387.4042755891,79031.75324661746,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-15,yangbyungi,LONG,SOXL,MOO_SELL,155388.02919746944,0.546393646299839,5841.562556781151,,BEAR,yangbyungi,34,163690.14506391197,102373.91014239848,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.5464
2011-09-15,yangbyungi,LONG,SOXL,STOP_BUY,147572.1605413357,0.5551444179788232,0.0,,BEAR,yangbyungi,34,163690.14506391197,102373.91014239848,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-15,yangbyungi,LONG,SOXL,LOC_SELL,36893.040135333926,0.5537230200171471,-66.75801386155945,loser,BEAR,yangbyungi,34,163690.14506391197,102373.91014239848,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.5537, pnl $-67. F1_A6 asymmetric LOC"
2011-09-16,yangbyungi,LONG,SOXL,MOO_SELL,110679.12040600178,0.5530563179552556,-274.0382128684796,,BEAR,yangbyungi,35,162633.7730201961,101982.15974946934,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.5531
2011-09-16,yangbyungi,LONG,SOXL,STOP_BUY,145491.21823269874,0.5619137957037985,0.0,,BEAR,yangbyungi,35,162633.7730201961,101982.15974946934,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-16,yangbyungi,LONG,SOXL,LOC_SELL,36372.804558174685,0.5555550655722619,-245.510765084422,loser,BEAR,yangbyungi,35,162633.7730201961,101982.15974946934,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.5556, pnl $-246. F1_A6 asymmetric LOC"
2011-09-19,yangbyungi,LONG,SOXL,MOO_SELL,109118.41367452404,0.5300678160488606,-3516.687137290668,,BEAR,yangbyungi,36,159500.81794810423,87800.59380255321,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.5301
2011-09-19,yangbyungi,LONG,SOXL,STOP_BUY,177971.27634797484,0.5385571212668716,0.0,,BEAR,yangbyungi,36,159500.81794810423,87800.59380255321,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-19,yangbyungi,LONG,SOXL,LOC_SELL,44492.81908699371,0.5368984291851521,-90.5474039478031,loser,BEAR,yangbyungi,36,159500.81794810423,87800.59380255321,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.5369, pnl $-91. F1_A6 asymmetric LOC"
2011-09-20,yangbyungi,LONG,SOXL,MOO_SELL,133478.45726098114,0.5455600751042367,884.0962726797588,,BEAR,yangbyungi,37,160595.62378964288,160595.62378964288,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.5456
2011-09-21,yangbyungi,LONG,SOXL,STOP_BUY,179023.82238383184,0.5380494043184816,0.0,,BEAR,yangbyungi,38,152430.243230431,21777.626949982907,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-21,yangbyungi,LONG,SOXL,LOC_SELL,44755.95559595796,0.4867564885616303,-2311.7166184635244,loser,BEAR,yangbyungi,38,152430.243230431,21777.626949982907,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXL 종가 @ 0.4868, pnl $-2,312. F1_A6 asymmetric LOC"
2011-09-21,yangbyungi,SHORT,SOXS,STOP_BUY,4.721076872925874e-05,1360193356.8,0.0,,BEAR,yangbyungi,38,152430.243230431,21777.626949982907,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-22,yangbyungi,LONG,SOXL,MOO_SELL,134267.86678787388,0.4497749880850315,-11898.839135485368,,BEAR,yangbyungi,39,152092.2098639785,152092.2098639785,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4498
2011-09-22,yangbyungi,SHORT,SOXS,MOO_SELL,4.721076872925874e-05,1482074592.0,5707.141828284497,,BEAR,yangbyungi,39,152092.2098639785,152092.2098639785,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1482074592.0000
2011-09-23,yangbyungi,LONG,SOXL,STOP_BUY,209884.00203602156,0.434637213147506,0.0,,BEAR,yangbyungi,40,157838.3424252973,60836.8839455914,양변기 v5 SOXL LONG 진입,"BEAR regime — SOXL intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-26,yangbyungi,LONG,SOXL,MOO_SELL,209884.00203602156,0.478593573436141,9158.651426021228,,BEAR,yangbyungi,41,159258.14149879495,112367.46073700405,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXL 시가 @ 0.4786
2011-09-26,yangbyungi,SHORT,SOXS,STOP_BUY,4.356833389248556e-05,1479922951.6799998,0.0,,BEAR,yangbyungi,41,159258.14149879495,112367.46073700405,양변기 v5 SOXS SHORT(롱) 진입,"BEAR regime — SOXS intraday High가 시가 × (1+thr) 터치 → stop-buy. F1_A6 spec, RSI-based alloc 분기, gap filter 통과"
2011-09-26,yangbyungi,SHORT,SOXS,LOC_SELL,1.089208347312139e-05,1434290496.0,-508.1421659957905,loser,BEAR,yangbyungi,41,159258.14149879495,112367.46073700405,양변기 v5 loser LOC 전량청산,"종가 > entry → loc_on_loss 100% 적용. SOXS 종가 @ 1434290496.0000, pnl $-508. F1_A6 asymmetric LOC"
2011-09-27,yangbyungi,SHORT,SOXS,MOO_SELL,3.267625041936417e-05,1344095616.0,-4470.625452741966,,BEAR,yangbyungi,42,156272.09367126197,156272.09367126197,양변기 v5 carry 익일 MOO 청산,LOC 미체결분 또는 다음날 강제청산. SOXS 시가 @ 1344095616.0000
